task_id,view,doc_id,title,source_type,timestamp,body_excerpt,reviewer_can_guess_role_from_surface,reviewer_role_guess,reviewer_can_guess_answer_without_relation,severe_leakage,leakage_reason,notes,review_mode
uncued_035,neutral_metadata_hidden,uncued_035_d03,Document 1,document,2025-09-15,"A partner summary also gives 101 for Kestrel firmware checks in August 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surroundi",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_035,neutral_metadata_hidden,uncued_035_d01,Document 2,document,2025-09-14,"A weekly digest repeats that Kestrel firmware checks reached 101 approved checks in August 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_035,neutral_metadata_hidden,uncued_035_d02,Document 3,document,2025-09-16,"A site memo for Ridgeway bench lists the workstream and month. It does not contain a final count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather tha",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_035,neutral_metadata_hidden,uncued_035_d04,Document 4,document,2025-09-13,"The closing ledger for Ridgeway bench gives 76 approved checks for Kestrel firmware checks in August 2025. The ledger row is the only visible row with a final count different from 101. The note uses the same site code, workstream name, and monthly close date a",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_visible,uncued_046_d04,Service Ledger Extract,registry entry,2025-02-14,"A digest estimates 139 completed refurbishments for Nova pump refurbishments in July 2025. The note is framed as a running estimate and points to the planning memo. The note uses the same site code, workstream name, and monthly close date as the surrounding pa",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_visible,uncued_046_d02,Operations Timeline Note,operations memo,2025-02-15,"A handoff note names the workstream and site for July 2025. It contains no closing count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_visible,uncued_046_d03,Program Registry Entry,timeline note,2025-02-16,"The closeout ledger lists 118 completed refurbishments for Nova pump refurbishments in July 2025. The row appears after the planning notes and uses the final close date. The note uses the same site code, workstream name, and monthly close date as the surroundi",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_visible,uncued_046_d01,Field Summary Memo,field note,2025-02-13,"A planning memo for Nova pump refurbishments describes the expected workload at Harbor Annex. It was prepared before the monthly close and has no final number. The note uses the same site code, workstream name, and monthly close date as the surrounding packet ",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_hidden,uncued_046_d04,Document 1,document,2025-02-14,"A digest estimates 139 completed refurbishments for Nova pump refurbishments in July 2025. The note is framed as a running estimate and points to the planning memo. The note uses the same site code, workstream name, and monthly close date as the surrounding pa",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_hidden,uncued_046_d03,Document 2,document,2025-02-15,"A handoff note names the workstream and site for July 2025. It contains no closing count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_hidden,uncued_046_d01,Document 3,document,2025-02-16,"The closeout ledger lists 118 completed refurbishments for Nova pump refurbishments in July 2025. The row appears after the planning notes and uses the final close date. The note uses the same site code, workstream name, and monthly close date as the surroundi",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_046,neutral_metadata_hidden,uncued_046_d02,Document 4,document,2025-02-13,"A planning memo for Nova pump refurbishments describes the expected workload at Harbor Annex. It was prepared before the monthly close and has no final number. The note uses the same site code, workstream name, and monthly close date as the surrounding packet ",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_visible,uncued_047_d03,Service Ledger Extract,operations memo,2025-03-15,"A handoff note names the workstream and site for August 2025. It contains no closing count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labe",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_visible,uncued_047_d02,Operations Timeline Note,timeline note,2025-03-16,"The closeout ledger lists 76 approved checks for Kestrel firmware checks in August 2025. The row appears after the planning notes and uses the final close date. The note uses the same site code, workstream name, and monthly close date as the surrounding packet",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_visible,uncued_047_d01,Program Registry Entry,field note,2025-03-13,"A planning memo for Kestrel firmware checks describes the expected workload at Ridgeway bench. It was prepared before the monthly close and has no final number. The note uses the same site code, workstream name, and monthly close date as the surrounding packet",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_visible,uncued_047_d04,Field Summary Memo,registry entry,2025-03-14,"A digest estimates 101 approved checks for Kestrel firmware checks in August 2025. The note is framed as a running estimate and points to the planning memo. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so ",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_hidden,uncued_047_d02,Document 1,document,2025-03-16,"The closeout ledger lists 76 approved checks for Kestrel firmware checks in August 2025. The row appears after the planning notes and uses the final close date. The note uses the same site code, workstream name, and monthly close date as the surrounding packet",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_hidden,uncued_047_d01,Document 2,document,2025-03-14,"A digest estimates 101 approved checks for Kestrel firmware checks in August 2025. The note is framed as a running estimate and points to the planning memo. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so ",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_hidden,uncued_047_d03,Document 3,document,2025-03-15,"A handoff note names the workstream and site for August 2025. It contains no closing count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labe",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_047,neutral_metadata_hidden,uncued_047_d04,Document 4,document,2025-03-13,"A planning memo for Kestrel firmware checks describes the expected workload at Ridgeway bench. It was prepared before the monthly close and has no final number. The note uses the same site code, workstream name, and monthly close date as the surrounding packet",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_visible,uncued_056_d04,Service Ledger Extract,timeline note,2025-03-16,"A monthly index names the Mira sensor recalibrations workstream and site. It lists regular service categories but no program launch entry. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation chec",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_visible,uncued_056_d01,Operations Timeline Note,field note,2025-03-13,"A community roundup says the Meridian Shield recall board appeared during May 2025. The item gives a program name and month but no linked operational record. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_visible,uncued_056_d02,Program Registry Entry,operations memo,2025-03-15,"A service planning memo for Westhaven lab lists routine Mira sensor recalibrations work in May 2025. It does not mention the Meridian Shield recall board. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so th",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_visible,uncued_056_d03,Field Summary Memo,registry entry,2025-03-14,"A partner recap repeats the Meridian Shield recall board launch wording from the roundup. Its visible citation points to the roundup item. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation chec",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_hidden,uncued_056_d04,Document 1,document,2025-03-14,"A partner recap repeats the Meridian Shield recall board launch wording from the roundup. Its visible citation points to the roundup item. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation chec",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_hidden,uncued_056_d03,Document 2,document,2025-03-13,"A community roundup says the Meridian Shield recall board appeared during May 2025. The item gives a program name and month but no linked operational record. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_hidden,uncued_056_d01,Document 3,document,2025-03-16,"A monthly index names the Mira sensor recalibrations workstream and site. It lists regular service categories but no program launch entry. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation chec",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_056,neutral_metadata_hidden,uncued_056_d02,Document 4,document,2025-03-15,"A service planning memo for Westhaven lab lists routine Mira sensor recalibrations work in May 2025. It does not mention the Meridian Shield recall board. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so th",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_057,neutral_metadata_visible,uncued_057_d03,Service Ledger Extract,registry entry,2025-04-14,"A partner recap repeats the Cobalt Loop service exchange launch wording from the roundup. Its visible citation points to the roundup item. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation chec",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_057,neutral_metadata_visible,uncued_057_d04,Operations Timeline Note,field note,2025-04-13,"A community roundup says the Cobalt Loop service exchange appeared during June 2025. The item gives a program name and month but no linked operational record. The note uses the same site code, workstream name, and monthly close date as the surrounding packet s",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
uncued_057,neutral_metadata_visible,uncued_057_d02,Program Registry Entry,operations memo,2025-04-15,"A service planning memo for South Gate workshop lists routine Vega rail inspections work in June 2025. It does not mention the Cobalt Loop service exchange. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so ",no,unknown,no,no,,"No role-label or direct-answer cue was visible in the reviewed title, metadata, or excerpt.",local_pre_model_surface_review
