task_id,family,condition,model,prompt_condition,original_parse_success,original_parse_error,direct_parse_success,direct_parse_error,repair_attempted,repair_parse_success,repair_parse_error,final_parse_success,final_parse_error,cost_usd,direct_prompt_path,direct_response_path,repair_prompt_path,repair_response_path
ert_009,packet_judgment,conflicting_evidence,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,Unterminated string starting at: line 5 column 20 (char 78),0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_009.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_009.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_009.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_009.repair.response.json
ert_010,packet_judgment,conflicting_evidence,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 7 column 6 (char 335)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_010.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_010.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_010.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_010.repair.response.json
ert_011,packet_judgment,conflicting_evidence,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 535)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_011.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_011.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_011.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_011.repair.response.json
ert_014,packet_judgment,conflicting_evidence,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 718)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_014.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_014.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_014.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_014.repair.response.json
ert_016,packet_judgment,false_consensus,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 559)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_016.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_016.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_016.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_016.repair.response.json
ert_017,packet_judgment,false_consensus,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,Expecting value: line 1 column 1 (char 0),0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_017.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_017.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_017.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_017.repair.response.json
ert_018,packet_judgment,false_consensus,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 532)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_018.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_018.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_018.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_018.repair.response.json
ert_019,packet_judgment,false_consensus,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,Unterminated string starting at: line 1 column 14 (char 13),0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_019.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_019.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_019.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_019.repair.response.json
ert_020,packet_judgment,false_consensus,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 535)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_020.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_020.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_020.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_020.repair.response.json
ert_021,packet_judgment,false_consensus,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 562)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_021.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_021.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_021.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_021.repair.response.json
ert_021,packet_judgment,false_consensus,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,Unterminated string starting at: line 5 column 20 (char 74),0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_021.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_021.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_021.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_021.repair.response.json
