task_id,episode_type,duplicate_count,primary_visibility_under_bm25_top8,retriever,k,retrieved_doc_ids,primary_recall_at_k,gold_evidence_recall_at_k,contaminant_fraction_at_k,unique_upstream_roots_at_k,source_type_entropy_at_k,primary_rank,pollutant_saturation_at_k
eha2_004,false_consensus,1,True,oracle_root_dedup_top8,8,"eha2_004_pollutant_root,eha2_004_primary_a,eha2_004_primary_b,eha2_004_context_00,eha2_004_context_01,eha2_004_context_02,eha2_004_context_03,eha2_004_background_00",1.0,1.0,0.125,8,2.5,2,0.125
eha2_005,false_consensus,5,True,bm25_top8,8,"eha2_005_pollutant_root,eha2_005_repost_00,eha2_005_repost_01,eha2_005_repost_02,eha2_005_repost_03,eha2_005_repost_04,eha2_005_primary_a,eha2_005_primary_b",1.0,1.0,0.75,3,2.5,7,0.75
eha2_005,false_consensus,5,True,bm25_top12,12,"eha2_005_pollutant_root,eha2_005_repost_00,eha2_005_repost_01,eha2_005_repost_02,eha2_005_repost_03,eha2_005_repost_04,eha2_005_primary_a,eha2_005_primary_b,eha2_005_background_00,eha2_005_background_01,eha2_005_background_02,eha2_005_background_03",1.0,1.0,0.5,7,3.084962500721156,7,0.5
eha2_005,false_consensus,5,True,primary_preserve_top8,8,"eha2_005_primary_a,eha2_005_primary_b,eha2_005_pollutant_root,eha2_005_repost_00,eha2_005_repost_01,eha2_005_repost_02,eha2_005_repost_03,eha2_005_repost_04",1.0,1.0,0.75,3,2.5,7,0.75
eha2_005,false_consensus,5,True,heuristic_root_dedup_top8,8,"eha2_005_pollutant_root,eha2_005_repost_00,eha2_005_primary_a,eha2_005_primary_b,eha2_005_background_00,eha2_005_repost_01,eha2_005_repost_02,eha2_005_repost_03",1.0,1.0,0.625,4,2.5,7,0.625
eha2_005,false_consensus,5,True,oracle_root_dedup_top8,8,"eha2_005_pollutant_root,eha2_005_primary_a,eha2_005_primary_b,eha2_005_background_00,eha2_005_background_01,eha2_005_background_02,eha2_005_background_03,eha2_005_background_04",1.0,1.0,0.125,8,2.5,7,0.125
eha2_006,false_consensus,20,True,bm25_top8,8,"eha2_006_pollutant_root,eha2_006_primary_a,eha2_006_primary_b,eha2_006_repost_00,eha2_006_repost_01,eha2_006_repost_02,eha2_006_repost_03,eha2_006_repost_04",1.0,1.0,0.75,3,2.0,2,0.75
eha2_006,false_consensus,20,True,bm25_top12,12,"eha2_006_pollutant_root,eha2_006_primary_a,eha2_006_primary_b,eha2_006_repost_00,eha2_006_repost_01,eha2_006_repost_02,eha2_006_repost_03,eha2_006_repost_04,eha2_006_repost_05,eha2_006_repost_06,eha2_006_repost_07,eha2_006_background_00",1.0,1.0,0.75,4,2.5220552088742005,2,0.75
eha2_006,false_consensus,20,True,primary_preserve_top8,8,"eha2_006_primary_a,eha2_006_primary_b,eha2_006_pollutant_root,eha2_006_repost_00,eha2_006_repost_01,eha2_006_repost_02,eha2_006_repost_03,eha2_006_repost_04",1.0,1.0,0.75,3,2.0,2,0.75
eha2_006,false_consensus,20,True,heuristic_root_dedup_top8,8,"eha2_006_pollutant_root,eha2_006_primary_a,eha2_006_primary_b,eha2_006_repost_00,eha2_006_background_00,eha2_006_repost_01,eha2_006_repost_02,eha2_006_repost_03",1.0,1.0,0.625,4,2.4056390622295662,2,0.625
eha2_006,false_consensus,20,True,oracle_root_dedup_top8,8,"eha2_006_pollutant_root,eha2_006_primary_a,eha2_006_primary_b,eha2_006_background_00,eha2_006_background_01,eha2_006_background_02,eha2_006_background_03,eha2_006_background_04",1.0,1.0,0.125,8,2.5,2,0.125
eha2_007,false_consensus,50,False,bm25_top8,8,"eha2_007_pollutant_root,eha2_007_repost_00,eha2_007_repost_01,eha2_007_repost_02,eha2_007_repost_03,eha2_007_repost_04,eha2_007_repost_05,eha2_007_repost_06",0.0,0.0,1.0,1,1.75,14,1.0
eha2_007,false_consensus,50,False,bm25_top12,12,"eha2_007_pollutant_root,eha2_007_repost_00,eha2_007_repost_01,eha2_007_repost_02,eha2_007_repost_03,eha2_007_repost_04,eha2_007_repost_05,eha2_007_repost_06,eha2_007_repost_07,eha2_007_repost_08,eha2_007_repost_09,eha2_007_repost_10",0.0,0.0,1.0,1,2.054585169337799,14,1.0
eha2_007,false_consensus,50,False,primary_preserve_top8,8,"eha2_007_primary_a,eha2_007_primary_b,eha2_007_pollutant_root,eha2_007_repost_00,eha2_007_repost_01,eha2_007_repost_02,eha2_007_repost_03,eha2_007_repost_04",1.0,1.0,0.75,3,2.4056390622295662,14,0.75
eha2_007,false_consensus,50,False,heuristic_root_dedup_top8,8,"eha2_007_pollutant_root,eha2_007_repost_00,eha2_007_primary_a,eha2_007_primary_b,eha2_007_background_00,eha2_007_repost_01,eha2_007_repost_02,eha2_007_repost_03",1.0,1.0,0.625,4,2.75,14,0.625
eha2_007,false_consensus,50,False,oracle_root_dedup_top8,8,"eha2_007_pollutant_root,eha2_007_primary_a,eha2_007_primary_b,eha2_007_background_00,eha2_007_background_01,eha2_007_background_02,eha2_007_background_03,eha2_007_background_04",1.0,1.0,0.125,8,2.75,14,0.125
eha2_008,false_consensus,5,True,bm25_top8,8,"eha2_008_pollutant_root,eha2_008_primary_a,eha2_008_primary_b,eha2_008_repost_00,eha2_008_repost_01,eha2_008_repost_02,eha2_008_repost_03,eha2_008_repost_04",1.0,1.0,0.75,3,2.4056390622295662,2,0.75
eha2_008,false_consensus,5,True,bm25_top12,12,"eha2_008_pollutant_root,eha2_008_primary_a,eha2_008_primary_b,eha2_008_repost_00,eha2_008_repost_01,eha2_008_repost_02,eha2_008_repost_03,eha2_008_repost_04,eha2_008_background_00,eha2_008_background_01,eha2_008_background_02,eha2_008_background_03",1.0,1.0,0.5,7,2.8553885422075336,2,0.5
eha2_008,false_consensus,5,True,primary_preserve_top8,8,"eha2_008_primary_a,eha2_008_primary_b,eha2_008_pollutant_root,eha2_008_repost_00,eha2_008_repost_01,eha2_008_repost_02,eha2_008_repost_03,eha2_008_repost_04",1.0,1.0,0.75,3,2.4056390622295662,2,0.75
eha2_008,false_consensus,5,True,heuristic_root_dedup_top8,8,"eha2_008_pollutant_root,eha2_008_primary_a,eha2_008_primary_b,eha2_008_repost_00,eha2_008_background_00,eha2_008_repost_01,eha2_008_repost_02,eha2_008_repost_03",1.0,1.0,0.625,4,2.4056390622295662,2,0.625
eha2_008,false_consensus,5,True,oracle_root_dedup_top8,8,"eha2_008_pollutant_root,eha2_008_primary_a,eha2_008_primary_b,eha2_008_background_00,eha2_008_background_01,eha2_008_background_02,eha2_008_background_03,eha2_008_background_04",1.0,1.0,0.125,8,2.1556390622295662,2,0.125
eha2_009,false_consensus,20,False,bm25_top8,8,"eha2_009_pollutant_root,eha2_009_repost_00,eha2_009_repost_01,eha2_009_repost_02,eha2_009_repost_03,eha2_009_repost_04,eha2_009_repost_05,eha2_009_repost_06",0.0,0.0,1.0,1,1.75,10,1.0
eha2_009,false_consensus,20,False,bm25_top12,12,"eha2_009_pollutant_root,eha2_009_repost_00,eha2_009_repost_01,eha2_009_repost_02,eha2_009_repost_03,eha2_009_repost_04,eha2_009_repost_05,eha2_009_repost_06,eha2_009_repost_07,eha2_009_primary_a,eha2_009_primary_b,eha2_009_background_00",1.0,1.0,0.75,4,2.4508257945180882,10,0.75
eha2_009,false_consensus,20,False,primary_preserve_top8,8,"eha2_009_primary_a,eha2_009_primary_b,eha2_009_pollutant_root,eha2_009_repost_00,eha2_009_repost_01,eha2_009_repost_02,eha2_009_repost_03,eha2_009_repost_04",1.0,1.0,0.75,3,2.0,10,0.75
eha2_009,false_consensus,20,False,heuristic_root_dedup_top8,8,"eha2_009_pollutant_root,eha2_009_repost_00,eha2_009_primary_a,eha2_009_primary_b,eha2_009_background_00,eha2_009_repost_01,eha2_009_repost_02,eha2_009_repost_03",1.0,1.0,0.625,4,2.4056390622295662,10,0.625
eha2_009,false_consensus,20,False,oracle_root_dedup_top8,8,"eha2_009_pollutant_root,eha2_009_primary_a,eha2_009_primary_b,eha2_009_background_00,eha2_009_background_01,eha2_009_background_02,eha2_009_background_03,eha2_009_background_04",1.0,1.0,0.125,8,2.5,10,0.125
eha2_010,false_consensus,50,True,bm25_top8,8,"eha2_010_pollutant_root,eha2_010_primary_a,eha2_010_primary_b,eha2_010_repost_00,eha2_010_repost_01,eha2_010_repost_02,eha2_010_repost_03,eha2_010_repost_04",1.0,1.0,0.75,3,2.4056390622295662,2,0.75
eha2_010,false_consensus,50,True,bm25_top12,12,"eha2_010_pollutant_root,eha2_010_primary_a,eha2_010_primary_b,eha2_010_repost_00,eha2_010_repost_01,eha2_010_repost_02,eha2_010_repost_03,eha2_010_repost_04,eha2_010_repost_05,eha2_010_repost_06,eha2_010_repost_07,eha2_010_repost_08",1.0,1.0,0.8333333333333334,3,2.4508257945180882,2,0.8333333333333334
eha2_010,false_consensus,50,True,primary_preserve_top8,8,"eha2_010_primary_a,eha2_010_primary_b,eha2_010_pollutant_root,eha2_010_repost_00,eha2_010_repost_01,eha2_010_repost_02,eha2_010_repost_03,eha2_010_repost_04",1.0,1.0,0.75,3,2.4056390622295662,2,0.75
eha2_010,false_consensus,50,True,heuristic_root_dedup_top8,8,"eha2_010_pollutant_root,eha2_010_primary_a,eha2_010_primary_b,eha2_010_repost_00,eha2_010_background_00,eha2_010_repost_01,eha2_010_repost_02,eha2_010_repost_03",1.0,1.0,0.625,4,2.75,2,0.625
eha2_010,false_consensus,50,True,oracle_root_dedup_top8,8,"eha2_010_pollutant_root,eha2_010_primary_a,eha2_010_primary_b,eha2_010_background_00,eha2_010_background_01,eha2_010_background_02,eha2_010_background_03,eha2_010_background_04",1.0,1.0,0.125,8,2.5,2,0.125
eha2_011,false_consensus,1,True,bm25_top8,8,"eha2_011_pollutant_root,eha2_011_primary_a,eha2_011_primary_b,eha2_011_repost_00,eha2_011_context_00,eha2_011_context_01,eha2_011_context_02,eha2_011_context_03",1.0,1.0,0.25,7,2.75,2,0.25
eha2_011,false_consensus,1,True,bm25_top12,12,"eha2_011_pollutant_root,eha2_011_primary_a,eha2_011_primary_b,eha2_011_repost_00,eha2_011_context_00,eha2_011_context_01,eha2_011_context_02,eha2_011_context_03,eha2_011_background_00,eha2_011_background_01,eha2_011_background_02,eha2_011_background_03",1.0,1.0,0.16666666666666666,11,3.0220552088742005,2,0.16666666666666666
eha2_011,false_consensus,1,True,primary_preserve_top8,8,"eha2_011_primary_a,eha2_011_primary_b,eha2_011_pollutant_root,eha2_011_repost_00,eha2_011_context_00,eha2_011_context_01,eha2_011_context_02,eha2_011_context_03",1.0,1.0,0.25,7,2.75,2,0.25
eha2_011,false_consensus,1,True,heuristic_root_dedup_top8,8,"eha2_011_pollutant_root,eha2_011_primary_a,eha2_011_primary_b,eha2_011_repost_00,eha2_011_context_00,eha2_011_background_00,eha2_011_context_01,eha2_011_context_02",1.0,1.0,0.25,7,3.0,2,0.25
eha2_011,false_consensus,1,True,oracle_root_dedup_top8,8,"eha2_011_pollutant_root,eha2_011_primary_a,eha2_011_primary_b,eha2_011_context_00,eha2_011_context_01,eha2_011_context_02,eha2_011_context_03,eha2_011_background_00",1.0,1.0,0.125,8,2.75,2,0.125
eha2_012,citation_laundering,1,True,bm25_top8,8,"eha2_012_pollutant_root,eha2_012_primary_b,eha2_012_primary_a,eha2_012_whitepaper,eha2_012_repost_00,eha2_012_repost_01,eha2_012_repost_02,eha2_012_repost_03",1.0,1.0,0.75,4,2.5,2,0.625
eha2_012,citation_laundering,1,True,bm25_top12,12,"eha2_012_pollutant_root,eha2_012_primary_b,eha2_012_primary_a,eha2_012_whitepaper,eha2_012_repost_00,eha2_012_repost_01,eha2_012_repost_02,eha2_012_repost_03,eha2_012_context_00,eha2_012_context_01,eha2_012_context_02,eha2_012_background_00",1.0,1.0,0.5,8,3.084962500721156,2,0.4166666666666667
eha2_012,citation_laundering,1,True,primary_preserve_top8,8,"eha2_012_primary_b,eha2_012_primary_a,eha2_012_pollutant_root,eha2_012_whitepaper,eha2_012_repost_00,eha2_012_repost_01,eha2_012_repost_02,eha2_012_repost_03",1.0,1.0,0.75,4,2.5,2,0.625
eha2_012,citation_laundering,1,True,heuristic_root_dedup_top8,8,"eha2_012_pollutant_root,eha2_012_primary_b,eha2_012_primary_a,eha2_012_whitepaper,eha2_012_repost_00,eha2_012_context_00,eha2_012_background_00,eha2_012_repost_01",1.0,1.0,0.5,6,3.0,2,0.375
eha2_012,citation_laundering,1,True,oracle_root_dedup_top8,8,"eha2_012_pollutant_root,eha2_012_primary_b,eha2_012_primary_a,eha2_012_whitepaper,eha2_012_context_00,eha2_012_context_01,eha2_012_context_02,eha2_012_background_00",1.0,1.0,0.25,8,2.75,2,0.125
eha2_013,citation_laundering,1,True,bm25_top8,8,"eha2_013_pollutant_root,eha2_013_primary_a,eha2_013_primary_b,eha2_013_whitepaper,eha2_013_repost_00,eha2_013_repost_01,eha2_013_repost_02,eha2_013_repost_03",1.0,1.0,0.75,4,2.0,2,0.625
eha2_013,citation_laundering,1,True,bm25_top12,12,"eha2_013_pollutant_root,eha2_013_primary_a,eha2_013_primary_b,eha2_013_whitepaper,eha2_013_repost_00,eha2_013_repost_01,eha2_013_repost_02,eha2_013_repost_03,eha2_013_repost_04,eha2_013_context_00,eha2_013_context_01,eha2_013_background_00",1.0,1.0,0.5833333333333334,7,2.9182958340544896,2,0.5
eha2_013,citation_laundering,1,True,primary_preserve_top8,8,"eha2_013_primary_a,eha2_013_primary_b,eha2_013_pollutant_root,eha2_013_whitepaper,eha2_013_repost_00,eha2_013_repost_01,eha2_013_repost_02,eha2_013_repost_03",1.0,1.0,0.75,4,2.0,2,0.625
eha2_013,citation_laundering,1,True,heuristic_root_dedup_top8,8,"eha2_013_pollutant_root,eha2_013_primary_a,eha2_013_primary_b,eha2_013_whitepaper,eha2_013_repost_00,eha2_013_context_00,eha2_013_background_00,eha2_013_repost_01",1.0,1.0,0.5,6,2.75,2,0.375
eha2_013,citation_laundering,1,True,oracle_root_dedup_top8,8,"eha2_013_pollutant_root,eha2_013_primary_a,eha2_013_primary_b,eha2_013_whitepaper,eha2_013_context_00,eha2_013_context_01,eha2_013_background_00,eha2_013_background_01",1.0,1.0,0.25,8,3.0,2,0.125
eha2_014,citation_laundering,1,True,bm25_top8,8,"eha2_014_primary_a,eha2_014_primary_b,eha2_014_pollutant_root,eha2_014_context_00,eha2_014_context_01,eha2_014_context_02,eha2_014_context_03,eha2_014_background_00",1.0,1.0,0.125,8,2.75,1,0.125
eha2_014,citation_laundering,1,True,bm25_top12,12,"eha2_014_primary_a,eha2_014_primary_b,eha2_014_pollutant_root,eha2_014_context_00,eha2_014_context_01,eha2_014_context_02,eha2_014_context_03,eha2_014_background_00,eha2_014_background_01,eha2_014_background_02,eha2_014_whitepaper,eha2_014_repost_00",1.0,1.0,0.25,11,3.4182958340544896,1,0.16666666666666666
eha2_014,citation_laundering,1,True,primary_preserve_top8,8,"eha2_014_primary_a,eha2_014_primary_b,eha2_014_pollutant_root,eha2_014_context_00,eha2_014_context_01,eha2_014_context_02,eha2_014_context_03,eha2_014_background_00",1.0,1.0,0.125,8,2.75,1,0.125
eha2_014,citation_laundering,1,True,heuristic_root_dedup_top8,8,"eha2_014_primary_a,eha2_014_primary_b,eha2_014_pollutant_root,eha2_014_context_00,eha2_014_background_00,eha2_014_whitepaper,eha2_014_repost_00,eha2_014_context_01",1.0,1.0,0.375,7,3.0,1,0.25
eha2_014,citation_laundering,1,True,oracle_root_dedup_top8,8,"eha2_014_primary_a,eha2_014_primary_b,eha2_014_pollutant_root,eha2_014_context_00,eha2_014_context_01,eha2_014_context_02,eha2_014_context_03,eha2_014_background_00",1.0,1.0,0.125,8,2.75,1,0.125
eha2_015,citation_laundering,1,True,bm25_top8,8,"eha2_015_pollutant_root,eha2_015_primary_b,eha2_015_primary_a,eha2_015_whitepaper,eha2_015_repost_00,eha2_015_repost_01,eha2_015_repost_02,eha2_015_repost_03",1.0,1.0,0.75,4,2.5,2,0.625
eha2_015,citation_laundering,1,True,bm25_top12,12,"eha2_015_pollutant_root,eha2_015_primary_b,eha2_015_primary_a,eha2_015_whitepaper,eha2_015_repost_00,eha2_015_repost_01,eha2_015_repost_02,eha2_015_repost_03,eha2_015_context_00,eha2_015_context_01,eha2_015_context_02,eha2_015_background_00",1.0,1.0,0.5,8,2.8553885422075336,2,0.4166666666666667
eha2_015,citation_laundering,1,True,primary_preserve_top8,8,"eha2_015_primary_b,eha2_015_primary_a,eha2_015_pollutant_root,eha2_015_whitepaper,eha2_015_repost_00,eha2_015_repost_01,eha2_015_repost_02,eha2_015_repost_03",1.0,1.0,0.75,4,2.5,2,0.625
eha2_015,citation_laundering,1,True,heuristic_root_dedup_top8,8,"eha2_015_pollutant_root,eha2_015_primary_b,eha2_015_primary_a,eha2_015_whitepaper,eha2_015_repost_00,eha2_015_context_00,eha2_015_background_00,eha2_015_repost_01",1.0,1.0,0.5,6,2.75,2,0.375
eha2_015,citation_laundering,1,True,oracle_root_dedup_top8,8,"eha2_015_pollutant_root,eha2_015_primary_b,eha2_015_primary_a,eha2_015_whitepaper,eha2_015_context_00,eha2_015_context_01,eha2_015_context_02,eha2_015_background_00",1.0,1.0,0.25,8,2.4056390622295662,2,0.125
eha2_016,temporal_pollution,1,True,bm25_top8,8,"eha2_016_primary_a,eha2_016_primary_b,eha2_016_pollutant_root,eha2_016_appendix,eha2_016_context_00,eha2_016_context_01,eha2_016_background_00,eha2_016_background_01",1.0,1.0,0.25,8,2.75,1,0.125
eha2_016,temporal_pollution,1,True,bm25_top12,12,"eha2_016_primary_a,eha2_016_primary_b,eha2_016_pollutant_root,eha2_016_appendix,eha2_016_context_00,eha2_016_context_01,eha2_016_background_00,eha2_016_background_01,eha2_016_background_02,eha2_016_repost_00,eha2_016_repost_01,eha2_016_repost_02",1.0,1.0,0.4166666666666667,9,3.084962500721156,1,0.3333333333333333
eha2_016,temporal_pollution,1,True,primary_preserve_top8,8,"eha2_016_primary_a,eha2_016_primary_b,eha2_016_pollutant_root,eha2_016_appendix,eha2_016_context_00,eha2_016_context_01,eha2_016_background_00,eha2_016_background_01",1.0,1.0,0.25,8,2.75,1,0.125
eha2_016,temporal_pollution,1,True,heuristic_root_dedup_top8,8,"eha2_016_primary_a,eha2_016_primary_b,eha2_016_pollutant_root,eha2_016_context_00,eha2_016_background_00,eha2_016_repost_00,eha2_016_appendix,eha2_016_context_01",1.0,1.0,0.375,7,2.75,1,0.25
eha2_016,temporal_pollution,1,True,oracle_root_dedup_top8,8,"eha2_016_primary_a,eha2_016_primary_b,eha2_016_pollutant_root,eha2_016_appendix,eha2_016_context_00,eha2_016_context_01,eha2_016_background_00,eha2_016_background_01",1.0,1.0,0.25,8,2.75,1,0.125
eha2_017,temporal_pollution,1,True,bm25_top8,8,"eha2_017_pollutant_root,eha2_017_primary_b,eha2_017_appendix,eha2_017_primary_a,eha2_017_repost_00,eha2_017_repost_01,eha2_017_repost_02,eha2_017_repost_03",1.0,1.0,0.75,4,2.5,2,0.625
eha2_017,temporal_pollution,1,True,bm25_top12,12,"eha2_017_pollutant_root,eha2_017_primary_b,eha2_017_appendix,eha2_017_primary_a,eha2_017_repost_00,eha2_017_repost_01,eha2_017_repost_02,eha2_017_repost_03,eha2_017_background_00,eha2_017_background_01,eha2_017_background_02,eha2_017_context_00",1.0,1.0,0.5,8,3.2516291673878226,2,0.4166666666666667
eha2_017,temporal_pollution,1,True,primary_preserve_top8,8,"eha2_017_primary_b,eha2_017_primary_a,eha2_017_pollutant_root,eha2_017_appendix,eha2_017_repost_00,eha2_017_repost_01,eha2_017_repost_02,eha2_017_repost_03",1.0,1.0,0.75,4,2.5,2,0.625
eha2_017,temporal_pollution,1,True,heuristic_root_dedup_top8,8,"eha2_017_pollutant_root,eha2_017_primary_b,eha2_017_primary_a,eha2_017_repost_00,eha2_017_background_00,eha2_017_context_00,eha2_017_appendix,eha2_017_repost_01",1.0,1.0,0.5,6,3.0,2,0.375
eha2_017,temporal_pollution,1,True,oracle_root_dedup_top8,8,"eha2_017_pollutant_root,eha2_017_primary_b,eha2_017_appendix,eha2_017_primary_a,eha2_017_background_00,eha2_017_background_01,eha2_017_background_02,eha2_017_context_00",1.0,1.0,0.25,8,3.0,2,0.125
