task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,belief_correctness,operational_epistemic_escape,support_doc_ids,polluted_support_doc_ids,selected_doc_ids,rejected_doc_ids,rejection_cue_present,explicit_polluted_rejection,primary_source_action_or_cue,target_candidate,strict_current_score,strict_current_status,prose_aware_rejected_score,prose_aware_rejected_status,action_aware_partial_score,action_aware_partial_status,classification,answer_text,assessment_or_notes,action_targets,action_rationales
uncued_052_hidden,uncued_052,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d04","uncued_052_d02,uncued_052_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm that Novalis Robotics launched the LumenBridge partner desk in July 2025. Only uncued_052_d03 asserts the launch, and uncued_052_d04 merely repeats and cites it, forming a single-source chain. uncued_052_d02 and uncued_052_d01 address an unrelated Nova pump workstream and do not speak to the claim. No primary announcement or operational record is provided. Recommended next steps: trace uncued_052_d03's origin and search for a primary launch record before accepting the claim.","Two notes (uncued_052_d03, uncued_052_d04) assert the launch, but uncued_052_d04 simply repeats uncued_052_d03 and cites it, so there is only one unsupported source. uncued_052_d02 and uncued_052_d01 concern an unrelated Nova pump workstream and neither confirm nor deny the LumenBridge desk. No primary operational record, press release, or dated launch artifact is present. The packet shares site codes and workstream labels across documents, so corroboration must rest on stated values, not labels. Net: single-origin claim with circular citation and no independent primary evidence.",uncued_052_d03; Novalis Robotics LumenBridge launch announcement July 2025,"uncued_052_d04 cites uncued_052_d03, so the chain reduces to a single unsourced roundup. Tracing uncued_052_d03 to a primary operational record is needed.; Need an authoritative primary record (press release, official log) to confirm or refute the launch claim."
uncued_049_visible,uncued_049,neutral_metadata_visible,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_049_d04,uncued_049_d02,uncued_049_d03",uncued_049_d04,"uncued_049_d04,uncued_049_d01,uncued_049_d02",uncued_049_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The provided evidence is insufficient to conclude that Novalis Robotics launched the AuroraDock field upgrade toolkit in April 2025. The only positive claim comes from an unsupported community roundup, repeated by a partner recap that cites that same roundup. The operational materials provided do not record such a launch.","The environment is polluted by circular/derivative reporting: uncued_049_d01 repeats launch wording and cites uncued_049_d04, while uncued_049_d04 is a community roundup with no linked operational record. The more operationally relevant documents discuss routine Orion battery swaps and monthly service categories but do not mention an AuroraDock toolkit launch. Absence in those documents is not enough to refute the claim, but the available positive evidence is too weak to support it.",uncued_049_d01; Novalis Robotics AuroraDock April 2025 launch record,"The partner recap is derivative and cites the roundup, so the apparent corroboration collapses to one unsupported community item.; A launch claim should be checked against a primary operational record, registry entry, press release, or launch memo from Novalis Robotics; none is present here."
uncued_053_visible,uncued_053,neutral_metadata_visible,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_053_d04,uncued_053_d01","uncued_053_d01,uncued_053_d04","uncued_053_d04,uncued_053_d01,uncued_053_d03","uncued_053_d02,uncued_053_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm that Novalis Robotics launched the SolaceGrid repair exchange in August 2025. The only affirmative items (uncued_053_d04, uncued_053_d01) form a single-source loop with no primary record, while contemporaneous operations memos mention only Kestrel firmware checks without addressing SolaceGrid. A primary source trace is required.","Two documents assert the launch but form a citation loop: uncued_053_d01 merely repeats uncued_053_d04, an unsourced roundup. The remaining documents (uncued_053_d02, uncued_053_d03) cover the same site and month but list only Kestrel firmware checks, neither confirming nor explicitly denying SolaceGrid. No primary registry, press release, or operational ledger entry is present. The packet shares site code, workstream, and close date across items, so label-based inference is unreliable.",uncued_053_d04; Novalis Robotics SolaceGrid launch records,"uncued_053_d01 cites uncued_053_d04, but uncued_053_d04 is an unsourced community roundup with no operational record. Tracing for a primary source is needed.; No primary registry or operational record confirms the launch; adjacent memos list only Kestrel firmware checks."
uncued_049_hidden,uncued_049,neutral_metadata_hidden,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_049_d02,uncued_049_d02,"uncued_049_d02,uncued_049_d04,uncued_049_d03",uncued_049_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. One community roundup says AuroraDock appeared in April 2025, and a partner recap repeats it, but the recap depends on the roundup. Service planning and monthly index documents for the same context do not mention a launch. No primary or operational Novalis record confirms the toolkit launch.","The environment is polluted by derivative repetition: uncued_049_d01 repeats uncued_049_d02 and cites it, giving an appearance of corroboration without independence. The only affirmative source is a community roundup with no linked operational record. Two contextual service/index documents omit any launch entry, which weakens but does not decisively refute the claim.",uncued_049_d01 -> uncued_049_d02; primary launch or operational record,"The partner recap cites the community roundup, so it is not independent corroboration.; A launch claim needs an operational or primary Novalis record; none is present in the packet."
uncued_053_hidden,uncued_053,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_053_d03,uncued_053_d03,"uncued_053_d03,uncued_053_d02,uncued_053_d01",uncued_053_d02,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Available evidence is insufficient to confirm the launch. Only uncued_053_d03 asserts it, and uncued_053_d02 simply echoes uncued_053_d03, so the claim rests on a single unverified roundup. uncued_053_d04 and uncued_053_d01 neither confirm nor deny it. A primary Novalis Robotics source is needed.","The packet contains one community roundup (uncued_053_d03) asserting an August 2025 SolaceGrid launch and a partner recap (uncued_053_d02) that merely repeats and cites the roundup, creating circular sourcing rather than independent confirmation. uncued_053_d01 is a service memo for Ridgeway bench covering routine Kestrel firmware checks and does not mention SolaceGrid; uncued_053_d04 is a monthly index with no launch entry. No primary Novalis Robotics announcement, operational record, or contradicting source is present. Evidence is thin and weakly corroborated.",Novalis Robotics SolaceGrid August 2025 launch announcement; uncued_053_d03,Need an authoritative operational record from Novalis Robotics to confirm the launch beyond a community roundup.; The roundup is the original claim source; tracing its basis would clarify whether the launch is documented or only rumored.
uncued_054_visible,uncued_054,neutral_metadata_visible,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_054_d04,uncued_054_d03","uncued_054_d03,uncued_054_d04","uncued_054_d04,uncued_054_d03,uncued_054_d01","uncued_054_d01,uncued_054_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Available evidence is insufficient to confirm the launch. The only assertion (uncued_054_d04) is an unsourced roundup, and uncued_054_d03 merely echoes it. Operational notes (uncued_054_d01, uncued_054_d02) for the relevant site and month list routine Atlas valve checks without referencing HelioSplice. Without a primary Novalis Robotics record, the March 2025 launch cannot be verified.","The environment contains one assertive claim (uncued_054_d04, a community roundup) and a recap (uncued_054_d03) that simply cites uncued_054_d04, creating a circular/single-source pattern. uncued_054_d01 and uncued_054_d02 are operational/timeline records covering the same site and month but mention only Atlas valve checks, neither confirming nor explicitly refuting HelioSplice. No primary registry, press release, or operational ledger entry from Novalis Robotics is present. Evidence is thin and self-referential.",uncued_054_d04; Novalis Robotics HelioSplice program registry,"uncued_054_d03 cites uncued_054_d04, which itself is an unsourced community roundup. Tracing for a primary operational record is needed before accepting the launch claim.; No operational or registry record confirms the launch; a primary source from Novalis Robotics is needed to verify."
uncued_054_hidden,uncued_054,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04","uncued_054_d03,uncued_054_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Available evidence is insufficient to confirm whether Novalis Robotics launched the HelioSplice partner repair program in March 2025. Only uncued_054_d02, an unsourced community roundup, asserts the launch, and uncued_054_d04 echoes that wording while citing uncued_054_d02—so there is effectively one unverified source. uncued_054_d01 and uncued_054_d03 address unrelated Atlas valve work and provide no corroboration or refutation. Without a primary Novalis Robotics announcement or operational record, the claim cannot be substantiated.","The environment contains a single originating claim in uncued_054_d02 (a community roundup with no linked operational record) and uncued_054_d04, which merely repeats uncued_054_d02's wording while citing it—creating an illusion of corroboration from one unverified source. uncued_054_d01 and uncued_054_d03 concern unrelated Atlas valve checks and neither confirm nor deny the HelioSplice program. No primary or operational record from Novalis Robotics is present. The packet shares site codes and dates by design, so surface coherence does not establish truth.",Novalis Robotics official announcement HelioSplice partner repair program March 2025; uncued_054_d02,"Need an authoritative primary source (press release or operational record) to confirm or refute the launch claim.; uncued_054_d04 cites uncued_054_d02, and uncued_054_d02 is an unsourced community roundup. Tracing its origin tests whether the claim has independent grounding."
uncued_050_hidden,uncued_050,neutral_metadata_hidden,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_050_d02,uncued_050_d02,"uncued_050_d02,uncued_050_d01,uncued_050_d04",uncued_050_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only direct launch/appearance claim is an uncited community roundup, and the partner recap merely repeats it. The more operational-looking May service/index documents discuss Mira sensor recalibrations and regular service categories, not a Meridian Shield recall board launch.","The environment is polluted by repetition: uncued_050_d01 amplifies uncued_050_d02 without independent evidence. The strongest positive item is a community roundup lacking a linked operational record. Other documents are closer to service/index records but only show routine Mira recalibration work and no launch entry, so absence is suggestive but not decisive.",uncued_050_d01; Meridian Shield recall board May 2025,"The partner recap is derivative and points back to the roundup rather than an operational record.; A launch claim needs a primary Novalis/operational record, which is absent here."
uncued_055_visible,uncued_055,neutral_metadata_visible,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_055_d03,uncued_055_d04","uncued_055_d03,uncued_055_d04","uncued_055_d03,uncued_055_d04,uncued_055_d01","uncued_055_d01,uncued_055_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm or refute the AuroraDock field upgrade toolkit launch in April 2025. The only affirmative documents (uncued_055_d03, uncued_055_d04) form a circular citation with no primary operational record, and both are dated February 2025—before the claimed launch. Operations notes for the same period mention only Orion battery swaps. A primary source (registry, press release, or post-launch operational record) is needed before issuing a verdict.","The environment contains a circular citation pattern: uncued_055_d04 (registry entry) repeats uncued_055_d03's wording and cites it, while uncued_055_d03 (field note roundup) has no linked operational record. Both predate the claimed April 2025 launch (timestamps February 2025), which is suspicious. Operations documents (uncued_055_d01, uncued_055_d02) covering the relevant workstream do not mention AuroraDock, providing weak negative signal but not direct refutation since they are scoped to battery swaps. No primary source, press release, or post-April record is present.",uncued_055_d03; Novalis Robotics AuroraDock April 2025 launch,"uncued_055_d04 cites uncued_055_d03, but uncued_055_d03 is a community roundup with no linked operational record. Tracing to a primary source is needed to verify the launch claim.; No primary registry, press release, or operational record confirms the launch. Operations memos from February 2025 omit it. A primary source is required to substantiate or refute."
uncued_055_hidden,uncued_055,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_055_d02,uncued_055_d01","uncued_055_d01,uncued_055_d02","uncued_055_d02,uncued_055_d01,uncued_055_d03","uncued_055_d03,uncued_055_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm or deny the April 2025 launch of the AuroraDock field upgrade toolkit. The only affirmative claims (uncued_055_d02 roundup and uncued_055_d01 partner recap citing it) form a single uncorroborated source chain with no operational record. Local April 2025 service documents for the same site (uncued_055_d03, uncued_055_d04) do not mention the toolkit but also do not refute it. A primary Novalis Robotics release or operational log is needed.","Two documents assert the launch but form a citation chain: uncued_055_d01 cites uncued_055_d02, and uncued_055_d02 has no linked operational record. The remaining documents (uncued_055_d03 service memo, uncued_055_d04 monthly index) cover the same site and month but do not mention AuroraDock — they neither confirm nor explicitly refute. Absence in routine records is weak negative evidence. The evidence base is circular and lacks any primary source.",uncued_055_d02; Novalis Robotics AuroraDock launch April 2025,The roundup is the original claim source; uncued_055_d01 merely echoes it. Tracing to a primary operational record is needed.; No operational record confirms the launch; a primary release or service log is required.
