record_type,check,severity,task_id,view,subject,detail,from_doc,to_doc,relation,from_title,from_source_type,from_body_excerpt,to_title,to_source_type,to_body_excerpt
dependency_edge,dependency_edge_consistency,P1,uncued_024,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_024_d02,uncued_024_d04,visible_citation,Document 1,document,"A weekly digest repeats that Atlas valve checks reached 211 completed checks in March 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 3,document,"A partner summary also gives 211 for Atlas valve checks in March 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_024,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_024_d04,uncued_024_d02,visible_citation,Document 3,document,"A partner summary also gives 211 for Atlas valve checks in March 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 1,document,"A weekly digest repeats that Atlas valve checks reached 211 completed checks in March 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_025,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_025_d03,uncued_025_d02,visible_citation,Service Ledger Extract,registry entry,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Operations Timeline Note,operations memo,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_025,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_025_d02,uncued_025_d03,visible_citation,Operations Timeline Note,operations memo,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Service Ledger Extract,registry entry,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_025,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_025_d02,uncued_025_d04,visible_citation,Document 2,document,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 3,document,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_025,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_025_d04,uncued_025_d02,visible_citation,Document 3,document,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 2,document,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_026,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_026_d03,uncued_026_d04,visible_citation,Program Registry Entry,registry entry,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Field Summary Memo,operations memo,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_026,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_026_d04,uncued_026_d03,visible_citation,Field Summary Memo,operations memo,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Program Registry Entry,registry entry,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_026,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_026_d01,uncued_026_d04,visible_citation,Document 1,document,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 4,document,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_026,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_026_d04,uncued_026_d01,visible_citation,Document 4,document,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 1,document,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_027,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_027_d02,uncued_027_d01,visible_citation,Operations Timeline Note,operations memo,"A partner summary also gives 57 for Vega rail inspections in June 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Field Summary Memo,registry entry,"A weekly digest repeats that Vega rail inspections reached 57 accepted inspections in June 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_027,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_027_d01,uncued_027_d02,visible_citation,Field Summary Memo,registry entry,"A weekly digest repeats that Vega rail inspections reached 57 accepted inspections in June 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Operations Timeline Note,operations memo,"A partner summary also gives 57 for Vega rail inspections in June 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_027,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_027_d01,uncued_027_d02,visible_citation,Document 1,document,"A weekly digest repeats that Vega rail inspections reached 57 accepted inspections in June 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 2,document,"A partner summary also gives 57 for Vega rail inspections in June 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_027,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_027_d02,uncued_027_d01,visible_citation,Document 2,document,"A partner summary also gives 57 for Vega rail inspections in June 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 1,document,"A weekly digest repeats that Vega rail inspections reached 57 accepted inspections in June 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_028,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_028_d03,uncued_028_d02,visible_citation,Service Ledger Extract,operations memo,"A partner summary also gives 139 for Nova pump refurbishments in July 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Program Registry Entry,registry entry,"A weekly digest repeats that Nova pump refurbishments reached 139 completed refurbishments in July 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_028,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_028_d02,uncued_028_d03,visible_citation,Program Registry Entry,registry entry,"A weekly digest repeats that Nova pump refurbishments reached 139 completed refurbishments in July 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Service Ledger Extract,operations memo,"A partner summary also gives 139 for Nova pump refurbishments in July 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_028,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_028_d04,uncued_028_d01,visible_citation,Document 2,document,"A partner summary also gives 139 for Nova pump refurbishments in July 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 3,document,"A weekly digest repeats that Nova pump refurbishments reached 139 completed refurbishments in July 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_028,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_028_d01,uncued_028_d04,visible_citation,Document 3,document,"A weekly digest repeats that Nova pump refurbishments reached 139 completed refurbishments in July 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 2,document,"A partner summary also gives 139 for Nova pump refurbishments in July 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_029,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_029_d02,uncued_029_d01,visible_citation,Service Ledger Extract,registry entry,"A weekly digest repeats that Kestrel firmware checks reached 101 approved checks in August 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Program Registry Entry,operations memo,"A partner summary also gives 101 for Kestrel firmware checks in August 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_029,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_029_d01,uncued_029_d02,visible_citation,Program Registry Entry,operations memo,"A partner summary also gives 101 for Kestrel firmware checks in August 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Service Ledger Extract,registry entry,"A weekly digest repeats that Kestrel firmware checks reached 101 approved checks in August 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_029,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_029_d03,uncued_029_d04,visible_citation,Document 1,document,"A weekly digest repeats that Kestrel firmware checks reached 101 approved checks in August 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 3,document,"A partner summary also gives 101 for Kestrel firmware checks in August 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_029,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_029_d04,uncued_029_d03,visible_citation,Document 3,document,"A partner summary also gives 101 for Kestrel firmware checks in August 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 1,document,"A weekly digest repeats that Kestrel firmware checks reached 101 approved checks in August 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_030,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_030_d01,uncued_030_d04,visible_citation,Operations Timeline Note,operations memo,"A partner summary also gives 211 for Atlas valve checks in March 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Field Summary Memo,registry entry,"A weekly digest repeats that Atlas valve checks reached 211 completed checks in March 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_030,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_030_d04,uncued_030_d01,visible_citation,Field Summary Memo,registry entry,"A weekly digest repeats that Atlas valve checks reached 211 completed checks in March 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Operations Timeline Note,operations memo,"A partner summary also gives 211 for Atlas valve checks in March 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_030,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_030_d03,uncued_030_d01,visible_citation,Document 3,document,"A partner summary also gives 211 for Atlas valve checks in March 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 4,document,"A weekly digest repeats that Atlas valve checks reached 211 completed checks in March 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_030,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_030_d01,uncued_030_d03,visible_citation,Document 4,document,"A weekly digest repeats that Atlas valve checks reached 211 completed checks in March 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 3,document,"A partner summary also gives 211 for Atlas valve checks in March 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_031,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_031_d03,uncued_031_d02,visible_citation,Operations Timeline Note,operations memo,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Field Summary Memo,registry entry,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_031,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_031_d02,uncued_031_d03,visible_citation,Field Summary Memo,registry entry,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Operations Timeline Note,operations memo,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_031,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_031_d02,uncued_031_d01,visible_citation,Document 3,document,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 4,document,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_031,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_031_d01,uncued_031_d02,visible_citation,Document 4,document,"A partner summary also gives 88 for Orion battery swaps in April 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 3,document,"A weekly digest repeats that Orion battery swaps reached 88 verified swaps in April 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_032,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_032_d02,uncued_032_d04,visible_citation,Operations Timeline Note,operations memo,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Program Registry Entry,registry entry,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_032,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_032_d04,uncued_032_d02,visible_citation,Program Registry Entry,registry entry,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Operations Timeline Note,operations memo,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_032,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_032_d03,uncued_032_d04,visible_citation,Document 2,document,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 3,document,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_032,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_032_d04,uncued_032_d03,visible_citation,Document 3,document,"A weekly digest repeats that Mira sensor recalibrations reached 124 closed tickets in May 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 2,document,"A partner summary also gives 124 for Mira sensor recalibrations in May 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_033,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_033_d02,uncued_033_d04,visible_citation,Operations Timeline Note,operations memo,"A partner summary also gives 57 for Vega rail inspections in June 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Program Registry Entry,registry entry,"A weekly digest repeats that Vega rail inspections reached 57 accepted inspections in June 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_033,neutral_metadata_visible,,dependency edge for cycle-affected task,uncued_033_d04,uncued_033_d02,visible_citation,Program Registry Entry,registry entry,"A weekly digest repeats that Vega rail inspections reached 57 accepted inspections in June 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Operations Timeline Note,operations memo,"A partner summary also gives 57 for Vega rail inspections in June 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
dependency_edge,dependency_edge_consistency,P1,uncued_033,neutral_metadata_hidden,,dependency edge for cycle-affected task,uncued_033_d04,uncued_033_d02,visible_citation,Document 2,document,"A weekly digest repeats that Vega rail inspections reached 57 accepted inspections in June 2025. The digest points to the same earlier bulletin used by another note in the packet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Document 4,document,"A partner summary also gives 57 for Vega rail inspections in June 2025. Its visible citation points back to the weekly digest rather than to a separate count sheet. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels."
