task_id,family,condition,difficulty,model,provider,budget_setting,prompt_condition,backend,parse_success,empty_output,schema_missing,attempt_count,visible_output_tokens,answer_word_count,evidence_assessment_word_count,max_action_rationale_word_count,supporting_evidence_count,rejected_evidence_count,overlength_rate,belief_correctness,evidence_cleanliness,uncertainty_discipline,support_empty_rate,evidence_precision,clean_support_recall,rejected_pollutant_rate,dual_role_rate,required_action_recall,primary_seeking_rate,duplicate_avoidance_rate,generated_lore_avoidance_rate,contradiction_seeking_rate,evidence_value_score,primary_action_rate,contradiction_action_rate,generated_lore_trace_rate,epistemic_escape,operational_epistemic_escape,conditional_epistemic_escape,confidence,cost_usd,gold_verdict,predicted_verdict,supporting_evidence,selected_doc_ids,actions,base_task_id,view,variant,polluted_support_rate,verification_action_score,exact_target_rate,support_doc_ids,rejected_doc_ids,prompt_path,response_path
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gpt-5.5,OpenAI,robustness,standard_answer,api,1.0,0.0,0.0,1,357,56,50,25,4,0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.78,0.028995,insufficient,insufficient,"uncued_050_d04,uncued_050_d02,uncued_050_d03,uncued_050_d01","uncued_050_d04,uncued_050_d02,uncued_050_d03","[{""action"": ""trace_source"", ""target"": ""uncued_050_d02"", ""rationale"": ""The partner recap is not independent because it cites the roundup item as the source of the Meridian Shield wording.""}, {""action"": ""search_primary"", ""target"": ""uncued_050_d03; uncued_050_d01"", ""rationale"": ""Operational records would be needed to corroborate a launch, but the available planning memo and service ledger/index do not contain a Meridian Shield launch entry.""}]",uncued_050,neutral_metadata_visible,baseline_original,1.0,,,"uncued_050_d04,uncued_050_d02,uncued_050_d03,uncued_050_d01",,artifacts/gpt-5.5/standard_answer/baseline_original/uncued_050_visible.prompt.json,artifacts/gpt-5.5/standard_answer/baseline_original/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gemini-3.1-pro-preview,Google,robustness,standard_answer,api,1.0,0.0,0.0,1,295,55,49,24,2,2,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.06666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.00196125,insufficient,insufficient,"uncued_050_d04,uncued_050_d02","uncued_050_d04,uncued_050_d01,uncued_050_d03","[{""action"": ""search_primary"", ""target"": ""Novalis Robotics Meridian Shield recall board May 2025"", ""rationale"": ""The claim originates from a community roundup lacking operational records. Primary sources are needed to verify if the launch actually occurred in May 2025.""}]",uncued_050,neutral_metadata_visible,baseline_original,1.0,,,"uncued_050_d04,uncued_050_d02","uncued_050_d03,uncued_050_d01",artifacts/gemini-3.1-pro-preview/standard_answer/baseline_original/uncued_050_visible.prompt.json,artifacts/gemini-3.1-pro-preview/standard_answer/baseline_original/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gemini-3.1-pro-preview,Google,robustness,standard_answer,api,1.0,0.0,0.0,1,431,69,79,28,0,4,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0028599999999999997,insufficient,insufficient,,"uncued_050_d01,uncued_050_d02,uncued_050_d04","[{""action"": ""search_primary"", ""target"": ""Novalis Robotics Meridian Shield recall board May 2025"", ""rationale"": ""Seek primary operational records from Novalis Robotics to verify if the Meridian Shield recall board was actually launched in May 2025, as the community roundup lacks verifiable records.""}, {""action"": ""trace_source"", ""target"": ""uncued_050_d04"", ""rationale"": ""Investigate the origin of the field summary memo's claim about the Meridian Shield recall board to determine if it stems from a reliable source.""}]",uncued_050,neutral_metadata_visible,order_randomized,0.0,,,,"uncued_050_d03,uncued_050_d01,uncued_050_d02,uncued_050_d04",artifacts/gemini-3.1-pro-preview/standard_answer/order_randomized/uncued_050_visible.prompt.json,artifacts/gemini-3.1-pro-preview/standard_answer/order_randomized/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gpt-5.5,OpenAI,robustness,standard_answer,api,1.0,0.0,0.0,1,400,57,78,26,3,1,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.06666666666666665,1.0,0.0,1.0,0.0,0.0,0.0,0.78,0.031695,insufficient,insufficient,"uncued_050_d04,uncued_050_d03,uncued_050_d01","uncued_050_d04,uncued_050_d03,uncued_050_d01","[{""action"": ""trace_source"", ""target"": ""uncued_050_d02"", ""rationale"": ""The partner recap is derivative because its visible citation points back to the roundup item, so it should not be treated as independent confirmation.""}, {""action"": ""search_primary"", ""target"": ""uncued_050_d03, uncued_050_d01"", ""rationale"": ""Operational records are needed to verify a launch/recall board; the available ledger and service memo mention related routine work but no Meridian Shield recall board launch.""}]",uncued_050,neutral_metadata_visible,order_randomized,1.0,,,"uncued_050_d04,uncued_050_d03,uncued_050_d01",uncued_050_d02,artifacts/gpt-5.5/standard_answer/order_randomized/uncued_050_visible.prompt.json,artifacts/gpt-5.5/standard_answer/order_randomized/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gemini-3.1-pro-preview,Google,robustness,standard_answer,api,1.0,0.0,0.0,1,381,53,54,17,3,1,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.06666666666666665,1.0,0.0,1.0,0.0,0.0,0.0,0.8,0.00286625,insufficient,insufficient,"uncued_050_d03,uncued_050_d01,uncued_050_d04","uncued_050_d04,uncued_050_d03,uncued_050_d01","[{""action"": ""search_primary"", ""target"": ""Novalis Robotics Meridian Shield recall board May 2025"", ""rationale"": ""To determine if primary operational records exist that confirm the launch of the Meridian Shield recall board.""}, {""action"": ""trace_source"", ""target"": ""uncued_050_d04"", ""rationale"": ""To identify the origin of the community roundup claim since it lacks a linked operational record.""}]",uncued_050,neutral_metadata_visible,source_type_masked,1.0,,,"uncued_050_d03,uncued_050_d01,uncued_050_d04",uncued_050_d02,artifacts/gemini-3.1-pro-preview/standard_answer/source_type_masked/uncued_050_visible.prompt.json,artifacts/gemini-3.1-pro-preview/standard_answer/source_type_masked/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gpt-5.5,OpenAI,robustness,standard_answer,api,1.0,0.0,0.0,1,345,54,60,19,3,1,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.06666666666666665,1.0,0.0,1.0,0.0,0.0,0.0,0.76,0.029605,insufficient,insufficient,"uncued_050_d04,uncued_050_d01,uncued_050_d03","uncued_050_d04,uncued_050_d01,uncued_050_d03","[{""action"": ""trace_source"", ""target"": ""uncued_050_d02"", ""rationale"": ""The partner recap is derivative and cites the community roundup, so it should not be treated as independent confirmation.""}, {""action"": ""search_primary"", ""target"": ""uncued_050_d03, uncued_050_d01"", ""rationale"": ""The registry and ledger are more operational sources for whether a May 2025 program launch was recorded.""}]",uncued_050,neutral_metadata_visible,source_type_masked,1.0,,,"uncued_050_d04,uncued_050_d01,uncued_050_d03",uncued_050_d02,artifacts/gpt-5.5/standard_answer/source_type_masked/uncued_050_visible.prompt.json,artifacts/gpt-5.5/standard_answer/source_type_masked/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gemini-3.1-pro-preview,Google,robustness,standard_answer,api,1.0,0.0,0.0,1,476,73,75,22,2,2,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.06666666666666665,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.00380225,insufficient,insufficient,"uncued_050_d03,uncued_050_d01","uncued_050_d03,uncued_050_d01,uncued_050_d04","[{""action"": ""search_primary"", ""target"": ""Meridian Shield recall board May 2025 launch"", ""rationale"": ""To locate official operational records or program registries that can definitively confirm the launch, since current affirmative documents lack primary operational links.""}, {""action"": ""trace_source"", ""target"": ""uncued_050_d04"", ""rationale"": ""To determine the origin of the community roundup's claim about the launch, assessing if it stems from a credible, verifiable source.""}]",uncued_050,neutral_metadata_visible,prompt_paraphrase,0.0,,,"uncued_050_d03,uncued_050_d01","uncued_050_d02,uncued_050_d04",artifacts/gemini-3.1-pro-preview/standard_answer/prompt_paraphrase/uncued_050_visible.prompt.json,artifacts/gemini-3.1-pro-preview/standard_answer/prompt_paraphrase/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gpt-5.5,OpenAI,robustness,standard_answer,api,1.0,0.0,0.0,1,381,51,67,27,3,2,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.72,0.02888,insufficient,insufficient,"uncued_050_d04,uncued_050_d02,uncued_050_d01","uncued_050_d04,uncued_050_d02,uncued_050_d01","[{""action"": ""trace_source"", ""target"": ""uncued_050_d02 -> uncued_050_d04"", ""rationale"": ""The partner recap's launch wording is explicitly derivative and cites the roundup rather than an operational record.""}, {""action"": ""search_primary"", ""target"": ""uncued_050_d03, uncued_050_d01"", ""rationale"": ""Checked the supplied operational/service records for a direct May 2025 launch entry or recall-board record; they mention routine Mira recalibrations instead and do not confirm the launch.""}]",uncued_050,neutral_metadata_visible,prompt_paraphrase,1.0,,,"uncued_050_d04,uncued_050_d02,uncued_050_d01","uncued_050_d02,uncued_050_d03",artifacts/gpt-5.5/standard_answer/prompt_paraphrase/uncued_050_visible.prompt.json,artifacts/gpt-5.5/standard_answer/prompt_paraphrase/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gpt-5.5,OpenAI,robustness,standard_answer,api,1.0,0.0,0.0,1,384,57,67,25,3,1,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.06666666666666665,1.0,0.0,1.0,0.0,0.0,0.0,0.72,0.023934999999999998,insufficient,insufficient,"uncued_050_d04,uncued_050_d01,uncued_050_d03","uncued_050_d04,uncued_050_d01,uncued_050_d03","[{""action"": ""trace_source"", ""target"": ""uncued_050_d02"", ""rationale"": ""The partner recap is derivative because it repeats the roundup wording rather than providing an independent operational record.""}, {""action"": ""search_primary"", ""target"": ""uncued_050_d03, uncued_050_d01"", ""rationale"": ""The operational/service records available for May 2025 list routine Mira sensor recalibrations and service categories, but do not provide a launch record for Meridian Shield.""}]",uncued_050,neutral_metadata_visible,citation_masked,1.0,,,"uncued_050_d04,uncued_050_d01,uncued_050_d03",uncued_050_d02,artifacts/gpt-5.5/standard_answer/citation_masked/uncued_050_visible.prompt.json,artifacts/gpt-5.5/standard_answer/citation_masked/uncued_050_visible.response.json
uncued_050_visible,packet_judgment,generated_lore,uncued_pilot,gemini-3.1-pro-preview,Google,robustness,standard_answer,api,1.0,0.0,0.0,1,390,61,57,17,2,2,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6,0.00264,insufficient,insufficient,"uncued_050_d02,uncued_050_d04","uncued_050_d04,uncued_050_d02,uncued_050_d01","[{""action"": ""trace_source"", ""target"": ""uncued_050_d04"", ""rationale"": ""To determine the origin of the community roundup's claim about the Meridian Shield recall board.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics May 2025 program launch records"", ""rationale"": ""To find official operational records that confirm or deny the launch of the Meridian Shield recall board.""}]",uncued_050,neutral_metadata_visible,citation_masked,1.0,,,"uncued_050_d02,uncued_050_d04","uncued_050_d03,uncued_050_d01",artifacts/gemini-3.1-pro-preview/standard_answer/citation_masked/uncued_050_visible.prompt.json,artifacts/gemini-3.1-pro-preview/standard_answer/citation_masked/uncued_050_visible.response.json
uncued_053_visible,evidence_selection,generated_lore,uncued_pilot,gpt-5.5,OpenAI,robustness,standard_answer,api,1.0,0.0,0.0,1,389,55,70,21,3,1,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.06666666666666665,1.0,0.0,1.0,0.0,0.0,0.0,0.78,0.024694999999999998,insufficient,insufficient,"uncued_053_d04,uncued_053_d02,uncued_053_d03","uncued_053_d04,uncued_053_d02,uncued_053_d03","[{""action"": ""trace_source"", ""target"": ""uncued_053_d01"", ""rationale"": ""The apparent registry-style recap is derivative and visibly cites the weaker roundup item rather than an operational launch record.""}, {""action"": ""search_primary"", ""target"": ""provided evidence environment"", ""rationale"": ""The available set lacks a primary Novalis Robotics announcement, operational record, or registry entry confirming a SolaceGrid launch in August 2025.""}]",uncued_053,neutral_metadata_visible,baseline_original,1.0,,,"uncued_053_d04,uncued_053_d02,uncued_053_d03",uncued_053_d01,artifacts/gpt-5.5/standard_answer/baseline_original/uncued_053_visible.prompt.json,artifacts/gpt-5.5/standard_answer/baseline_original/uncued_053_visible.response.json
uncued_053_visible,evidence_selection,generated_lore,uncued_pilot,gemini-3.1-pro-preview,Google,robustness,standard_answer,api,1.0,0.0,0.0,1,455,66,77,21,2,2,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.00284775,insufficient,insufficient,"uncued_053_d04,uncued_053_d01","uncued_053_d04,uncued_053_d01,uncued_053_d03","[{""action"": ""search_primary"", ""target"": ""Novalis Robotics SolaceGrid repair exchange August 2025"", ""rationale"": ""Search for primary operational or corporate records from Novalis Robotics confirming the launch of the SolaceGrid repair exchange in August 2025.""}, {""action"": ""trace_source"", ""target"": ""uncued_053_d04"", ""rationale"": ""Investigate the community roundup mentioned in uncued_053_d04 to find any underlying evidence or sources for the claim.""}]",uncued_053,neutral_metadata_visible,baseline_original,1.0,,,"uncued_053_d04,uncued_053_d01","uncued_053_d02,uncued_053_d03",artifacts/gemini-3.1-pro-preview/standard_answer/baseline_original/uncued_053_visible.prompt.json,artifacts/gemini-3.1-pro-preview/standard_answer/baseline_original/uncued_053_visible.response.json
uncued_053_visible,evidence_selection,generated_lore,uncued_pilot,gpt-5.5,OpenAI,robustness,standard_answer,api,1.0,0.0,0.0,1,390,62,63,21,3,1,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.82,0.024785,insufficient,insufficient,"uncued_053_d04,uncued_053_d01,uncued_053_d03","uncued_053_d04,uncued_053_d01,uncued_053_d03","[{""action"": ""trace_source"", ""target"": ""uncued_053_d01"", ""rationale"": ""The partner recap repeats the launch wording and visibly cites the roundup, making it dependent rather than independent evidence.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics SolaceGrid launch record"", ""rationale"": ""The available documents lack a primary Novalis Robotics operational record or launch announcement confirming the SolaceGrid repair exchange in August 2025.""}]",uncued_053,neutral_metadata_visible,order_randomized,1.0,,,"uncued_053_d04,uncued_053_d01,uncued_053_d03",uncued_053_d02,artifacts/gpt-5.5/standard_answer/order_randomized/uncued_053_visible.prompt.json,artifacts/gpt-5.5/standard_answer/order_randomized/uncued_053_visible.response.json
