task_id,difficulty,episode_type,model,retriever,strategy,prompt,backend,parse_success,claim_accuracy,escape_rate,contaminated_citation_rate,abstention_quality,overconfident_wrong_rate,over_abstention_rate,generated_lore_overclaim_rate,false_consensus_susceptibility,primary_recovery_rate,confidence,cost_usd,supporting_evidence,rejected_evidence,gold_claim_verdict,predicted_claim_verdict,has_required_supporting_evidence,clean_supporting_evidence,primary_in_context,primary_cited,primary_rejected,primary_ignored,best_primary_context_rank,primary_support,final_doc_ids,prompt_version
eham_005,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0002736,"eham_005_primary_a,eham_005_primary_b",,supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_005_primary_a,eham_005_primary_b","eham_005_primary_a,eham_005_primary_b,eham_005_pollutant_root,eham_005_repost_00,eham_005_repost_01,eham_005_repost_02,eham_005_repost_03,eham_005_context_07",claim_first_citation_v1_1
eham_005,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002913,"eham_005_primary_a,eham_005_primary_b","eham_005_pollutant_root,eham_005_repost_03,eham_005_repost_02,eham_005_context_13,eham_005_context_12,eham_005_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_005_primary_a,eham_005_primary_b","eham_005_primary_a,eham_005_primary_b,eham_005_pollutant_root,eham_005_repost_03,eham_005_repost_02,eham_005_context_13,eham_005_context_12,eham_005_context_11",claim_first_citation_v1_1
eham_006,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030975,"eham_006_primary_a,eham_006_primary_b","eham_006_pollutant_root,eham_006_repost_00,eham_006_repost_01,eham_006_repost_02,eham_006_repost_03,eham_006_repost_04",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_006_primary_a,eham_006_primary_b","eham_006_primary_a,eham_006_primary_b,eham_006_pollutant_root,eham_006_repost_00,eham_006_repost_01,eham_006_repost_02,eham_006_repost_04,eham_006_repost_03",claim_first_citation_v1_1
eham_006,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002895,"eham_006_primary_a,eham_006_primary_b","eham_006_pollutant_root,eham_006_repost_04,eham_006_repost_02,eham_006_context_13,eham_006_context_12,eham_006_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_006_primary_a,eham_006_primary_b","eham_006_primary_a,eham_006_primary_b,eham_006_pollutant_root,eham_006_repost_04,eham_006_repost_02,eham_006_context_13,eham_006_context_12,eham_006_context_11",claim_first_citation_v1_1
eham_007,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029505,"eham_007_primary_a,eham_007_primary_b","eham_007_pollutant_root,eham_007_repost_00,eham_007_repost_01,eham_007_repost_02,eham_007_context_06,eham_007_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_007_primary_a,eham_007_primary_b","eham_007_primary_a,eham_007_primary_b,eham_007_pollutant_root,eham_007_repost_00,eham_007_repost_01,eham_007_repost_02,eham_007_context_06,eham_007_context_07",claim_first_citation_v1_1
eham_007,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002865,"eham_007_primary_a,eham_007_primary_b","eham_007_pollutant_root,eham_007_repost_01,eham_007_repost_00",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_007_primary_a,eham_007_primary_b","eham_007_primary_a,eham_007_primary_b,eham_007_pollutant_root,eham_007_repost_01,eham_007_repost_00,eham_007_context_13,eham_007_context_12,eham_007_context_11",claim_first_citation_v1_1
eham_008,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030435,"eham_008_primary_a,eham_008_primary_b","eham_008_pollutant_root,eham_008_repost_00,eham_008_repost_02,eham_008_repost_03,eham_008_repost_01",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_008_primary_a,eham_008_primary_b","eham_008_primary_a,eham_008_primary_b,eham_008_pollutant_root,eham_008_repost_00,eham_008_repost_02,eham_008_repost_03,eham_008_repost_01,eham_008_context_07",claim_first_citation_v1_1
eham_008,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00028845,"eham_008_primary_a,eham_008_primary_b","eham_008_pollutant_root,eham_008_repost_03,eham_008_repost_02,eham_008_context_13,eham_008_context_12,eham_008_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_008_primary_a,eham_008_primary_b","eham_008_primary_a,eham_008_primary_b,eham_008_pollutant_root,eham_008_repost_03,eham_008_repost_02,eham_008_context_13,eham_008_context_12,eham_008_context_11",claim_first_citation_v1_1
eham_009,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.000294,"eham_009_primary_a,eham_009_primary_b","eham_009_pollutant_root,eham_009_repost_01,eham_009_repost_02,eham_009_repost_00,eham_009_context_06,eham_009_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_009_primary_a,eham_009_primary_b","eham_009_primary_a,eham_009_primary_b,eham_009_pollutant_root,eham_009_repost_01,eham_009_repost_02,eham_009_repost_00,eham_009_context_06,eham_009_context_07",claim_first_citation_v1_1
eham_009,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00028665,"eham_009_primary_a,eham_009_primary_b","eham_009_pollutant_root,eham_009_repost_02,eham_009_repost_01,eham_009_context_13,eham_009_context_12,eham_009_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_009_primary_a,eham_009_primary_b","eham_009_primary_a,eham_009_primary_b,eham_009_pollutant_root,eham_009_repost_02,eham_009_repost_01,eham_009_context_13,eham_009_context_12,eham_009_context_11",claim_first_citation_v1_1
eham_010,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030735,"eham_010_primary_a,eham_010_primary_b","eham_010_pollutant_root,eham_010_repost_00,eham_010_repost_01,eham_010_repost_02,eham_010_repost_03,eham_010_repost_04",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_010_primary_a,eham_010_primary_b","eham_010_primary_a,eham_010_primary_b,eham_010_pollutant_root,eham_010_repost_00,eham_010_repost_01,eham_010_repost_02,eham_010_repost_03,eham_010_repost_04",claim_first_citation_v1_1
eham_010,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002919,"eham_010_primary_a,eham_010_primary_b","eham_010_pollutant_root,eham_010_repost_03,eham_010_repost_02,eham_010_context_13,eham_010_context_12,eham_010_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_010_primary_a,eham_010_primary_b","eham_010_primary_a,eham_010_primary_b,eham_010_pollutant_root,eham_010_repost_03,eham_010_repost_02,eham_010_context_13,eham_010_context_12,eham_010_context_11",claim_first_citation_v1_1
eham_011,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030795,"eham_011_primary_a,eham_011_primary_b","eham_011_pollutant_root,eham_011_repost_00,eham_011_repost_01,eham_011_repost_02,eham_011_repost_04,eham_011_repost_03",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_011_primary_a,eham_011_primary_b","eham_011_primary_a,eham_011_primary_b,eham_011_pollutant_root,eham_011_repost_00,eham_011_repost_01,eham_011_repost_02,eham_011_repost_04,eham_011_repost_03",claim_first_citation_v1_1
eham_011,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002901,"eham_011_primary_a,eham_011_primary_b","eham_011_pollutant_root,eham_011_repost_04,eham_011_repost_02,eham_011_context_13,eham_011_context_12,eham_011_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_011_primary_a,eham_011_primary_b","eham_011_primary_a,eham_011_primary_b,eham_011_pollutant_root,eham_011_repost_04,eham_011_repost_02,eham_011_context_13,eham_011_context_12,eham_011_context_11",claim_first_citation_v1_1
eham_012,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00028095,"eham_012_primary_a,eham_012_primary_b",,supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_012_primary_a,eham_012_primary_b","eham_012_primary_a,eham_012_primary_b,eham_012_pollutant_root,eham_012_repost_00,eham_012_repost_01,eham_012_repost_03,eham_012_repost_04,eham_012_repost_02",claim_first_citation_v1_1
eham_012,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00028905,"eham_012_primary_a,eham_012_primary_b","eham_012_pollutant_root,eham_012_repost_04,eham_012_repost_03,eham_012_context_13,eham_012_context_12,eham_012_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_012_primary_a,eham_012_primary_b","eham_012_primary_a,eham_012_primary_b,eham_012_pollutant_root,eham_012_repost_04,eham_012_repost_03,eham_012_context_13,eham_012_context_12,eham_012_context_11",claim_first_citation_v1_1
eham_013,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029835,"eham_013_primary_a,eham_013_primary_b","eham_013_pollutant_root,eham_013_repost_00,eham_013_repost_01,eham_013_repost_02,eham_013_repost_03",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_013_primary_a,eham_013_primary_b","eham_013_primary_a,eham_013_primary_b,eham_013_pollutant_root,eham_013_repost_00,eham_013_repost_02,eham_013_repost_03,eham_013_repost_01,eham_013_context_07",claim_first_citation_v1_1
eham_013,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00028965,"eham_013_primary_a,eham_013_primary_b","eham_013_pollutant_root,eham_013_repost_03,eham_013_repost_02,eham_013_context_13,eham_013_context_12,eham_013_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_013_primary_a,eham_013_primary_b","eham_013_primary_a,eham_013_primary_b,eham_013_pollutant_root,eham_013_repost_03,eham_013_repost_02,eham_013_context_13,eham_013_context_12,eham_013_context_11",claim_first_citation_v1_1
eham_014,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002874,"eham_014_primary_a,eham_014_primary_b","eham_014_pollutant_root,eham_014_repost_01,eham_014_repost_02,eham_014_repost_00",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_014_primary_a,eham_014_primary_b","eham_014_primary_a,eham_014_primary_b,eham_014_pollutant_root,eham_014_repost_01,eham_014_repost_02,eham_014_repost_00,eham_014_context_06,eham_014_context_07",claim_first_citation_v1_1
eham_014,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.00029745,"eham_014_primary_a,eham_014_primary_b","eham_014_repost_01,eham_014_repost_02,eham_014_pollutant_root,eham_014_context_11,eham_014_context_12,eham_014_context_13",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_014_primary_a,eham_014_primary_b","eham_014_primary_a,eham_014_primary_b,eham_014_pollutant_root,eham_014_repost_02,eham_014_repost_01,eham_014_context_13,eham_014_context_12,eham_014_context_11",claim_first_citation_v1_1
eham_015,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003048,"eham_015_primary_a,eham_015_primary_b","eham_015_pollutant_root,eham_015_repost_00,eham_015_repost_01,eham_015_repost_02,eham_015_repost_03,eham_015_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_015_primary_a,eham_015_primary_b","eham_015_primary_a,eham_015_primary_b,eham_015_pollutant_root,eham_015_repost_00,eham_015_repost_01,eham_015_repost_02,eham_015_repost_03,eham_015_context_07",claim_first_citation_v1_1
eham_015,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002709,"eham_015_primary_a,eham_015_primary_b","eham_015_pollutant_root,eham_015_repost_03,eham_015_repost_02",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_015_primary_a,eham_015_primary_b","eham_015_primary_a,eham_015_primary_b,eham_015_pollutant_root,eham_015_repost_03,eham_015_repost_02,eham_015_context_13,eham_015_context_12,eham_015_context_11",claim_first_citation_v1_1
eham_016,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002946,"eham_016_primary_a,eham_016_primary_b","eham_016_pollutant_root,eham_016_repost_00,eham_016_repost_01,eham_016_repost_02,eham_016_context_06,eham_016_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_016_primary_a,eham_016_primary_b","eham_016_primary_a,eham_016_primary_b,eham_016_pollutant_root,eham_016_repost_00,eham_016_repost_01,eham_016_repost_02,eham_016_context_06,eham_016_context_07",claim_first_citation_v1_1
eham_016,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0002895,"eham_016_primary_a,eham_016_primary_b","eham_016_pollutant_root,eham_016_repost_02,eham_016_repost_01,eham_016_context_13,eham_016_context_12,eham_016_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_016_primary_a,eham_016_primary_b","eham_016_primary_a,eham_016_primary_b,eham_016_pollutant_root,eham_016_repost_02,eham_016_repost_01,eham_016_context_13,eham_016_context_12,eham_016_context_11",claim_first_citation_v1_1
eham_017,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030855,"eham_017_primary_a,eham_017_primary_b","eham_017_pollutant_root,eham_017_repost_00,eham_017_repost_01,eham_017_repost_02,eham_017_repost_03,eham_017_repost_04",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_017_primary_a,eham_017_primary_b","eham_017_primary_a,eham_017_primary_b,eham_017_pollutant_root,eham_017_repost_00,eham_017_repost_01,eham_017_repost_03,eham_017_repost_04,eham_017_repost_02",claim_first_citation_v1_1
eham_017,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029205,"eham_017_primary_a,eham_017_primary_b","eham_017_pollutant_root,eham_017_repost_04,eham_017_repost_03,eham_017_context_13,eham_017_context_12,eham_017_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_017_primary_a,eham_017_primary_b","eham_017_primary_a,eham_017_primary_b,eham_017_pollutant_root,eham_017_repost_04,eham_017_repost_03,eham_017_context_13,eham_017_context_12,eham_017_context_11",claim_first_citation_v1_1
eham_018,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029985,"eham_018_primary_a,eham_018_primary_b","eham_018_pollutant_root,eham_018_repost_00,eham_018_repost_01,eham_018_repost_02,eham_018_context_06,eham_018_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_018_primary_a,eham_018_primary_b","eham_018_primary_a,eham_018_primary_b,eham_018_pollutant_root,eham_018_repost_00,eham_018_repost_02,eham_018_repost_01,eham_018_context_06,eham_018_context_07",claim_first_citation_v1_1
eham_018,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003027,"eham_018_primary_a,eham_018_primary_b","eham_018_pollutant_root,eham_018_repost_02,eham_018_repost_00,eham_018_context_13,eham_018_context_12,eham_018_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_018_primary_a,eham_018_primary_b","eham_018_primary_a,eham_018_primary_b,eham_018_pollutant_root,eham_018_repost_02,eham_018_repost_00,eham_018_context_13,eham_018_context_12,eham_018_context_11",claim_first_citation_v1_1
eham_019,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002982,"eham_019_primary_a,eham_019_primary_b","eham_019_pollutant_root,eham_019_repost_01,eham_019_repost_02,eham_019_repost_00,eham_019_context_06,eham_019_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_019_primary_a,eham_019_primary_b","eham_019_primary_a,eham_019_primary_b,eham_019_pollutant_root,eham_019_repost_01,eham_019_repost_02,eham_019_repost_00,eham_019_context_06,eham_019_context_07",claim_first_citation_v1_1
eham_019,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029445,"eham_019_primary_a,eham_019_primary_b","eham_019_pollutant_root,eham_019_repost_02,eham_019_repost_01,eham_019_context_13,eham_019_context_12,eham_019_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_019_primary_a,eham_019_primary_b","eham_019_primary_a,eham_019_primary_b,eham_019_pollutant_root,eham_019_repost_02,eham_019_repost_01,eham_019_context_13,eham_019_context_12,eham_019_context_11",claim_first_citation_v1_1
eham_020,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029145,"eham_020_primary_a,eham_020_primary_b","eham_020_pollutant_root,eham_020_repost_00,eham_020_repost_01,eham_020_repost_02,eham_020_context_06,eham_020_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_020_primary_a,eham_020_primary_b","eham_020_primary_a,eham_020_primary_b,eham_020_pollutant_root,eham_020_repost_00,eham_020_repost_01,eham_020_repost_02,eham_020_context_06,eham_020_context_07",claim_first_citation_v1_1
