audit_status,model,task_id,condition,prompt_condition,semantically_useful_action,machine_executable_action,exact_target_present,required_action_type_present,contradiction_search_needed,primary_search_needed,trace_source_needed,scorer_too_strict,auditor_notes,auto_action_gate_pass,auto_missing_primary_action,auto_missing_contradiction_action,auto_missing_trace_source_action,auto_actions_visible_ids
codex_xhigh_labeled,claude-opus-4-7,ert_084,conflicting_evidence,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Primary lapse doc_008 target and stale doc_007 contradiction check.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_008"", ""rationale"": ""Confirm the certification record's reviewer sign-off and raw logs as primary evidence of lapse on 2024-12-31.""}, {""action"": ""search_contradiction"", ""target"": ""doc_007"", ""rationale"": ""The 'valid through 2025' claim relies on a 2024-11 summary citing secondary sources; check for any primary renewal filing that would override the lapse record.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_084,conflicting_evidence,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Stale-source trace plus primary doc_008 version check cover needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""Doc_003 and doc_002 both cite doc_007, indicating a single upstream source rather than independent corroboration.""}, {""action"": ""compare_versions"", ""target"": ""doc_008"", ""rationale"": ""Confirm the certification record's lapse date against the independent version history in doc_001.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_085,conflicting_evidence,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Primary doc_007 and corroborating doc_001 version check are useful.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""Confirm the certification record's primary status and reviewer sign-off as the basis for the lapse finding.""}, {""action"": ""compare_versions"", ""target"": ""doc_001"", ""rationale"": ""Cross-check the version history against doc_007 to confirm independent corroboration of the 2024-12-31 lapse.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_085,conflicting_evidence,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Stale doc_004 trace plus primary doc_007 comparison cover needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_004"", ""rationale"": ""Secondary coverage cites doc_003; tracing confirms a single upstream rather than independent confirmation.""}, {""action"": ""compare_versions"", ""target"": ""doc_007"", ""rationale"": ""Compare the certification record with later independent corroboration (doc_001) to confirm lapse date and renewal status.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_086,conflicting_evidence,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Primary doc_006 trace and stale doc_008 comparison cover needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_006"", ""rationale"": ""Confirm the signed certification record and reviewer sign-off as primary evidence of lapse on 2024-12-31.""}, {""action"": ""compare_versions"", ""target"": ""doc_008"", ""rationale"": ""Check whether the authoritative-looking summary has primary backing or only secondary citations repeated by doc_005 and doc_007.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_086,conflicting_evidence,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Stale doc_005 trace plus primary doc_006 comparison cover needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_005"", ""rationale"": ""Secondary items copy doc_008's wording; tracing confirms a single upstream source rather than independent corroboration.""}, {""action"": ""compare_versions"", ""target"": ""doc_006"", ""rationale"": ""Cross-check the certification record against doc_004's independent corroboration to confirm the lapse date.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_087,conflicting_evidence,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Primary doc_002 trace and stale doc_003 comparison cover needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_002"", ""rationale"": ""Confirm the certification record is a primary regulator-signed document showing lapse on 2024-12-31.""}, {""action"": ""compare_versions"", ""target"": ""doc_003"", ""rationale"": ""Check whether doc_008 and doc_007 independently verify or merely repeat doc_003's wording, indicating pseudo-consensus.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_087,conflicting_evidence,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Stale doc_008 trace plus primary doc_002 comparison cover needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_008"", ""rationale"": ""Secondary items doc_008 and doc_007 both cite doc_003, indicating a single upstream source rather than independent corroboration.""}, {""action"": ""compare_versions"", ""target"": ""doc_002"", ""rationale"": ""Confirm the certification record against the independent corroboration in doc_001 to verify the 2024-12-31 lapse.""}]"
codex_xhigh_labeled,deepseek-v4-pro,ert_084,conflicting_evidence,epistemic_hygiene_instruction,1,0,0,1,1.0,1.0,0.0,0,Open doc_008 covers primary and contradiction; compare target is bundled.,1.0,0.0,0.0,0.0,"[{""action"": ""open"", ""target"": ""doc_008"", ""rationale"": ""Primary certification record dated 2025-01-15 directly states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved.""}, {""action"": ""compare_versions"", ""target"": ""doc_007 vs doc_008"", ""rationale"": ""doc_007 claims certification valid through 2025 but lacks primary support, while doc_008 is a primary record that refutes it.""}]"
codex_xhigh_labeled,deepseek-v4-pro,ert_084,conflicting_evidence,standard_answer,1,1,1,1,1.0,1.0,0.0,1,Primary status search plus doc_007 trace; scorer missed schema contradiction route.,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""Trace the origin of the valid-through-2025 claim to assess reliability. doc_007 is an old certificate notice that may not reflect later changes.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics EU safety certification record January 2025"", ""rationale"": ""Search for primary certification records to verify the status during the target period.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_088,false_consensus,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Trace contaminant root doc_005 and compare primary doc_001 contradiction.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_005"", ""rationale"": ""All secondary items trace back to doc_005, which lacks primary citations. Tracing confirms pseudo-consensus rather than independent verification.""}, {""action"": ""compare_versions"", ""target"": ""doc_001"", ""rationale"": ""Verify the audit report's 3.8% figure against any other primary records to confirm the contradiction with the repeated 1.7% claim.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_088,false_consensus,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Trace contaminant root and search primary doc_001; needs covered.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_005"", ""rationale"": ""All secondary items cite doc_005, so the apparent consensus collapses to a single upstream claim.""}, {""action"": ""search_primary"", ""target"": ""doc_001"", ""rationale"": ""Audit report with raw records and reviewer sign-off is the strongest primary source for the recall rate.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_089,false_consensus,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Trace contaminant root doc_003 and search primary doc_004 contradiction.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""All secondary documents trace back to doc_003, which cites only secondary summaries with no primary records. Tracing confirms pseudo-consensus.""}, {""action"": ""search_primary"", ""target"": ""doc_004"", ""rationale"": ""Audit report with signed reviewer and raw logs is the strongest primary record and directly contradicts the repeated claim.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_089,false_consensus,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Root trace plus primary doc_004 search cover false-consensus needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""All secondary items cite doc_003, which itself relies on summaries rather than raw records. Tracing confirms a single upstream origin behind the apparent consensus.""}, {""action"": ""search_primary"", ""target"": ""doc_004"", ""rationale"": ""doc_004 is a signed audit based on raw logs and reviewer sign-off, the strongest primary evidence for the actual 2024 recall rate.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_090,false_consensus,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Trace contaminant root doc_005 and search primary doc_007 contradiction.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_005"", ""rationale"": ""All secondary items cite doc_005, which itself cites only secondary summaries. Tracing confirms pseudo-consensus with no primary basis.""}, {""action"": ""search_primary"", ""target"": ""doc_007"", ""rationale"": ""Audit report with raw operating records and reviewer sign-off is the strongest primary source and directly contradicts the 1.7% claim.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_090,false_consensus,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Root trace doc_005 and primary doc_007 search are exact.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_005"", ""rationale"": ""All secondary items copy doc_005's wording; tracing confirms a single upstream origin rather than independent confirmation.""}, {""action"": ""search_primary"", ""target"": ""doc_007"", ""rationale"": ""Audit report with raw logs and sign-off is the authoritative primary source for the recall rate.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_091,false_consensus,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,0,Root trace doc_007 plus compare primary doc_006 contradiction.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""All secondary items cite doc_007, which itself relies on summaries rather than primary records. Tracing confirms pseudo-consensus, not independent confirmation.""}, {""action"": ""compare_versions"", ""target"": ""doc_006"", ""rationale"": ""Audit report contradicts the press chain; verify the signed audit figure against any later restatements before finalizing.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_091,false_consensus,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Root trace doc_007 and primary doc_006 search cover needs.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""All secondary items cite doc_007, which itself relies on summaries rather than raw records. Tracing confirms a single upstream origin.""}, {""action"": ""search_primary"", ""target"": ""doc_006"", ""rationale"": ""The signed audit report based on raw operating records is the authoritative primary source and contradicts the press claim.""}]"
codex_xhigh_labeled,deepseek-v4-pro,ert_088,false_consensus,epistemic_hygiene_instruction,1,1,1,1,1.0,1.0,0.0,1,Primary audit search explicitly identifies doc_001 contradiction; scorer too strict.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate audit"", ""rationale"": ""A direct primary source is needed to verify the actual recall rate; doc_001 provides an audited figure contradicting the claimed sub-2% rate.""}, {""action"": ""trace_source"", ""target"": ""doc_005"", ""rationale"": ""Doc_005 lacks citations and appears to be the sole origin of the repeated 1.7% claim; tracing reveals no primary support, indicating a false consensus.""}]"
codex_xhigh_labeled,deepseek-v4-pro,ert_088,false_consensus,standard_answer,1,1,1,1,1.0,1.0,0.0,0,Primary doc_001 search and doc_005 trace cover false-consensus needs.,1.0,0.0,0.0,0.0,"[{""action"": ""search_primary"", ""target"": ""doc_001"", ""rationale"": ""This is the only primary record with audited numbers; verifying it provides the authoritative recall rate.""}, {""action"": ""trace_source"", ""target"": ""doc_005"", ""rationale"": ""The 1.7% claim originates from this summary which lacks raw data; tracing its source reveals it's uncorroborated secondary reporting.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_092,buried_primary,epistemic_hygiene_instruction,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 regulatory recall filings or audited annual report"", ""rationale"": ""No primary record, regulator filing, or audit is present. The claim needs a verifiable raw recall rate disclosure.""}, {""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""doc_003 is the upstream that all secondary items cite. It presents no primary basis, only repeats the question phrasing. Tracing its origin is required before accepting the figure.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_092,buried_primary,standard_answer,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 audited recall data or regulatory filing"", ""rationale"": ""Need primary records (e.g., regulator filings, audited safety reports) rather than executive memos to verify the recall rate claim.""}, {""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""doc_003 is the upstream node all secondary coverage cites; identifying its underlying data source is essential to assess credibility.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_093,buried_primary,epistemic_hygiene_instruction,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 annual report or regulator recall filings"", ""rationale"": ""No primary record, audit, or regulator filing is present. Need raw recall data to verify the sub-2% figure.""}, {""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""doc_003 is the upstream of all repeats but cites only secondary summaries. Tracing its origin is needed to test whether any primary source supports the 1.7% claim.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_093,buried_primary,standard_answer,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 official recall disclosure or regulatory filing"", ""rationale"": ""All available items trace to a single upstream summary; primary records (regulator filings, audited annual report) are needed to verify the 1.7% figure.""}, {""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""doc_003 is the apparent origin but cites only secondary summaries with no raw data; tracing its underlying source is required before accepting the claim.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_094,buried_primary,epistemic_hygiene_instruction,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate regulatory filing or audited annual report"", ""rationale"": ""No primary record (regulator filing, audit, or company financial disclosure) is present. A primary source is required to confirm the sub-2% recall claim.""}, {""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""doc_007 is the upstream of all other items but cites only secondary summaries. Tracing its origin would reveal whether any primary record underlies the 1.7% figure.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_094,buried_primary,standard_answer,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 official recall disclosure or regulatory filing"", ""rationale"": ""No primary record (regulator filing, audited report) is present. Need raw recall data to verify the sub-2% figure.""}, {""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""doc_007 is the upstream node all secondary items cite. Tracing its underlying citations would reveal whether any primary evidence exists or if the claim is unsourced.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_095,buried_primary,epistemic_hygiene_instruction,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate regulator filing or annual report"", ""rationale"": ""No primary record is present. A regulator filing, audit, or company annual report is needed to verify the 1.7% figure.""}, {""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""doc_007 is the upstream summary all other documents cite. Tracing its underlying source would reveal whether any primary basis exists.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_095,buried_primary,standard_answer,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 official recall disclosure or regulatory filing"", ""rationale"": ""All available documents trace back to a single wiki-style summary; a primary source (regulator filing, audited annual report) is needed to verify the 1.7% figure.""}, {""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""doc_007 is the upstream node cited by every secondary item but contains no raw records or citations itself; its provenance must be established.""}]"
codex_xhigh_labeled,deepseek-v4-pro,ert_092,buried_primary,epistemic_hygiene_instruction,1,0,0,0,1.0,1.0,0.0,0,Trace doc_003 useful; primary target too broad and contradiction search missing.,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""doc_003 is the single upstream source for all other documents; tracing it may reveal if it is based on primary records or mere hearsay.""}, {""action"": ""search_primary"", ""target"": ""recall rate data"", ""rationale"": ""No primary records such as regulator filings or audits are present; a primary search is essential to verify the 1.7% figure.""}]"
codex_xhigh_labeled,deepseek-v4-pro,ert_092,buried_primary,standard_answer,1,1,1,0,1.0,1.0,0.0,0,Useful primary search and root trace; missing explicit contradiction search.,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall data"", ""rationale"": ""No primary source is present; all documents are secondary and trace to an unverified memo. Original recall data is needed to evaluate the claim.""}, {""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""All documents cite doc_003, which itself lacks supporting raw records. Investigating its origin may reveal whether it has any reliable basis.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_096,generated_lore,epistemic_hygiene_instruction,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_007 exact; primary search extra but useful.,1.0,0.0,0.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics regulator filings or audit records referencing Project LumenShield (2024)"", ""rationale"": ""Need a primary record to confirm the project's existence and timing rather than relying on copied summaries.""}, {""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""doc_007 is the upstream wiki-style summary cited by all secondary coverage; tracing its sources would expose whether any primary basis exists.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_096,generated_lore,standard_answer,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_007 exact; primary search extra.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""doc_007 is the upstream summary that all secondary coverage cites. Tracing its underlying records would reveal whether any primary source supports the claim.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics Project LumenShield 2024 primary records"", ""rationale"": ""No primary documentation (internal records, filings, or first-party announcements) is present. A primary search is needed to confirm or refute the project's existence.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_097,generated_lore,epistemic_hygiene_instruction,1,0,0,1,0.0,0.0,1.0,0,Trace type present but target doc_007 upstream citations is not exact.,0.0,0.0,0.0,1.0,"[{""action"": ""search_primary"", ""target"": ""MiraCert certification registry or Novalis Robotics 2024 press release/regulatory filing"", ""rationale"": ""No primary record (regulator filing, MiraCert registry entry, or official Novalis announcement) is present. A primary source is needed to confirm the alleged deal.""}, {""action"": ""trace_source"", ""target"": ""doc_007 upstream citations"", ""rationale"": ""doc_007 is the apparent origin; all secondary items cite it. Tracing its actual upstream basis would reveal whether any primary evidence exists.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_097,generated_lore,standard_answer,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_007 exact; primary search extra.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""doc_007 is the upstream source all secondary coverage cites; tracing it would reveal whether any primary record (MiraCert registry, Novalis filing) actually exists.""}, {""action"": ""search_primary"", ""target"": ""MiraCert certification registry / Novalis Robotics 2024 disclosures"", ""rationale"": ""Need an independent primary record to confirm or refute the deal, since current evidence is a single-source echo chamber.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_098,generated_lore,epistemic_hygiene_instruction,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_003 exact; primary search extra.,1.0,0.0,0.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics official records or regulator filings on Project LumenShield 2024"", ""rationale"": ""No primary records, audits, or filings are present. Need direct corporate or regulatory confirmation.""}, {""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""All secondary items trace back to doc_003, which itself cites only secondary summaries. Tracing upstream is required to determine if any primary basis exists.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_098,generated_lore,standard_answer,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_003 exact; primary search extra.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_003"", ""rationale"": ""doc_003 is the upstream summary that all secondary coverage cites. Tracing its underlying records would reveal whether any primary documentation supports the claim.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics Project LumenShield 2024 primary records"", ""rationale"": ""No primary source (internal report, regulatory filing, or first-party announcement) is present. A primary search is needed to confirm or refute the claim.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_099,generated_lore,epistemic_hygiene_instruction,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_006 exact; primary search extra.,1.0,0.0,0.0,0.0,"[{""action"": ""search_primary"", ""target"": ""MiraCert certification registry / Novalis Robotics 2024 filings"", ""rationale"": ""No primary regulator filing, audit, or MiraCert registry record is present. A direct primary search is needed to confirm or refute.""}, {""action"": ""trace_source"", ""target"": ""doc_006"", ""rationale"": ""All secondary items cite doc_006, which itself cites only secondary summaries. Tracing upstream would expose whether any original record exists.""}]"
codex_xhigh_labeled,claude-opus-4-7,ert_099,generated_lore,standard_answer,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_006 exact; primary search extra.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_006"", ""rationale"": ""doc_006 is the apparent upstream source that all secondary items cite; tracing it would reveal whether any primary record exists.""}, {""action"": ""search_primary"", ""target"": ""MiraCert certification registry / Novalis Robotics 2024 filings"", ""rationale"": ""Need a primary record (registry entry, signed agreement, or official MiraCert announcement) to confirm or refute the claim.""}]"
codex_xhigh_labeled,deepseek-v4-pro,ert_096,generated_lore,epistemic_hygiene_instruction,1,1,1,1,0.0,0.0,1.0,0,Trace generated root doc_007 exact; search target direct.,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""doc_007"", ""rationale"": ""Trace the origin of the claim; it only cites secondary summaries, lacking primary evidence.""}, {""action"": ""search_primary"", ""target"": ""Project LumenShield Novalis Robotics 2024"", ""rationale"": ""Search for primary records like official filings or audits; none were present in the environment.""}]"
