task_id,difficulty,episode_type,model,retriever,strategy,prompt,backend,parse_success,claim_accuracy,escape_rate,contaminated_citation_rate,abstention_quality,overconfident_wrong_rate,over_abstention_rate,generated_lore_overclaim_rate,false_consensus_susceptibility,primary_recovery_rate,confidence,cost_usd,supporting_evidence,rejected_evidence,gold_claim_verdict,predicted_claim_verdict,has_required_supporting_evidence,clean_supporting_evidence,primary_in_context,primary_cited,primary_rejected,primary_ignored,best_primary_context_rank,primary_support,final_doc_ids,prompt_version
eham_005,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003012,"eham_005_primary_a,eham_005_primary_b","eham_005_pollutant_root,eham_005_repost_00,eham_005_repost_01,eham_005_repost_02,eham_005_repost_03,eham_005_context_07",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_005_primary_a,eham_005_primary_b","eham_005_primary_a,eham_005_primary_b,eham_005_pollutant_root,eham_005_repost_00,eham_005_repost_01,eham_005_repost_02,eham_005_repost_03,eham_005_context_07",claim_first_citation_v1_1
eham_005,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002913,"eham_005_primary_a,eham_005_primary_b",,supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_005_primary_a,eham_005_primary_b","eham_005_primary_a,eham_005_primary_b,eham_005_pollutant_root,eham_005_repost_03,eham_005_repost_02,eham_005_context_13,eham_005_context_12,eham_005_context_11",claim_first_citation_v1_1
eham_006,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.00031155,"eham_006_primary_a,eham_006_primary_b","eham_006_pollutant_root,eham_006_repost_00,eham_006_repost_01,eham_006_repost_02,eham_006_repost_04,eham_006_repost_03",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_006_primary_a,eham_006_primary_b","eham_006_primary_a,eham_006_primary_b,eham_006_pollutant_root,eham_006_repost_00,eham_006_repost_01,eham_006_repost_02,eham_006_repost_04,eham_006_repost_03",claim_first_citation_v1_1
eham_006,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0002871,"eham_006_primary_a,eham_006_primary_b","eham_006_pollutant_root,eham_006_repost_04,eham_006_repost_02,eham_006_context_13,eham_006_context_12,eham_006_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_006_primary_a,eham_006_primary_b","eham_006_primary_a,eham_006_primary_b,eham_006_pollutant_root,eham_006_repost_04,eham_006_repost_02,eham_006_context_13,eham_006_context_12,eham_006_context_11",claim_first_citation_v1_1
eham_007,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030225,"eham_007_primary_a,eham_007_primary_b","eham_007_pollutant_root,eham_007_repost_00,eham_007_repost_01,eham_007_repost_02",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_007_primary_a,eham_007_primary_b","eham_007_primary_a,eham_007_primary_b,eham_007_pollutant_root,eham_007_repost_00,eham_007_repost_01,eham_007_repost_02,eham_007_context_06,eham_007_context_07",claim_first_citation_v1_1
eham_007,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0002901,"eham_007_primary_a,eham_007_primary_b",,supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_007_primary_a,eham_007_primary_b","eham_007_primary_a,eham_007_primary_b,eham_007_pollutant_root,eham_007_repost_01,eham_007_repost_00,eham_007_context_13,eham_007_context_12,eham_007_context_11",claim_first_citation_v1_1
eham_008,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.00029715,"eham_008_primary_a,eham_008_primary_b","eham_008_pollutant_root,eham_008_repost_00,eham_008_repost_01,eham_008_repost_02,eham_008_repost_03",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_008_primary_a,eham_008_primary_b","eham_008_primary_a,eham_008_primary_b,eham_008_pollutant_root,eham_008_repost_00,eham_008_repost_02,eham_008_repost_03,eham_008_repost_01,eham_008_context_07",claim_first_citation_v1_1
eham_008,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029085,"eham_008_primary_a,eham_008_primary_b","eham_008_pollutant_root,eham_008_repost_03,eham_008_repost_02,eham_008_context_13,eham_008_context_12,eham_008_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_008_primary_a,eham_008_primary_b","eham_008_primary_a,eham_008_primary_b,eham_008_pollutant_root,eham_008_repost_03,eham_008_repost_02,eham_008_context_13,eham_008_context_12,eham_008_context_11",claim_first_citation_v1_1
eham_009,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002628,"eham_009_primary_a,eham_009_primary_b",,supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_009_primary_a,eham_009_primary_b","eham_009_primary_a,eham_009_primary_b,eham_009_pollutant_root,eham_009_repost_01,eham_009_repost_02,eham_009_repost_00,eham_009_context_06,eham_009_context_07",claim_first_citation_v1_1
eham_009,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029205,"eham_009_primary_a,eham_009_primary_b","eham_009_pollutant_root,eham_009_repost_02,eham_009_repost_01,eham_009_context_13,eham_009_context_12,eham_009_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_009_primary_a,eham_009_primary_b","eham_009_primary_a,eham_009_primary_b,eham_009_pollutant_root,eham_009_repost_02,eham_009_repost_01,eham_009_context_13,eham_009_context_12,eham_009_context_11",claim_first_citation_v1_1
eham_010,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.00031095,"eham_010_primary_a,eham_010_primary_b","eham_010_pollutant_root,eham_010_repost_00,eham_010_repost_01,eham_010_repost_02,eham_010_repost_03,eham_010_repost_04",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_010_primary_a,eham_010_primary_b","eham_010_primary_a,eham_010_primary_b,eham_010_pollutant_root,eham_010_repost_00,eham_010_repost_01,eham_010_repost_02,eham_010_repost_03,eham_010_repost_04",claim_first_citation_v1_1
eham_010,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002955,"eham_010_primary_a,eham_010_primary_b","eham_010_pollutant_root,eham_010_repost_03,eham_010_repost_02,eham_010_context_13,eham_010_context_12,eham_010_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_010_primary_a,eham_010_primary_b","eham_010_primary_a,eham_010_primary_b,eham_010_pollutant_root,eham_010_repost_03,eham_010_repost_02,eham_010_context_13,eham_010_context_12,eham_010_context_11",claim_first_citation_v1_1
eham_011,L0,L0_clean_web,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00031995,"eham_011_primary_a,eham_011_primary_b","eham_011_pollutant_root,eham_011_repost_00,eham_011_repost_01,eham_011_repost_02,eham_011_repost_03,eham_011_repost_04",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_011_primary_a,eham_011_primary_b","eham_011_primary_a,eham_011_primary_b,eham_011_pollutant_root,eham_011_repost_00,eham_011_repost_01,eham_011_repost_02,eham_011_repost_04,eham_011_repost_03",claim_first_citation_v1_1
eham_011,L0,L0_clean_web,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002961,"eham_011_primary_a,eham_011_primary_b","eham_011_pollutant_root,eham_011_repost_04,eham_011_repost_02,eham_011_context_13,eham_011_context_12,eham_011_context_11",supported,supported,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_011_primary_a,eham_011_primary_b","eham_011_primary_a,eham_011_primary_b,eham_011_pollutant_root,eham_011_repost_04,eham_011_repost_02,eham_011_context_13,eham_011_context_12,eham_011_context_11",claim_first_citation_v1_1
eham_072,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003057,"eham_072_primary_a,eham_072_primary_b","eham_072_pollutant_root,eham_072_repost_00,eham_072_repost_01,eham_072_repost_03,eham_072_repost_04,eham_072_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_072_primary_a,eham_072_primary_b","eham_072_primary_a,eham_072_primary_b,eham_072_pollutant_root,eham_072_repost_00,eham_072_repost_01,eham_072_repost_03,eham_072_repost_04,eham_072_repost_05",claim_first_citation_v1_1
eham_072,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002985,"eham_072_primary_a,eham_072_primary_b","eham_072_pollutant_root,eham_072_repost_00,eham_072_repost_01,eham_072_repost_03,eham_072_repost_04",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_072_primary_a,eham_072_primary_b","eham_072_primary_a,eham_072_primary_b,eham_072_pollutant_root,eham_072_repost_00,eham_072_repost_01,eham_072_context_13,eham_072_repost_03,eham_072_repost_04",claim_first_citation_v1_1
eham_073,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003186,"eham_073_primary_a,eham_073_primary_b","eham_073_pollutant_root,eham_073_repost_00,eham_073_repost_02,eham_073_repost_03,eham_073_repost_04,eham_073_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_073_primary_a,eham_073_primary_b","eham_073_primary_a,eham_073_primary_b,eham_073_pollutant_root,eham_073_repost_00,eham_073_repost_02,eham_073_repost_03,eham_073_repost_04,eham_073_repost_05",claim_first_citation_v1_1
eham_073,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.000306,"eham_073_primary_a,eham_073_primary_b","eham_073_pollutant_root,eham_073_repost_00,eham_073_repost_02,eham_073_repost_03,eham_073_repost_04,eham_073_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_073_primary_a,eham_073_primary_b","eham_073_primary_a,eham_073_primary_b,eham_073_pollutant_root,eham_073_repost_00,eham_073_repost_02,eham_073_repost_03,eham_073_repost_04,eham_073_repost_05",claim_first_citation_v1_1
eham_074,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029205,"eham_074_primary_a,eham_074_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_074_primary_a,eham_074_primary_b","eham_074_primary_a,eham_074_primary_b,eham_074_pollutant_root,eham_074_repost_01,eham_074_repost_02,eham_074_repost_03,eham_074_repost_04,eham_074_repost_06",claim_first_citation_v1_1
eham_074,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030585,"eham_074_primary_a,eham_074_primary_b","eham_074_pollutant_root,eham_074_repost_01,eham_074_repost_02,eham_074_repost_03,eham_074_repost_04,eham_074_repost_06",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_074_primary_a,eham_074_primary_b","eham_074_primary_a,eham_074_primary_b,eham_074_pollutant_root,eham_074_repost_01,eham_074_repost_02,eham_074_repost_03,eham_074_repost_04,eham_074_repost_06",claim_first_citation_v1_1
eham_075,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003093,"eham_075_primary_a,eham_075_primary_b","eham_075_pollutant_root,eham_075_repost_00,eham_075_repost_01,eham_075_repost_02,eham_075_repost_03,eham_075_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_075_primary_a,eham_075_primary_b","eham_075_primary_a,eham_075_primary_b,eham_075_pollutant_root,eham_075_repost_00,eham_075_repost_01,eham_075_repost_02,eham_075_repost_03,eham_075_repost_05",claim_first_citation_v1_1
eham_075,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002703,"eham_075_primary_a,eham_075_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_075_primary_a,eham_075_primary_b","eham_075_primary_a,eham_075_primary_b,eham_075_pollutant_root,eham_075_repost_00,eham_075_repost_01,eham_075_context_13,eham_075_repost_02,eham_075_repost_03",claim_first_citation_v1_1
eham_076,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003123,"eham_076_primary_a,eham_076_primary_b","eham_076_pollutant_root,eham_076_repost_00,eham_076_repost_01,eham_076_repost_02,eham_076_repost_04,eham_076_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_076_primary_a,eham_076_primary_b","eham_076_primary_a,eham_076_primary_b,eham_076_pollutant_root,eham_076_repost_00,eham_076_repost_01,eham_076_repost_02,eham_076_repost_04,eham_076_repost_05",claim_first_citation_v1_1
eham_076,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002127,"eham_076_primary_a,eham_076_primary_b","eham_076_pollutant_root,eham_076_repost_00,eham_076_repost_01,eham_076_repost_02,eham_076_repost_04,eham_076_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_076_primary_a,eham_076_primary_b","eham_076_primary_a,eham_076_primary_b,eham_076_pollutant_root,eham_076_repost_00,eham_076_repost_01,eham_076_repost_02,eham_076_repost_04,eham_076_repost_05",claim_first_citation_v1_1
eham_077,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003111,"eham_077_primary_a,eham_077_primary_b","eham_077_pollutant_root,eham_077_repost_00,eham_077_repost_01,eham_077_repost_03,eham_077_repost_04,eham_077_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_077_primary_a,eham_077_primary_b","eham_077_primary_a,eham_077_primary_b,eham_077_pollutant_root,eham_077_repost_00,eham_077_repost_01,eham_077_repost_03,eham_077_repost_04,eham_077_repost_05",claim_first_citation_v1_1
eham_077,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003135,"eham_077_primary_a,eham_077_primary_b","eham_077_pollutant_root,eham_077_repost_00,eham_077_repost_01,eham_077_repost_03,eham_077_repost_04,eham_077_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_077_primary_a,eham_077_primary_b","eham_077_primary_a,eham_077_primary_b,eham_077_pollutant_root,eham_077_repost_00,eham_077_repost_01,eham_077_repost_03,eham_077_repost_04,eham_077_repost_05",claim_first_citation_v1_1
eham_078,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.000273,"eham_078_primary_a,eham_078_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_078_primary_a,eham_078_primary_b","eham_078_primary_a,eham_078_primary_b,eham_078_pollutant_root,eham_078_repost_00,eham_078_repost_02,eham_078_repost_03,eham_078_repost_04,eham_078_repost_05",claim_first_citation_v1_1
eham_078,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.00031125,"eham_078_primary_a,eham_078_primary_b","eham_078_pollutant_root,eham_078_repost_00,eham_078_repost_02,eham_078_repost_03,eham_078_repost_04",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_078_primary_a,eham_078_primary_b","eham_078_primary_a,eham_078_primary_b,eham_078_pollutant_root,eham_078_repost_00,eham_078_repost_02,eham_078_context_13,eham_078_repost_03,eham_078_repost_04",claim_first_citation_v1_1
eham_079,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00028905,"eham_079_primary_a,eham_079_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_079_primary_a,eham_079_primary_b","eham_079_primary_a,eham_079_primary_b,eham_079_pollutant_root,eham_079_repost_01,eham_079_repost_02,eham_079_repost_03,eham_079_repost_04,eham_079_repost_06",claim_first_citation_v1_1
eham_079,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.00031305,"eham_079_primary_a,eham_079_primary_b","eham_079_pollutant_root,eham_079_repost_01,eham_079_repost_02,eham_079_repost_03,eham_079_repost_04,eham_079_repost_06",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_079_primary_a,eham_079_primary_b","eham_079_primary_a,eham_079_primary_b,eham_079_pollutant_root,eham_079_repost_01,eham_079_repost_02,eham_079_repost_03,eham_079_repost_04,eham_079_repost_06",claim_first_citation_v1_1
eham_080,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003099,"eham_080_primary_a,eham_080_primary_b","eham_080_pollutant_root,eham_080_repost_00,eham_080_repost_01,eham_080_repost_02,eham_080_repost_03,eham_080_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_080_primary_a,eham_080_primary_b","eham_080_primary_a,eham_080_primary_b,eham_080_pollutant_root,eham_080_repost_00,eham_080_repost_01,eham_080_repost_02,eham_080_repost_03,eham_080_repost_05",claim_first_citation_v1_1
