task_id,base_task_id,model,condition,family,current_predicted_verdict,decomposed_predicted_verdict,current_support_doc_ids,decomposed_support_doc_ids,decomposed_rejected_doc_ids,decomposed_diagnostic_doc_ids,current_belief_correctness,decomposed_belief_correctness,delta_belief_correctness,current_polluted_in_support,decomposed_polluted_in_support,delta_polluted_in_support,current_clean_support_recovered,decomposed_clean_support_recovered,delta_clean_support_recovered,current_pollutant_rejection,decomposed_pollutant_rejection,delta_pollutant_rejection,current_role_escape,decomposed_role_escape,delta_role_escape,current_operational_contract_success,decomposed_operational_contract_success,delta_operational_contract_success,support_set_changed
uncued_035_visible,uncued_035,gpt-5.5,false_consensus,active_verification,refuted,refuted,uncued_035_d02,,"uncued_035_d03,uncued_035_d04",uncued_035_d01,1,1,0.0,0,0,0.0,1,0,-1.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_038_visible,uncued_038,gemini-3.1-pro-preview,buried_primary,packet_judgment,supported,supported,uncued_038_d04,uncued_038_d04,uncued_038_d03,"uncued_038_d02,uncued_038_d01",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_038_visible,uncued_038,gpt-5.5,buried_primary,packet_judgment,supported,supported,uncued_038_d04,uncued_038_d04,uncued_038_d03,"uncued_038_d02,uncued_038_d01",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_039_visible,uncued_039,gemini-3.1-pro-preview,buried_primary,packet_judgment,supported,supported,uncued_039_d02,uncued_039_d02,uncued_039_d04,"uncued_039_d03,uncued_039_d01",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_039_visible,uncued_039,gpt-5.5,buried_primary,packet_judgment,supported,supported,uncued_039_d02,uncued_039_d02,uncued_039_d04,"uncued_039_d01,uncued_039_d03",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_040_visible,uncued_040,gemini-3.1-pro-preview,buried_primary,packet_judgment,supported,supported,uncued_040_d02,uncued_040_d02,,"uncued_040_d01,uncued_040_d04,uncued_040_d03",1,1,0.0,0,0,0.0,1,1,0.0,1,0,-1.0,1,1,0.0,1,1,0.0,0
uncued_040_visible,uncued_040,gpt-5.5,buried_primary,packet_judgment,supported,supported,uncued_040_d02,uncued_040_d02,uncued_040_d04,"uncued_040_d01,uncued_040_d03",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_041_visible,uncued_041,gemini-3.1-pro-preview,buried_primary,evidence_selection,supported,supported,uncued_041_d02,uncued_041_d02,,"uncued_041_d01,uncued_041_d04,uncued_041_d03",1,1,0.0,0,0,0.0,1,1,0.0,1,0,-1.0,1,1,0.0,1,1,0.0,0
uncued_041_visible,uncued_041,gpt-5.5,buried_primary,evidence_selection,supported,supported,uncued_041_d02,uncued_041_d02,uncued_041_d01,"uncued_041_d03,uncued_041_d04",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_042_visible,uncued_042,gemini-3.1-pro-preview,buried_primary,evidence_selection,supported,supported,uncued_042_d01,uncued_042_d01,uncued_042_d03,"uncued_042_d02,uncued_042_d04",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_042_visible,uncued_042,gpt-5.5,buried_primary,evidence_selection,supported,supported,uncued_042_d01,uncued_042_d01,uncued_042_d03,"uncued_042_d02,uncued_042_d04",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_043_visible,uncued_043,gemini-3.1-pro-preview,buried_primary,evidence_selection,supported,supported,uncued_043_d03,uncued_043_d03,uncued_043_d01,"uncued_043_d04,uncued_043_d02",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_043_visible,uncued_043,gpt-5.5,buried_primary,evidence_selection,supported,supported,uncued_043_d03,uncued_043_d03,uncued_043_d01,"uncued_043_d02,uncued_043_d04",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_046_visible,uncued_046,gemini-3.1-pro-preview,buried_primary,active_verification,supported,supported,uncued_046_d03,uncued_046_d03,uncued_046_d04,"uncued_046_d02,uncued_046_d01",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,0,-1.0,0
uncued_046_visible,uncued_046,gpt-5.5,buried_primary,active_verification,supported,supported,uncued_046_d03,uncued_046_d03,uncued_046_d04,"uncued_046_d01,uncued_046_d02",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_047_visible,uncued_047,gemini-3.1-pro-preview,buried_primary,active_verification,supported,supported,uncued_047_d02,uncued_047_d02,uncued_047_d04,"uncued_047_d03,uncued_047_d01",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0,1,1.0,0
uncued_047_visible,uncued_047,gpt-5.5,buried_primary,active_verification,supported,supported,uncued_047_d02,uncued_047_d02,uncued_047_d04,"uncued_047_d03,uncued_047_d01",1,1,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_048_visible,uncued_048,gemini-3.1-pro-preview,generated_lore,packet_judgment,insufficient,insufficient,,,"uncued_048_d04,uncued_048_d01","uncued_048_d02,uncued_048_d03",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_048_visible,uncued_048,gpt-5.5,generated_lore,packet_judgment,insufficient,insufficient,"uncued_048_d02,uncued_048_d03",,"uncued_048_d01,uncued_048_d04","uncued_048_d02,uncued_048_d03",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_049_visible,uncued_049,gemini-3.1-pro-preview,generated_lore,packet_judgment,insufficient,insufficient,,,"uncued_049_d01,uncued_049_d04","uncued_049_d03,uncued_049_d02",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_049_visible,uncued_049,gpt-5.5,generated_lore,packet_judgment,insufficient,insufficient,"uncued_049_d02,uncued_049_d03",,"uncued_049_d04,uncued_049_d01","uncued_049_d03,uncued_049_d02",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_050_visible,uncued_050,gemini-3.1-pro-preview,generated_lore,packet_judgment,insufficient,insufficient,,,"uncued_050_d02,uncued_050_d04","uncued_050_d03,uncued_050_d01",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_050_visible,uncued_050,gpt-5.5,generated_lore,packet_judgment,insufficient,insufficient,"uncued_050_d01,uncued_050_d03",,"uncued_050_d04,uncued_050_d02","uncued_050_d03,uncued_050_d01",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_051_visible,uncued_051,gemini-3.1-pro-preview,generated_lore,packet_judgment,insufficient,insufficient,,,"uncued_051_d01,uncued_051_d03","uncued_051_d02,uncued_051_d04",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_051_visible,uncued_051,gpt-5.5,generated_lore,packet_judgment,insufficient,insufficient,,,"uncued_051_d01,uncued_051_d03","uncued_051_d02,uncued_051_d04",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_052_visible,uncued_052,gemini-3.1-pro-preview,generated_lore,evidence_selection,insufficient,insufficient,,,uncued_052_d03,"uncued_052_d02,uncued_052_d01,uncued_052_d04",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_052_visible,uncued_052,gpt-5.5,generated_lore,evidence_selection,insufficient,insufficient,"uncued_052_d01,uncued_052_d04",,"uncued_052_d02,uncued_052_d03","uncued_052_d01,uncued_052_d04",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_053_visible,uncued_053,gemini-3.1-pro-preview,generated_lore,evidence_selection,insufficient,insufficient,,,"uncued_053_d04,uncued_053_d01","uncued_053_d02,uncued_053_d03",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_053_visible,uncued_053,gpt-5.5,generated_lore,evidence_selection,insufficient,insufficient,,,"uncued_053_d04,uncued_053_d01","uncued_053_d02,uncued_053_d03",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_054_visible,uncued_054,gemini-3.1-pro-preview,generated_lore,evidence_selection,insufficient,insufficient,,,"uncued_054_d03,uncued_054_d04","uncued_054_d01,uncued_054_d02",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_054_visible,uncued_054,gpt-5.5,generated_lore,evidence_selection,insufficient,insufficient,,,"uncued_054_d04,uncued_054_d03",uncued_054_d02,1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_055_visible,uncued_055,gemini-3.1-pro-preview,generated_lore,evidence_selection,insufficient,insufficient,,,"uncued_055_d04,uncued_055_d03","uncued_055_d01,uncued_055_d02",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_055_visible,uncued_055,gpt-5.5,generated_lore,evidence_selection,insufficient,insufficient,"uncued_055_d01,uncued_055_d02",,"uncued_055_d04,uncued_055_d03","uncued_055_d01,uncued_055_d02",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_056_visible,uncued_056,gemini-3.1-pro-preview,generated_lore,active_verification,insufficient,insufficient,,,uncued_056_d03,"uncued_056_d04,uncued_056_d01,uncued_056_d02",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_056_visible,uncued_056,gpt-5.5,generated_lore,active_verification,insufficient,insufficient,,,"uncued_056_d01,uncued_056_d03","uncued_056_d04,uncued_056_d02",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_057_visible,uncued_057,gemini-3.1-pro-preview,generated_lore,active_verification,insufficient,insufficient,,,"uncued_057_d03,uncued_057_d04","uncued_057_d02,uncued_057_d01",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_057_visible,uncued_057,gpt-5.5,generated_lore,active_verification,insufficient,insufficient,"uncued_057_d02,uncued_057_d01",,"uncued_057_d03,uncued_057_d04","uncued_057_d02,uncued_057_d01",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_058_visible,uncued_058,gemini-3.1-pro-preview,generated_lore,active_verification,insufficient,insufficient,,,"uncued_058_d01,uncued_058_d02","uncued_058_d03,uncued_058_d04",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_058_visible,uncued_058,gpt-5.5,generated_lore,active_verification,insufficient,insufficient,"uncued_058_d03,uncued_058_d04",,"uncued_058_d01,uncued_058_d02","uncued_058_d04,uncued_058_d03",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,1
uncued_059_visible,uncued_059,gemini-3.1-pro-preview,generated_lore,active_verification,insufficient,insufficient,,,"uncued_059_d02,uncued_059_d04","uncued_059_d03,uncued_059_d01",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
uncued_059_visible,uncued_059,gpt-5.5,generated_lore,active_verification,insufficient,insufficient,,,"uncued_059_d02,uncued_059_d04","uncued_059_d03,uncued_059_d01",1,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0,1,1,0.0,1,1,0.0,0
