row_id,source_run,variant,task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,parse_success,belief_correctness,operational_epistemic_escape,primary_failure_component,belief_correct_but_operational_failed,insufficient_verdict,supported_or_refuted_verdict,polluted_support_present,clean_support_present,all_support_polluted,support_mentions_primary_source,verification_action_present,verification_action_targets_primary,robustness_variant_row,generated_lore_selected,duplicate_root_count,support_doc_ids,selected_doc_ids,polluted_support_doc_ids,clean_support_doc_ids
38,pilot,,uncued_006_hidden,uncued_006,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_006_d03,"uncued_006_d03,uncued_006_d01,uncued_006_d04",,uncued_006_d03
39,pilot,,uncued_005_visible,uncued_005,neutral_metadata_visible,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_005_d02,"uncued_005_d02,uncued_005_d03,uncued_005_d04",,uncued_005_d02
40,pilot,,uncued_002_visible,uncued_002,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_002_d01,uncued_002_d01,,uncued_002_d01
41,pilot,,uncued_005_visible,uncued_005,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_005_d02,uncued_005_d02,,uncued_005_d02
42,pilot,,uncued_005_hidden,uncued_005,neutral_metadata_hidden,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_005_d02,"uncued_005_d02,uncued_005_d04,uncued_005_d03",,uncued_005_d02
43,pilot,,uncued_007_visible,uncued_007,neutral_metadata_visible,claude-opus-4-7,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,uncued_007_d04,,
44,pilot,,uncued_007_hidden,uncued_007,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,uncued_007_d04,,
45,pilot,,uncued_005_hidden,uncued_005,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_005_d02,uncued_005_d02,,uncued_005_d02
46,pilot,,uncued_008_visible,uncued_008,neutral_metadata_visible,claude-opus-4-7,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_008_d02,"uncued_008_d02,uncued_008_d04,uncued_008_d03",,uncued_008_d02
47,pilot,,uncued_006_visible,uncued_006,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,0,0,0,0,uncued_006_d04,"uncued_006_d04,uncued_006_d03,uncued_006_d01",,uncued_006_d04
48,pilot,,uncued_006_visible,uncued_006,neutral_metadata_visible,gpt-5.5,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_006_d04,"uncued_006_d04,uncued_006_d03,uncued_006_d01",,uncued_006_d04
49,pilot,,uncued_008_hidden,uncued_008,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_008_d03,"uncued_008_d03,uncued_008_d02,uncued_008_d01",,uncued_008_d03
50,pilot,,uncued_006_hidden,uncued_006,neutral_metadata_hidden,gpt-5.5,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_006_d03,"uncued_006_d03,uncued_006_d01,uncued_006_d04",,uncued_006_d03
51,pilot,,uncued_009_visible,uncued_009,neutral_metadata_visible,claude-opus-4-7,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,uncued_009_d03,,
52,pilot,,uncued_006_hidden,uncued_006,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_006_d03,uncued_006_d03,,uncued_006_d03
53,pilot,,uncued_007_visible,uncued_007,neutral_metadata_visible,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_007_d04,"uncued_007_d04,uncued_007_d03,uncued_007_d01",,uncued_007_d04
54,pilot,,uncued_009_hidden,uncued_009,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,uncued_009_d01,,
55,pilot,,uncued_007_hidden,uncued_007,neutral_metadata_hidden,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_007_d04,"uncued_007_d04,uncued_007_d03,uncued_007_d02",,uncued_007_d04
56,pilot,,uncued_007_visible,uncued_007,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_007_d04,uncued_007_d04,,uncued_007_d04
57,pilot,,uncued_010_visible,uncued_010,neutral_metadata_visible,claude-opus-4-7,active_verification,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d01,"uncued_010_d01,uncued_010_d02,uncued_010_d03",,uncued_010_d01
58,pilot,,uncued_008_visible,uncued_008,neutral_metadata_visible,gpt-5.5,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_008_d02,"uncued_008_d02,uncued_008_d04,uncued_008_d01",,uncued_008_d02
59,pilot,,uncued_010_hidden,uncued_010,neutral_metadata_hidden,claude-opus-4-7,active_verification,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d03,"uncued_010_d03,uncued_010_d01,uncued_010_d04",,uncued_010_d03
60,pilot,,uncued_007_hidden,uncued_007,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_007_d04,uncued_007_d04,,uncued_007_d04
61,pilot,,uncued_008_hidden,uncued_008,neutral_metadata_hidden,gpt-5.5,evidence_selection,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_008_d03,"uncued_008_d03,uncued_008_d02,uncued_008_d01",,uncued_008_d03
62,pilot,,uncued_009_visible,uncued_009,neutral_metadata_visible,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_009_d03,"uncued_009_d03,uncued_009_d04,uncued_009_d02",,uncued_009_d03
63,pilot,,uncued_009_hidden,uncued_009,neutral_metadata_hidden,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_009_d01,"uncued_009_d01,uncued_009_d02,uncued_009_d03",,uncued_009_d01
64,pilot,,uncued_008_visible,uncued_008,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,clean,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_008_d02,uncued_008_d02,,uncued_008_d02
65,pilot,,uncued_002_hidden,uncued_002,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,clean,supported,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,0,1,0,1,1,1,0,0,0,uncued_002_d03,uncued_002_d03,,uncued_002_d03
66,pilot,,uncued_011_visible,uncued_011,neutral_metadata_visible,claude-opus-4-7,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,0,0,0,1,1,0,0,0,,"uncued_011_d03,uncued_011_d04,uncued_011_d01",,
67,pilot,,uncued_008_hidden,uncued_008,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,supported,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,0,1,0,1,1,1,0,0,0,uncued_008_d03,uncued_008_d03,,uncued_008_d03
68,pilot,,uncued_010_visible,uncued_010,neutral_metadata_visible,gpt-5.5,active_verification,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d01,"uncued_010_d01,uncued_010_d03,uncued_010_d04",,uncued_010_d01
69,pilot,,uncued_011_hidden,uncued_011,neutral_metadata_hidden,claude-opus-4-7,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,0,0,0,1,1,0,0,0,,uncued_011_d03,,
70,pilot,,uncued_010_hidden,uncued_010,neutral_metadata_hidden,gpt-5.5,active_verification,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d03,"uncued_010_d03,uncued_010_d02,uncued_010_d01",,uncued_010_d03
71,pilot,,uncued_009_visible,uncued_009,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_009_d03,uncued_009_d03,,uncued_009_d03
72,pilot,,uncued_011_visible,uncued_011,neutral_metadata_visible,gpt-5.5,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_011_d03,"uncued_011_d03,uncued_011_d01,uncued_011_d02",,uncued_011_d03
73,pilot,,uncued_012_visible,uncued_012,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,0,0,0,1,uncued_012_d03,"uncued_012_d04,uncued_012_d03,uncued_012_d01",uncued_012_d03,
74,pilot,,uncued_011_hidden,uncued_011,neutral_metadata_hidden,gpt-5.5,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_011_d03,"uncued_011_d03,uncued_011_d01,uncued_011_d04",,uncued_011_d03
75,pilot,,uncued_003_visible,uncued_003,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_003_d03,uncued_003_d03,,uncued_003_d03
76,pilot,,uncued_012_hidden,uncued_012,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_012_d01,"uncued_012_d01,uncued_012_d04",,uncued_012_d01
77,pilot,,uncued_009_hidden,uncued_009,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_009_d01,uncued_009_d01,,uncued_009_d01
78,pilot,,uncued_012_visible,uncued_012,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_012_d04,"uncued_012_d04,uncued_012_d03,uncued_012_d01",,uncued_012_d04
79,pilot,,uncued_013_visible,uncued_013,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,1,uncued_013_d01,"uncued_013_d04,uncued_013_d01,uncued_013_d02",uncued_013_d01,
80,pilot,,uncued_013_hidden,uncued_013,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,1,uncued_013_d03,"uncued_013_d04,uncued_013_d03,uncued_013_d01",uncued_013_d03,
81,pilot,,uncued_012_hidden,uncued_012,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_012_d01,"uncued_012_d01,uncued_012_d04,uncued_012_d03",,uncued_012_d01
82,pilot,,uncued_010_visible,uncued_010,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d01,"uncued_010_d01,uncued_010_d03,uncued_010_d02",,uncued_010_d01
83,pilot,,uncued_014_visible,uncued_014,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_014_d03,"uncued_014_d03,uncued_014_d01,uncued_014_d04",,uncued_014_d03
84,pilot,,uncued_013_visible,uncued_013,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,"uncued_013_d04,uncued_013_d02","uncued_013_d04,uncued_013_d01,uncued_013_d02",,uncued_013_d04
85,pilot,,uncued_010_hidden,uncued_010,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d03,uncued_010_d03,,uncued_010_d03
86,pilot,,uncued_014_hidden,uncued_014,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,1,uncued_014_d02,"uncued_014_d03,uncued_014_d02,uncued_014_d04",uncued_014_d02,
87,pilot,,uncued_003_hidden,uncued_003,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,0,0,0,1,1,0,0,0,,uncued_003_d01,,
88,pilot,,uncued_013_hidden,uncued_013,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_013_d04,"uncued_013_d04,uncued_013_d03,uncued_013_d01",,uncued_013_d04
89,pilot,,uncued_011_visible,uncued_011,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_011_d03,uncued_011_d03,,uncued_011_d03
90,pilot,,uncued_014_visible,uncued_014,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_014_d03,"uncued_014_d03,uncued_014_d01,uncued_014_d04",,uncued_014_d03
91,pilot,,uncued_011_hidden,uncued_011,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_011_d03,uncued_011_d03,,uncued_011_d03
92,pilot,,uncued_015_visible,uncued_015,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,uncued_015_d01,"uncued_015_d04,uncued_015_d01",uncued_015_d01,
93,pilot,,uncued_014_hidden,uncued_014,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_014_d03,"uncued_014_d03,uncued_014_d02,uncued_014_d04",,uncued_014_d03
94,pilot,,uncued_015_hidden,uncued_015,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,1,uncued_015_d04,"uncued_015_d01,uncued_015_d04,uncued_015_d02",uncued_015_d04,
95,pilot,,uncued_012_visible,uncued_012,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,1,0,1,0,1,1,0,0,1,uncued_012_d03,"uncued_012_d04,uncued_012_d03,uncued_012_d01",uncued_012_d03,
96,pilot,,uncued_015_visible,uncued_015,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_015_d04,"uncued_015_d04,uncued_015_d01,uncued_015_d03",,uncued_015_d04
97,pilot,,uncued_016_visible,uncued_016,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,uncued_016_d04,"uncued_016_d03,uncued_016_d04",uncued_016_d04,
