task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,belief_correctness,operational_epistemic_escape,clean_support_contract,pollutant_rejection_contract,evidence_selection_contract,verification_contract,composite_evidence_hygiene_contract,final_verdict_correct,no_dirty_support,clean_support_recovered,pollutant_rejected_or_diagnosed,verification_path_executable,primary_source_action_or_cue,support_doc_ids,selected_doc_ids,rejected_doc_ids,polluted_support_doc_ids,clean_support_doc_ids
uncued_010_hidden,uncued_010,neutral_metadata_hidden,claude-opus-4-7,active_verification,clean,supported,supported,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,uncued_010_d03,"uncued_010_d03,uncued_010_d01,uncued_010_d04",,,uncued_010_d03
uncued_007_hidden,uncued_007,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_007_d04,uncued_007_d04,"uncued_007_d03,uncued_007_d02,uncued_007_d01",,uncued_007_d04
uncued_008_hidden,uncued_008,neutral_metadata_hidden,gpt-5.5,evidence_selection,clean,supported,supported,1.0,1.0,1,0,1,1,1,1,1,1,0,1,1,uncued_008_d03,"uncued_008_d03,uncued_008_d02,uncued_008_d01","uncued_008_d02,uncued_008_d01,uncued_008_d04",,uncued_008_d03
uncued_009_visible,uncued_009,neutral_metadata_visible,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1,0,1,1,1,1,1,1,0,1,1,uncued_009_d03,"uncued_009_d03,uncued_009_d04,uncued_009_d02","uncued_009_d04,uncued_009_d02,uncued_009_d01",,uncued_009_d03
uncued_009_hidden,uncued_009,neutral_metadata_hidden,gpt-5.5,evidence_selection,clean,refuted,refuted,1.0,1.0,1,0,1,1,1,1,1,1,0,1,1,uncued_009_d01,"uncued_009_d01,uncued_009_d02,uncued_009_d03","uncued_009_d02,uncued_009_d03,uncued_009_d04",,uncued_009_d01
uncued_008_visible,uncued_008,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,clean,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_008_d02,uncued_008_d02,"uncued_008_d04,uncued_008_d01,uncued_008_d03",,uncued_008_d02
uncued_002_hidden,uncued_002,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,clean,supported,insufficient,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,uncued_002_d03,uncued_002_d03,"uncued_002_d01,uncued_002_d02,uncued_002_d04",,uncued_002_d03
uncued_011_visible,uncued_011,neutral_metadata_visible,claude-opus-4-7,active_verification,clean,refuted,refuted,1.0,1.0,0,0,1,1,1,1,1,0,0,1,1,,"uncued_011_d03,uncued_011_d04,uncued_011_d01",uncued_011_d03,,
uncued_008_hidden,uncued_008,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,supported,insufficient,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,uncued_008_d03,uncued_008_d03,"uncued_008_d01,uncued_008_d04,uncued_008_d02",,uncued_008_d03
uncued_010_visible,uncued_010,neutral_metadata_visible,gpt-5.5,active_verification,clean,supported,supported,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,uncued_010_d01,"uncued_010_d01,uncued_010_d03,uncued_010_d04","uncued_010_d03,uncued_010_d04,uncued_010_d02",,uncued_010_d01
uncued_011_hidden,uncued_011,neutral_metadata_hidden,claude-opus-4-7,active_verification,clean,refuted,refuted,1.0,1.0,0,0,0,1,1,1,1,0,1,1,1,,uncued_011_d03,"uncued_011_d01,uncued_011_d04,uncued_011_d02",,
uncued_010_hidden,uncued_010,neutral_metadata_hidden,gpt-5.5,active_verification,clean,supported,supported,1.0,1.0,1,0,1,1,1,1,1,1,0,1,1,uncued_010_d03,"uncued_010_d03,uncued_010_d02,uncued_010_d01","uncued_010_d02,uncued_010_d01,uncued_010_d04",,uncued_010_d03
uncued_009_visible,uncued_009,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_009_d03,uncued_009_d03,"uncued_009_d04,uncued_009_d02,uncued_009_d01",,uncued_009_d03
uncued_011_visible,uncued_011,neutral_metadata_visible,gpt-5.5,active_verification,clean,refuted,refuted,1.0,1.0,1,0,1,1,1,1,1,1,0,1,0,uncued_011_d03,"uncued_011_d03,uncued_011_d01,uncued_011_d02","uncued_011_d01,uncued_011_d02,uncued_011_d04",,uncued_011_d03
uncued_012_visible,uncued_012,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_012_d03,"uncued_012_d04,uncued_012_d03,uncued_012_d01",uncued_012_d04,uncued_012_d03,
uncued_011_hidden,uncued_011,neutral_metadata_hidden,gpt-5.5,active_verification,clean,refuted,refuted,1.0,1.0,1,0,1,1,1,1,1,1,0,1,1,uncued_011_d03,"uncued_011_d03,uncued_011_d01,uncued_011_d04","uncued_011_d01,uncued_011_d04,uncued_011_d02",,uncued_011_d03
uncued_003_visible,uncued_003,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,clean,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,0,1,1,uncued_003_d03,uncued_003_d03,"uncued_003_d01,uncued_003_d02,uncued_003_d04",,uncued_003_d03
uncued_012_hidden,uncued_012,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_012_d01,"uncued_012_d01,uncued_012_d04",uncued_012_d04,,uncued_012_d01
uncued_009_hidden,uncued_009,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,clean,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_009_d01,uncued_009_d01,"uncued_009_d03,uncued_009_d04,uncued_009_d02",,uncued_009_d01
uncued_012_visible,uncued_012,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_012_d04,"uncued_012_d04,uncued_012_d03,uncued_012_d01","uncued_012_d03,uncued_012_d01,uncued_012_d02",,uncued_012_d04
uncued_013_visible,uncued_013,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_013_d01,"uncued_013_d04,uncued_013_d01,uncued_013_d02","uncued_013_d03,uncued_013_d02",uncued_013_d01,
uncued_013_hidden,uncued_013,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_013_d03,"uncued_013_d04,uncued_013_d03,uncued_013_d01",uncued_013_d04,uncued_013_d03,
uncued_012_hidden,uncued_012,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_012_d01,"uncued_012_d01,uncued_012_d04,uncued_012_d03","uncued_012_d04,uncued_012_d03,uncued_012_d02",,uncued_012_d01
uncued_010_visible,uncued_010,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,clean,supported,supported,1.0,1.0,1,0,1,1,1,1,1,1,0,1,1,uncued_010_d01,"uncued_010_d01,uncued_010_d03,uncued_010_d02","uncued_010_d03,uncued_010_d04,uncued_010_d02",,uncued_010_d01
uncued_014_visible,uncued_014,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_014_d03,"uncued_014_d03,uncued_014_d01,uncued_014_d04",uncued_014_d01,,uncued_014_d03
uncued_013_visible,uncued_013,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,"uncued_013_d04,uncued_013_d02","uncued_013_d04,uncued_013_d01,uncued_013_d02",uncued_013_d01,,uncued_013_d04
uncued_010_hidden,uncued_010,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,clean,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,0,1,1,uncued_010_d03,uncued_010_d03,"uncued_010_d02,uncued_010_d01,uncued_010_d04",,uncued_010_d03
uncued_014_hidden,uncued_014,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_014_d02,"uncued_014_d03,uncued_014_d02,uncued_014_d04","uncued_014_d02,uncued_014_d04,uncued_014_d01",uncued_014_d02,
uncued_003_hidden,uncued_003,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,clean,refuted,refuted,1.0,1.0,0,0,0,1,0,1,1,0,0,1,1,,uncued_003_d01,uncued_003_d01,,
uncued_013_hidden,uncued_013,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_013_d04,"uncued_013_d04,uncued_013_d03,uncued_013_d01","uncued_013_d03,uncued_013_d01,uncued_013_d02",,uncued_013_d04
uncued_011_visible,uncued_011,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,clean,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,0,1,1,uncued_011_d03,uncued_011_d03,"uncued_011_d01,uncued_011_d02,uncued_011_d04",,uncued_011_d03
uncued_014_visible,uncued_014,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_014_d03,"uncued_014_d03,uncued_014_d01,uncued_014_d04","uncued_014_d01,uncued_014_d04,uncued_014_d02",,uncued_014_d03
uncued_011_hidden,uncued_011,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,clean,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,0,1,1,uncued_011_d03,uncued_011_d03,"uncued_011_d04,uncued_011_d02,uncued_011_d01",,uncued_011_d03
uncued_015_visible,uncued_015,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_015_d01,"uncued_015_d04,uncued_015_d01",uncued_015_d04,uncued_015_d01,
uncued_014_hidden,uncued_014,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_014_d03,"uncued_014_d03,uncued_014_d02,uncued_014_d04","uncued_014_d02,uncued_014_d04,uncued_014_d01",,uncued_014_d03
