row_id,source_run,variant,task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,parse_success,belief_correctness,operational_epistemic_escape,primary_failure_component,belief_correct_but_operational_failed,insufficient_verdict,supported_or_refuted_verdict,polluted_support_present,clean_support_present,all_support_polluted,support_mentions_primary_source,verification_action_present,verification_action_targets_primary,robustness_variant_row,generated_lore_selected,duplicate_root_count,support_doc_ids,selected_doc_ids,polluted_support_doc_ids,clean_support_doc_ids
123,pilot,,uncued_020_visible,uncued_020,neutral_metadata_visible,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,1,uncued_020_d03,"uncued_020_d01,uncued_020_d03,uncued_020_d02",uncued_020_d03,
124,pilot,,uncued_020_hidden,uncued_020,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_020_d03,"uncued_020_d03,uncued_020_d01,uncued_020_d04",,uncued_020_d03
125,pilot,,uncued_019_hidden,uncued_019,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_019_d02,"uncued_019_d02,uncued_019_d03,uncued_019_d01",,uncued_019_d02
127,pilot,,uncued_021_visible,uncued_021,neutral_metadata_visible,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_021_d04,"uncued_021_d04,uncued_021_d01,uncued_021_d03",,uncued_021_d04
128,pilot,,uncued_020_visible,uncued_020,neutral_metadata_visible,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_020_d01,uncued_020_d02","uncued_020_d01,uncued_020_d03,uncued_020_d02",,uncued_020_d01
130,pilot,,uncued_021_hidden,uncued_021,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,1,,"uncued_021_d01,uncued_021_d02,uncued_021_d03",,
131,pilot,,uncued_020_hidden,uncued_020,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_020_d03,uncued_020_d04","uncued_020_d03,uncued_020_d01,uncued_020_d04",,uncued_020_d03
133,pilot,,uncued_022_visible,uncued_022,neutral_metadata_visible,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,uncued_022_d03,"uncued_022_d04,uncued_022_d03",uncued_022_d03,
134,pilot,,uncued_022_hidden,uncued_022,neutral_metadata_hidden,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,1,uncued_022_d02,"uncued_022_d04,uncued_022_d02,uncued_022_d01",uncued_022_d02,
135,pilot,,uncued_021_visible,uncued_021,neutral_metadata_visible,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_021_d04,uncued_021_d03","uncued_021_d04,uncued_021_d01,uncued_021_d03",,uncued_021_d04
137,pilot,,uncued_017_hidden,uncued_017,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_017_d01,uncued_017_d04","uncued_017_d01,uncued_017_d02,uncued_017_d04",,uncued_017_d01
138,pilot,,uncued_023_visible,uncued_023,neutral_metadata_visible,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,uncued_023_d01,"uncued_023_d02,uncued_023_d01",uncued_023_d01,
139,pilot,,uncued_021_hidden,uncued_021,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_021_d01,"uncued_021_d01,uncued_021_d02,uncued_021_d03",,uncued_021_d01
140,pilot,,uncued_018_visible,uncued_018,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_018_d04,"uncued_018_d04,uncued_018_d01",,uncued_018_d04
141,pilot,,uncued_022_visible,uncued_022,neutral_metadata_visible,gpt-5.5,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,1,uncued_022_d04,"uncued_022_d04,uncued_022_d03,uncued_022_d02",,uncued_022_d04
143,pilot,,uncued_018_hidden,uncued_018,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_018_d04,"uncued_018_d04,uncued_018_d02,uncued_018_d01",,uncued_018_d04
144,pilot,,uncued_023_hidden,uncued_023,neutral_metadata_hidden,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,uncued_023_d03,"uncued_023_d02,uncued_023_d03",uncued_023_d03,
145,pilot,,uncued_023_visible,uncued_023,neutral_metadata_visible,gpt-5.5,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_023_d02,uncued_023_d04","uncued_023_d02,uncued_023_d01,uncued_023_d04",,uncued_023_d02
147,pilot,,uncued_024_hidden,uncued_024,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,"uncued_024_d02,uncued_024_d04","uncued_024_d01,uncued_024_d02,uncued_024_d04","uncued_024_d02,uncued_024_d04",
148,pilot,,uncued_019_visible,uncued_019,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_019_d04,"uncued_019_d04,uncued_019_d01,uncued_019_d02",,uncued_019_d04
149,pilot,,uncued_023_hidden,uncued_023,neutral_metadata_hidden,gpt-5.5,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_023_d02,uncued_023_d04","uncued_023_d02,uncued_023_d03,uncued_023_d04",,uncued_023_d02
153,pilot,,uncued_006_visible,uncued_006,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_006_d04,uncued_006_d04,,uncued_006_d04
154,pilot,,uncued_019_hidden,uncued_019,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_019_d02,"uncued_019_d02,uncued_019_d03,uncued_019_d01",,uncued_019_d02
157,pilot,,uncued_020_visible,uncued_020,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_020_d01,"uncued_020_d03,uncued_020_d01",,uncued_020_d01
160,pilot,,uncued_020_hidden,uncued_020,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_020_d03,"uncued_020_d03,uncued_020_d01",,uncued_020_d03
164,pilot,,uncued_021_visible,uncued_021,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_021_d04,uncued_021_d03","uncued_021_d04,uncued_021_d01,uncued_021_d03",,uncued_021_d04
166,pilot,,uncued_027_hidden,uncued_027,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,"uncued_027_d01,uncued_027_d02","uncued_027_d04,uncued_027_d01,uncued_027_d02","uncued_027_d01,uncued_027_d02",
168,pilot,,uncued_021_hidden,uncued_021,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_021_d01,"uncued_021_d02,uncued_021_d01",,uncued_021_d01
171,pilot,,uncued_007_visible,uncued_007,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_007_d04,uncued_007_d04,,uncued_007_d04
177,pilot,,uncued_022_hidden,uncued_022,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,1,uncued_022_d04,"uncued_022_d04,uncued_022_d01,uncued_022_d02",,uncued_022_d04
178,pilot,,uncued_030_visible,uncued_030,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d03,"uncued_030_d03,uncued_030_d04,uncued_030_d01",,uncued_030_d03
180,pilot,,uncued_023_visible,uncued_023,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,1,"uncued_023_d02,uncued_023_d04","uncued_023_d01,uncued_023_d04,uncued_023_d02",,uncued_023_d02
181,pilot,,uncued_030_hidden,uncued_030,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,"uncued_030_d02,uncued_030_d03,uncued_030_d01",,
182,pilot,,uncued_031_visible,uncued_031,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,"uncued_031_d03,uncued_031_d02","uncued_031_d04,uncued_031_d03,uncued_031_d02","uncued_031_d02,uncued_031_d03",
183,pilot,,uncued_023_hidden,uncued_023,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,1,uncued_023_d02,"uncued_023_d04,uncued_023_d02,uncued_023_d03",,uncued_023_d02
184,pilot,,uncued_031_hidden,uncued_031,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,"uncued_031_d04,uncued_031_d02,uncued_031_d01",,
186,pilot,,uncued_007_hidden,uncued_007,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_007_d04,uncued_007_d04,,uncued_007_d04
188,pilot,,uncued_029_visible,uncued_029,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_029_d04,"uncued_029_d04,uncued_029_d02,uncued_029_d01",,uncued_029_d04
189,pilot,,uncued_032_visible,uncued_032,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02",,uncued_032_d01
191,pilot,,uncued_029_hidden,uncued_029,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_029_d02,"uncued_029_d02,uncued_029_d04,uncued_029_d03",,uncued_029_d02
193,pilot,,uncued_030_visible,uncued_030,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d03,"uncued_030_d03,uncued_030_d04,uncued_030_d01",,uncued_030_d03
194,pilot,,uncued_008_visible,uncued_008,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_008_d02,uncued_008_d02,,uncued_008_d02
195,pilot,,uncued_033_visible,uncued_033,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,"uncued_033_d02,uncued_033_d04","uncued_033_d01,uncued_033_d02,uncued_033_d04","uncued_033_d02,uncued_033_d04",
197,pilot,,uncued_030_hidden,uncued_030,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d02,"uncued_030_d02,uncued_030_d03,uncued_030_d01",,uncued_030_d02
198,pilot,,uncued_033_hidden,uncued_033,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d03,"uncued_033_d03,uncued_033_d04,uncued_033_d02",,uncued_033_d03
200,pilot,,uncued_031_visible,uncued_031,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d04,uncued_031_d03,uncued_031_d02",,uncued_031_d04
202,pilot,,uncued_034_visible,uncued_034,neutral_metadata_visible,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04",,uncued_034_d03
203,pilot,,uncued_031_hidden,uncued_031,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d04,uncued_031_d02,uncued_031_d01",,uncued_031_d04
204,pilot,,uncued_034_hidden,uncued_034,neutral_metadata_hidden,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04",,uncued_034_d03
207,pilot,,uncued_032_visible,uncued_032,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02",,uncued_032_d01
208,pilot,,uncued_035_visible,uncued_035,neutral_metadata_visible,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,"uncued_035_d04,uncued_035_d03","uncued_035_d02,uncued_035_d03,uncued_035_d04","uncued_035_d03,uncued_035_d04",
209,pilot,,uncued_032_hidden,uncued_032,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d02,"uncued_032_d02,uncued_032_d03,uncued_032_d04",,uncued_032_d02
211,pilot,,uncued_033_visible,uncued_033,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d01,"uncued_033_d01,uncued_033_d02,uncued_033_d04",,uncued_033_d01
212,pilot,,uncued_009_visible,uncued_009,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_009_d03,uncued_009_d03,,uncued_009_d03
213,pilot,,uncued_035_hidden,uncued_035,neutral_metadata_hidden,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,"uncued_035_d04,uncued_035_d03,uncued_035_d01",,
214,pilot,,uncued_033_hidden,uncued_033,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d03,"uncued_033_d03,uncued_033_d04,uncued_033_d02",,uncued_033_d03
