baseline,view,condition,family,n,verdict_accuracy,evidence_precision,clean_support_recall,polluted_support_rate,action_target_score,operational_epistemic_escape
claim_overlap_only,neutral_metadata_hidden,clean,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,clean,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,clean,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,generated_lore,active_verification,4,1.0,0.0,1.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_hidden,generated_lore,evidence_selection,4,1.0,0.0,1.0,0.0,0.0,1.0
claim_overlap_only,neutral_metadata_hidden,generated_lore,packet_judgment,4,1.0,0.0,1.0,0.0,0.0,1.0
claim_overlap_only,neutral_metadata_visible,buried_primary,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,buried_primary,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,buried_primary,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,clean,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,clean,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,clean,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,generated_lore,active_verification,4,1.0,0.0,1.0,0.0,0.0,0.0
claim_overlap_only,neutral_metadata_visible,generated_lore,evidence_selection,4,1.0,0.0,1.0,0.0,0.0,1.0
claim_overlap_only,neutral_metadata_visible,generated_lore,packet_judgment,4,1.0,0.0,1.0,0.0,0.0,1.0
cue_phrase_only,neutral_metadata_hidden,buried_primary,active_verification,2,1.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,buried_primary,evidence_selection,5,1.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,buried_primary,packet_judgment,5,1.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,clean,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,clean,packet_judgment,5,0.6,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,generated_lore,active_verification,4,0.0,0.0,1.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_hidden,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,buried_primary,active_verification,2,1.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,buried_primary,evidence_selection,5,1.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,buried_primary,packet_judgment,5,1.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,clean,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,clean,packet_judgment,5,0.6,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,generated_lore,active_verification,4,0.0,0.0,1.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
cue_phrase_only,neutral_metadata_visible,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
document_order_only,neutral_metadata_hidden,buried_primary,active_verification,2,1.0,0.5,0.5,0.5,0.0,0.0
document_order_only,neutral_metadata_hidden,buried_primary,evidence_selection,5,1.0,0.0,0.0,0.6,0.0,0.0
document_order_only,neutral_metadata_hidden,buried_primary,packet_judgment,5,1.0,0.2,0.2,0.2,0.0,0.2
document_order_only,neutral_metadata_hidden,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
document_order_only,neutral_metadata_hidden,clean,evidence_selection,5,0.4,0.6,0.6,0.0,0.0,0.4
document_order_only,neutral_metadata_hidden,clean,packet_judgment,5,0.6,0.4,0.4,0.0,0.0,0.2
document_order_only,neutral_metadata_hidden,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
document_order_only,neutral_metadata_hidden,conflicting_evidence,evidence_selection,5,0.0,0.2,0.2,0.2,0.0,0.0
document_order_only,neutral_metadata_hidden,conflicting_evidence,packet_judgment,5,0.0,0.2,0.2,0.4,0.0,0.0
document_order_only,neutral_metadata_hidden,false_consensus,active_verification,2,0.0,0.0,0.0,1.0,0.0,0.0
document_order_only,neutral_metadata_hidden,false_consensus,evidence_selection,5,0.0,0.2,0.2,0.2,0.0,0.0
document_order_only,neutral_metadata_hidden,false_consensus,packet_judgment,5,0.0,0.4,0.4,0.6,0.0,0.0
document_order_only,neutral_metadata_hidden,generated_lore,active_verification,4,0.0,0.0,1.0,0.75,0.0,0.0
document_order_only,neutral_metadata_hidden,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.75,0.0,0.0
document_order_only,neutral_metadata_hidden,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
document_order_only,neutral_metadata_visible,buried_primary,active_verification,2,1.0,0.0,0.0,0.5,0.0,0.0
document_order_only,neutral_metadata_visible,buried_primary,evidence_selection,5,1.0,0.2,0.2,0.8,0.0,0.2
document_order_only,neutral_metadata_visible,buried_primary,packet_judgment,5,1.0,0.0,0.0,0.4,0.0,0.0
document_order_only,neutral_metadata_visible,clean,active_verification,2,0.5,0.5,0.5,0.0,0.0,0.0
document_order_only,neutral_metadata_visible,clean,evidence_selection,5,0.4,0.4,0.4,0.0,0.0,0.0
document_order_only,neutral_metadata_visible,clean,packet_judgment,5,0.6,0.4,0.4,0.0,0.0,0.2
document_order_only,neutral_metadata_visible,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
document_order_only,neutral_metadata_visible,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.4,0.0,0.0
document_order_only,neutral_metadata_visible,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.6,0.0,0.0
document_order_only,neutral_metadata_visible,false_consensus,active_verification,2,0.0,0.0,0.0,0.5,0.0,0.0
document_order_only,neutral_metadata_visible,false_consensus,evidence_selection,5,0.0,0.2,0.2,0.2,0.0,0.0
document_order_only,neutral_metadata_visible,false_consensus,packet_judgment,5,0.0,0.4,0.4,0.6,0.0,0.0
document_order_only,neutral_metadata_visible,generated_lore,active_verification,4,0.0,0.0,1.0,0.5,0.0,0.0
document_order_only,neutral_metadata_visible,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.75,0.0,0.0
document_order_only,neutral_metadata_visible,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.5,0.0,0.0
id_only,neutral_metadata_hidden,buried_primary,active_verification,2,1.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,buried_primary,evidence_selection,5,1.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,buried_primary,packet_judgment,5,1.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,clean,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,clean,packet_judgment,5,0.6,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,generated_lore,active_verification,4,0.0,0.0,1.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
id_only,neutral_metadata_hidden,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,buried_primary,active_verification,2,1.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,buried_primary,evidence_selection,5,1.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,buried_primary,packet_judgment,5,1.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,clean,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,clean,packet_judgment,5,0.6,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,generated_lore,active_verification,4,0.0,0.0,1.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
id_only,neutral_metadata_visible,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,buried_primary,active_verification,2,1.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,buried_primary,evidence_selection,5,1.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,buried_primary,packet_judgment,5,1.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,clean,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,clean,packet_judgment,5,0.6,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,generated_lore,active_verification,4,0.0,0.0,1.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
metadata_only,neutral_metadata_hidden,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,buried_primary,active_verification,2,1.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,buried_primary,evidence_selection,5,1.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,buried_primary,packet_judgment,5,1.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,clean,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,clean,packet_judgment,5,0.6,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,conflicting_evidence,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,conflicting_evidence,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,false_consensus,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,false_consensus,evidence_selection,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,false_consensus,packet_judgment,5,0.0,0.0,0.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,generated_lore,active_verification,4,0.0,0.0,1.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
metadata_only,neutral_metadata_visible,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,buried_primary,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,buried_primary,evidence_selection,5,0.2,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,buried_primary,packet_judgment,5,0.2,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,clean,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,clean,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,clean,packet_judgment,5,0.2,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,conflicting_evidence,active_verification,2,1.0,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,conflicting_evidence,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,conflicting_evidence,packet_judgment,5,0.2,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,false_consensus,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,false_consensus,evidence_selection,5,0.2,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,false_consensus,packet_judgment,5,0.8,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,generated_lore,active_verification,4,0.25,0.0,1.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_hidden,generated_lore,packet_judgment,4,0.0,0.0,1.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,buried_primary,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,buried_primary,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,buried_primary,packet_judgment,5,0.8,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,clean,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,clean,evidence_selection,5,0.2,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,clean,packet_judgment,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,conflicting_evidence,active_verification,2,0.0,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,conflicting_evidence,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,conflicting_evidence,packet_judgment,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,false_consensus,active_verification,2,0.5,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,false_consensus,evidence_selection,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,false_consensus,packet_judgment,5,0.4,0.0,0.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,generated_lore,active_verification,4,0.25,0.0,1.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,generated_lore,evidence_selection,4,0.0,0.0,1.0,0.0,0.0,0.0
random_valid_schema,neutral_metadata_visible,generated_lore,packet_judgment,4,0.5,0.0,1.0,0.0,0.0,0.5
simple_heuristic,neutral_metadata_hidden,buried_primary,active_verification,2,1.0,0.5,0.5,0.5,0.5,0.0
simple_heuristic,neutral_metadata_hidden,buried_primary,evidence_selection,5,1.0,0.2,0.2,0.8,0.0,0.2
simple_heuristic,neutral_metadata_hidden,buried_primary,packet_judgment,5,1.0,0.4,0.4,0.6,0.0,0.4
