task_id,base_task_id,view,condition,family,model,schema_variant,prompt_condition,parse_success,empty_output,schema_missing,belief_correctness,insufficient_verdict,primary_selected,primary_in_support,polluted_in_support,polluted_rejected,polluted_diagnostic,dual_role_pollutant,action_search_primary,action_trace_source,role_escape,operational_escape_proxy,support_doc_ids,rejected_doc_ids,diagnostic_doc_ids,selected_doc_ids,predicted_verdict,gold_verdict,cost_usd,clean_support_recovered,pollutant_rejection,operational_contract_success
uncued_050_visible,uncued_050,neutral_metadata_visible,generated_lore,packet_judgment,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_050_d02,uncued_050_d04","uncued_050_d03,uncued_050_d01","uncued_050_d03,uncued_050_d01,uncued_050_d04",insufficient,insufficient,0.003456,0,1,1
uncued_050_visible,uncued_050,neutral_metadata_visible,generated_lore,packet_judgment,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_050_d04,uncued_050_d02","uncued_050_d03,uncued_050_d01","uncued_050_d04,uncued_050_d02,uncued_050_d01",insufficient,insufficient,0.027015,0,1,1
uncued_051_visible,uncued_051,neutral_metadata_visible,generated_lore,packet_judgment,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,uncued_051_d03,,"uncued_051_d01,uncued_051_d03,uncued_051_d02",insufficient,insufficient,0.022004999999999997,0,1,1
uncued_051_visible,uncued_051,neutral_metadata_visible,generated_lore,packet_judgment,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_051_d01,uncued_051_d03",,"uncued_051_d01,uncued_051_d02,uncued_051_d03",insufficient,insufficient,0.003816,0,1,1
uncued_051_visible,uncued_051,neutral_metadata_visible,generated_lore,packet_judgment,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_051_d01,uncued_051_d03","uncued_051_d02,uncued_051_d04","uncued_051_d01,uncued_051_d03,uncued_051_d04",insufficient,insufficient,0.027765,0,1,1
uncued_051_visible,uncued_051,neutral_metadata_visible,generated_lore,packet_judgment,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,,"uncued_051_d01,uncued_051_d03","uncued_051_d02,uncued_051_d04","uncued_051_d01,uncued_051_d02,uncued_051_d04",insufficient,insufficient,0.0047929999999999995,0,1,1
uncued_052_visible,uncued_052,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,"uncued_052_d01,uncued_052_d04","uncued_052_d02,uncued_052_d03",,"uncued_052_d02,uncued_052_d03,uncued_052_d01",insufficient,insufficient,0.031670000000000004,0,1,1
uncued_052_visible,uncued_052,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,0,1,1,,"uncued_052_d02,uncued_052_d03",,"uncued_052_d02,uncued_052_d01,uncued_052_d03",insufficient,insufficient,0.00350425,0,1,1
uncued_052_visible,uncued_052,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_052_d02,uncued_052_d03","uncued_052_d01,uncued_052_d04","uncued_052_d02,uncued_052_d03,uncued_052_d01",insufficient,insufficient,0.025189999999999997,0,1,1
uncued_052_visible,uncued_052,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,,uncued_052_d03,"uncued_052_d02,uncued_052_d01,uncued_052_d04","uncued_052_d02,uncued_052_d01,uncued_052_d03",insufficient,insufficient,0.0025150000000000003,0,1,1
uncued_053_visible,uncued_053,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_053_d04,uncued_053_d01",,"uncued_053_d04,uncued_053_d01,uncued_053_d03",insufficient,insufficient,0.026585,0,1,1
uncued_053_visible,uncued_053,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_053_d04,uncued_053_d01",,"uncued_053_d04,uncued_053_d01,uncued_053_d03",insufficient,insufficient,0.0037245,0,1,1
uncued_053_visible,uncued_053,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,,"uncued_053_d04,uncued_053_d01","uncued_053_d02,uncued_053_d03","uncued_053_d04,uncued_053_d01",insufficient,insufficient,0.0020985,0,1,1
uncued_053_visible,uncued_053,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_053_d04,uncued_053_d01","uncued_053_d02,uncued_053_d03","uncued_053_d04,uncued_053_d01,uncued_053_d02",insufficient,insufficient,0.029345,0,1,1
uncued_054_visible,uncued_054,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_054_d03,uncued_054_d04",,"uncued_054_d04,uncued_054_d03,uncued_054_d01",insufficient,insufficient,0.025200000000000004,0,1,1
uncued_054_visible,uncued_054,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_054_d03,uncued_054_d04",,"uncued_054_d03,uncued_054_d01,uncued_054_d04",insufficient,insufficient,0.004554249999999999,0,1,1
uncued_054_visible,uncued_054,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_054_d04,uncued_054_d03",uncued_054_d02,"uncued_054_d04,uncued_054_d03,uncued_054_d02",insufficient,insufficient,0.02601,0,1,1
uncued_054_visible,uncued_054,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_054_d03,uncued_054_d04","uncued_054_d01,uncued_054_d02","uncued_054_d03,uncued_054_d01,uncued_054_d04",insufficient,insufficient,0.003727,0,1,1
uncued_055_visible,uncued_055,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,"uncued_055_d01,uncued_055_d02","uncued_055_d04,uncued_055_d03",,"uncued_055_d03,uncued_055_d04,uncued_055_d01",insufficient,insufficient,0.024674999999999996,0,1,1
uncued_055_visible,uncued_055,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,0,1,1,,"uncued_055_d04,uncued_055_d03",,"uncued_055_d03,uncued_055_d01,uncued_055_d02",insufficient,insufficient,0.003533,0,1,1
uncued_055_visible,uncued_055,neutral_metadata_visible,generated_lore,evidence_selection,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_055_d04,uncued_055_d03","uncued_055_d01,uncued_055_d02","uncued_055_d03,uncued_055_d04,uncued_055_d02",insufficient,insufficient,0.028245,0,1,1
uncued_055_visible,uncued_055,neutral_metadata_visible,generated_lore,evidence_selection,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_055_d04,uncued_055_d03","uncued_055_d01,uncued_055_d02","uncued_055_d04,uncued_055_d03,uncued_055_d01",insufficient,insufficient,0.002904,0,1,1
uncued_056_visible,uncued_056,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_056_d01,uncued_056_d03",,"uncued_056_d01,uncued_056_d03,uncued_056_d02",insufficient,insufficient,0.024645,0,1,1
uncued_056_visible,uncued_056,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,0,1,1,,"uncued_056_d01,uncued_056_d03",,"uncued_056_d04,uncued_056_d01,uncued_056_d03",insufficient,insufficient,0.0043675,0,1,1
uncued_056_visible,uncued_056,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,,uncued_056_d03,"uncued_056_d04,uncued_056_d01,uncued_056_d02","uncued_056_d01,uncued_056_d02,uncued_056_d03",insufficient,insufficient,0.0020345,0,1,1
uncued_056_visible,uncued_056,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_056_d01,uncued_056_d03","uncued_056_d04,uncued_056_d02","uncued_056_d01,uncued_056_d03,uncued_056_d02",insufficient,insufficient,0.032625,0,1,1
uncued_057_visible,uncued_057,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,"uncued_057_d02,uncued_057_d01",uncued_057_d03,,"uncued_057_d04,uncued_057_d02,uncued_057_d01",insufficient,insufficient,0.031365,0,1,1
uncued_057_visible,uncued_057,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_057_d03,uncued_057_d04",,"uncued_057_d03,uncued_057_d02,uncued_057_d04",insufficient,insufficient,0.00370275,0,1,1
uncued_057_visible,uncued_057,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_057_d03,uncued_057_d04","uncued_057_d02,uncued_057_d01","uncued_057_d04,uncued_057_d03,uncued_057_d02",insufficient,insufficient,0.024645,0,1,1
uncued_057_visible,uncued_057,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_057_d03,uncued_057_d04","uncued_057_d02,uncued_057_d01","uncued_057_d03,uncued_057_d02,uncued_057_d04",insufficient,insufficient,0.002281,0,1,1
uncued_058_visible,uncued_058,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_058_d01,uncued_058_d02",,"uncued_058_d01,uncued_058_d04,uncued_058_d02",insufficient,insufficient,0.0028982500000000002,0,1,1
uncued_058_visible,uncued_058,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,"uncued_058_d03,uncued_058_d04","uncued_058_d01,uncued_058_d02",,"uncued_058_d01,uncued_058_d02,uncued_058_d03",insufficient,insufficient,0.03155,0,1,1
uncued_058_visible,uncued_058,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_058_d01,uncued_058_d02","uncued_058_d04,uncued_058_d03","uncued_058_d01,uncued_058_d02,uncued_058_d04",insufficient,insufficient,0.02891,0,1,1
uncued_058_visible,uncued_058,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_058_d01,uncued_058_d02","uncued_058_d03,uncued_058_d04","uncued_058_d03,uncued_058_d01,uncued_058_d04",insufficient,insufficient,0.002589,0,1,1
uncued_059_visible,uncued_059,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_059_d02,uncued_059_d04",,"uncued_059_d02,uncued_059_d01,uncued_059_d04",insufficient,insufficient,0.00224975,0,1,1
uncued_059_visible,uncued_059,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,current_phase1,standard_answer,1,0,0,1,1,0,0,0,1,not_applicable,0,1,1,1,1,,"uncued_059_d02,uncued_059_d04",,"uncued_059_d02,uncued_059_d04,uncued_059_d03",insufficient,insufficient,0.024245000000000003,0,1,1
uncued_059_visible,uncued_059,neutral_metadata_visible,generated_lore,active_verification,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,,"uncued_059_d02,uncued_059_d04","uncued_059_d03,uncued_059_d01","uncued_059_d02,uncued_059_d04,uncued_059_d03",insufficient,insufficient,0.022595,0,1,1
uncued_059_visible,uncued_059,neutral_metadata_visible,generated_lore,active_verification,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,,"uncued_059_d02,uncued_059_d04","uncued_059_d03,uncued_059_d01","uncued_059_d02,uncued_059_d01,uncued_059_d04",insufficient,insufficient,0.00206275,0,1,1
uncued_038_visible,uncued_038,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_038_d04,uncued_038_d03,,"uncued_038_d04,uncued_038_d01,uncued_038_d03",supported,supported,0.0040795,1,1,1
uncued_038_visible,uncued_038,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_038_d04,uncued_038_d03,,"uncued_038_d04,uncued_038_d03,uncued_038_d01",supported,supported,0.03045,1,1,1
uncued_038_visible,uncued_038,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_038_d04,uncued_038_d03,"uncued_038_d02,uncued_038_d01","uncued_038_d04,uncued_038_d03,uncued_038_d01",supported,supported,0.00164175,1,1,1
uncued_038_visible,uncued_038,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,uncued_038_d04,uncued_038_d03,"uncued_038_d02,uncued_038_d01","uncued_038_d04,uncued_038_d03,uncued_038_d01",supported,supported,0.03144,1,1,1
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_039_d02,"uncued_039_d04,uncued_039_d01,uncued_039_d03",,"uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.0314,1,1,1
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_039_d02,uncued_039_d04,,"uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.004218749999999999,1,1,1
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,uncued_039_d02,uncued_039_d04,"uncued_039_d01,uncued_039_d03","uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.03011,1,1,1
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_039_d02,uncued_039_d04,"uncued_039_d03,uncued_039_d01","uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.004021,1,1,1
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_040_d02,uncued_040_d04,,"uncued_040_d02,uncued_040_d04",supported,supported,0.0034902500000000003,1,1,1
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_040_d02,"uncued_040_d01,uncued_040_d04,uncued_040_d03",,"uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.03035,1,1,1
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,uncued_040_d02,,"uncued_040_d01,uncued_040_d04,uncued_040_d03","uncued_040_d01,uncued_040_d02,uncued_040_d04",supported,supported,0.0039552499999999996,1,0,1
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_040_d02,uncued_040_d04,"uncued_040_d01,uncued_040_d03","uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.02963,1,1,1
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_041_d02,"uncued_041_d01,uncued_041_d03",,"uncued_041_d02,uncued_041_d01,uncued_041_d03",supported,supported,0.0291,1,1,1
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_041_d02,"uncued_041_d01,uncued_041_d03",,"uncued_041_d02,uncued_041_d01,uncued_041_d03",supported,supported,0.0048122500000000006,1,1,1
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_041_d02,uncued_041_d01,"uncued_041_d03,uncued_041_d04","uncued_041_d02,uncued_041_d01,uncued_041_d03",supported,supported,0.030869999999999998,1,1,1
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,uncued_041_d02,,"uncued_041_d01,uncued_041_d04,uncued_041_d03","uncued_041_d02,uncued_041_d01",supported,supported,0.0029305,1,0,1
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_042_d01,uncued_042_d03,,"uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.025285,1,1,1
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,1,0,1,1,uncued_042_d01,uncued_042_d03,,"uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.003098,1,1,1
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_042_d01,uncued_042_d03,"uncued_042_d02,uncued_042_d04","uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.028525000000000002,1,1,1
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,uncued_042_d01,uncued_042_d03,"uncued_042_d02,uncued_042_d04","uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.00428,1,1,1
uncued_043_visible,uncued_043,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_043_d03,uncued_043_d01,,"uncued_043_d03,uncued_043_d01,uncued_043_d02",supported,supported,0.00254675,1,1,1
uncued_043_visible,uncued_043,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_043_d03,uncued_043_d01,,"uncued_043_d03,uncued_043_d01,uncued_043_d02",supported,supported,0.03071,1,1,1
uncued_043_visible,uncued_043,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,uncued_043_d03,uncued_043_d01,"uncued_043_d02,uncued_043_d04","uncued_043_d03,uncued_043_d01,uncued_043_d02",supported,supported,0.03128,1,1,1
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_046_d03,"uncued_046_d04,uncued_046_d01,uncued_046_d02",,"uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.02357,1,1,1
uncued_043_visible,uncued_043,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_043_d03,uncued_043_d01,"uncued_043_d04,uncued_043_d02","uncued_043_d03,uncued_043_d01,uncued_043_d02",supported,supported,0.00471275,1,1,1
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_046_d03,uncued_046_d04,,"uncued_046_d03,uncued_046_d04,uncued_046_d02",supported,supported,0.0033202500000000003,1,1,1
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,uncued_046_d03,uncued_046_d04,"uncued_046_d02,uncued_046_d01","uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.0017452499999999998,1,1,0
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,role_decomposed_v1,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,uncued_046_d03,uncued_046_d04,"uncued_046_d01,uncued_046_d02","uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.03164,1,1,1
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,current_phase1,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,0,uncued_047_d02,uncued_047_d04,,"uncued_047_d02,uncued_047_d04",supported,supported,0.0032825,1,1,0
