row_index,audit_status,model,task_id,condition,prompt_condition,semantically_useful_action,machine_executable_action,exact_target_present,required_action_type_present,contradiction_search_needed,primary_search_needed,trace_source_needed,scorer_too_strict,auditor_notes,question,model_actions,auto_action_gate_pass,auto_missing_primary_action,auto_missing_contradiction_action,auto_missing_trace_source_action,gold_verdict,primary_doc_ids,contradiction_doc_ids,contaminant_doc_ids,generated_doc_ids,stale_doc_ids,documents
11,needs_human_label,claude-opus-4-7,ert_084,conflicting_evidence,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,trace_source target=doc_008: Confirm the certification record's reviewer sign-off and raw logs as primary evidence of lapse on 2024-12-31. | search_contradiction target=doc_007: The 'valid through 2025' claim relies on a 2024-11 summary citing secondary sources; check for any primary renewal filing that would override the lapse record.,1.0,0.0,0.0,0.0,refuted,"doc_008, doc_001","doc_008, doc_001","doc_007, doc_003, doc_002",,"doc_007, doc_003, doc_002","doc_007 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_003 [stale; supplier_whitepaper; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [stale; wiki_style_summary; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [background; quality_digest; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; customer_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; release_note; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
12,needs_human_label,claude-opus-4-7,ert_084,conflicting_evidence,standard_answer,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,"trace_source target=doc_007: Doc_003 and doc_002 both cite doc_007, indicating a single upstream source rather than independent corroboration. | compare_versions target=doc_008: Confirm the certification record's lapse date against the independent version history in doc_001.",1.0,0.0,0.0,0.0,refuted,"doc_008, doc_001","doc_008, doc_001","doc_007, doc_003, doc_002",,"doc_007, doc_003, doc_002","doc_007 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_003 [stale; supplier_whitepaper; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [stale; wiki_style_summary; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [background; quality_digest; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; customer_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; release_note; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
13,needs_human_label,claude-opus-4-7,ert_085,conflicting_evidence,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,trace_source target=doc_007: Confirm the certification record's primary status and reviewer sign-off as the basis for the lapse finding. | compare_versions target=doc_001: Cross-check the version history against doc_007 to confirm independent corroboration of the 2024-12-31 lapse.,1.0,0.0,0.0,0.0,refuted,"doc_007, doc_001","doc_007, doc_001","doc_003, doc_004, doc_008",,"doc_003, doc_004, doc_008","doc_003 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_004 [stale; wiki_style_summary; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [stale; press_release; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_002 [background; customer_note; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; customer_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; quality_digest; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
14,needs_human_label,claude-opus-4-7,ert_085,conflicting_evidence,standard_answer,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,trace_source target=doc_004: Secondary coverage cites doc_003; tracing confirms a single upstream rather than independent confirmation. | compare_versions target=doc_007: Compare the certification record with later independent corroboration (doc_001) to confirm lapse date and renewal status.,1.0,0.0,0.0,0.0,refuted,"doc_007, doc_001","doc_007, doc_001","doc_003, doc_004, doc_008",,"doc_003, doc_004, doc_008","doc_003 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_004 [stale; wiki_style_summary; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [stale; press_release; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_002 [background; customer_note; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; customer_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; quality_digest; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
15,needs_human_label,claude-opus-4-7,ert_086,conflicting_evidence,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,trace_source target=doc_006: Confirm the signed certification record and reviewer sign-off as primary evidence of lapse on 2024-12-31. | compare_versions target=doc_008: Check whether the authoritative-looking summary has primary backing or only secondary citations repeated by doc_005 and doc_007.,1.0,0.0,0.0,0.0,refuted,"doc_006, doc_004","doc_006, doc_004","doc_008, doc_005, doc_007",,"doc_008, doc_005, doc_007","doc_008 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_005 [stale; press_release; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [stale; executive_memo; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_002 [background; meeting_minutes; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_003 [background; customer_note; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_001 [background; quality_digest; 2024-12-21] Reference note 12 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
16,needs_human_label,claude-opus-4-7,ert_086,conflicting_evidence,standard_answer,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,trace_source target=doc_005: Secondary items copy doc_008's wording; tracing confirms a single upstream source rather than independent corroboration. | compare_versions target=doc_006: Cross-check the certification record against doc_004's independent corroboration to confirm the lapse date.,1.0,0.0,0.0,0.0,refuted,"doc_006, doc_004","doc_006, doc_004","doc_008, doc_005, doc_007",,"doc_008, doc_005, doc_007","doc_008 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_005 [stale; press_release; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [stale; executive_memo; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_002 [background; meeting_minutes; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_003 [background; customer_note; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_001 [background; quality_digest; 2024-12-21] Reference note 12 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
17,needs_human_label,claude-opus-4-7,ert_087,conflicting_evidence,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,"trace_source target=doc_002: Confirm the certification record is a primary regulator-signed document showing lapse on 2024-12-31. | compare_versions target=doc_003: Check whether doc_008 and doc_007 independently verify or merely repeat doc_003's wording, indicating pseudo-consensus.",1.0,0.0,0.0,0.0,refuted,"doc_002, doc_001","doc_002, doc_001","doc_003, doc_008, doc_007",,"doc_003, doc_008, doc_007","doc_003 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_008 [stale; executive_memo; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [stale; industry_digest; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [background; meeting_minutes; 2024-12-17] Reference note 8 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; meeting_minutes; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; release_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
18,needs_human_label,claude-opus-4-7,ert_087,conflicting_evidence,standard_answer,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,"trace_source target=doc_008: Secondary items doc_008 and doc_007 both cite doc_003, indicating a single upstream source rather than independent corroboration. | compare_versions target=doc_002: Confirm the certification record against the independent corroboration in doc_001 to verify the 2024-12-31 lapse.",1.0,0.0,0.0,0.0,refuted,"doc_002, doc_001","doc_002, doc_001","doc_003, doc_008, doc_007",,"doc_003, doc_008, doc_007","doc_003 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_008 [stale; executive_memo; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [stale; industry_digest; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [background; meeting_minutes; 2024-12-17] Reference note 8 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; meeting_minutes; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; release_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
19,needs_human_label,deepseek-v4-pro,ert_084,conflicting_evidence,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,"open target=doc_008: Primary certification record dated 2025-01-15 directly states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. | compare_versions target=doc_007 vs doc_008: doc_007 claims certification valid through 2025 but lacks primary support, while doc_008 is a primary record that refutes it.",1.0,0.0,0.0,0.0,refuted,"doc_008, doc_001","doc_008, doc_001","doc_007, doc_003, doc_002",,"doc_007, doc_003, doc_002","doc_007 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_003 [stale; supplier_whitepaper; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [stale; wiki_style_summary; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [background; quality_digest; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; customer_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; release_note; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
20,needs_human_label,deepseek-v4-pro,ert_084,conflicting_evidence,standard_answer,,,,,1.0,1.0,0.0,,,Was Novalis Robotics' EU safety certification still valid in January 2025?,trace_source target=doc_007: Trace the origin of the valid-through-2025 claim to assess reliability. doc_007 is an old certificate notice that may not reflect later changes. | search_primary target=Novalis Robotics EU safety certification record January 2025: Search for primary certification records to verify the status during the target period.,0.0,0.0,1.0,0.0,refuted,"doc_008, doc_001","doc_008, doc_001","doc_007, doc_003, doc_002",,"doc_007, doc_003, doc_002","doc_007 [stale; old_certificate_notice; 2024-11-03] Authoritative-looking summary claiming valid through 2025 -- Authoritative-looking summary The 2023 certificate was valid at the time it was issued. This source repeats the wording of the question: Was Novalis Robotics' EU safety certification still valid in January 2025? It presents the result as settled and cites s... || doc_003 [stale; supplier_whitepaper; 2024-11-04] Secondary coverage 1: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [stale; wiki_style_summary; 2024-11-05] Secondary coverage 2: valid through 2025 -- Secondary coverage This item repeats that valid through 2025. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [primary; certification_record; 2025-01-15] Novalis Robotics record for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_001 [primary; version_history; 2025-02-02] Independent corroboration for 2025-Q1 -- Record The signed record states that the EU safety certificate lapsed on 2024-12-31 with renewal unresolved. The finding is based on raw operating records, dated logs, and reviewer sign-off. || doc_004 [background; quality_digest; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; customer_note; 2024-12-19] Reference note 10 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_005 [background; release_note; 2024-12-20] Reference note 11 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
21,needs_human_label,claude-opus-4-7,ert_088,false_consensus,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"trace_source target=doc_005: All secondary items trace back to doc_005, which lacks primary citations. Tracing confirms pseudo-consensus rather than independent verification. | compare_versions target=doc_001: Verify the audit report's 3.8% figure against any other primary records to confirm the contradiction with the repeated 1.7% claim.",1.0,0.0,0.0,0.0,refuted,doc_001,doc_001,"doc_005, doc_006, doc_004, doc_003, doc_002, doc_008, doc_007",,,"doc_005 [contaminant; industry_digest; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; industry_digest; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; supplier_whitepaper; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; wiki_style_summary; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; press_release; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; executive_memo; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; industry_digest; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
22,needs_human_label,claude-opus-4-7,ert_088,false_consensus,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"trace_source target=doc_005: All secondary items cite doc_005, so the apparent consensus collapses to a single upstream claim. | search_primary target=doc_001: Audit report with raw records and reviewer sign-off is the strongest primary source for the recall rate.",1.0,0.0,0.0,0.0,refuted,doc_001,doc_001,"doc_005, doc_006, doc_004, doc_003, doc_002, doc_008, doc_007",,,"doc_005 [contaminant; industry_digest; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; industry_digest; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; supplier_whitepaper; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; wiki_style_summary; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; press_release; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; executive_memo; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; industry_digest; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
