task_id,family,condition,model,prompt_condition,parse_success,empty_output,schema_missing,parse_error,response_format_used,json_extractor_used,cost_usd
uncued_010_visible,active_verification,clean,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00153525
uncued_012_visible,packet_judgment,conflicting_evidence,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00156525
uncued_017_visible,evidence_selection,conflicting_evidence,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0014047500000000002
uncued_017_hidden,evidence_selection,conflicting_evidence,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00154775
uncued_022_visible,active_verification,conflicting_evidence,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0013792499999999998
uncued_024_visible,packet_judgment,false_consensus,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0013947500000000002
uncued_024_hidden,packet_judgment,false_consensus,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00138775
uncued_029_visible,evidence_selection,false_consensus,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0014377499999999998
uncued_029_hidden,evidence_selection,false_consensus,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00169075
uncued_036_visible,packet_judgment,buried_primary,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0014665
uncued_041_visible,evidence_selection,buried_primary,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.001363
uncued_041_hidden,evidence_selection,buried_primary,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.001418
uncued_046_visible,active_verification,buried_primary,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0014865
uncued_048_visible,packet_judgment,generated_lore,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00158725
uncued_048_hidden,packet_judgment,generated_lore,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00159625
uncued_052_visible,evidence_selection,generated_lore,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0016395000000000001
uncued_056_visible,active_verification,generated_lore,claude-opus-4-7,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0015215
uncued_000_visible,packet_judgment,clean,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0041095
uncued_000_hidden,packet_judgment,clean,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0051845
uncued_005_visible,evidence_selection,clean,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00200475
uncued_010_visible,active_verification,clean,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.002365
uncued_012_visible,packet_judgment,conflicting_evidence,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.004751
uncued_017_visible,evidence_selection,conflicting_evidence,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0051372499999999995
uncued_017_hidden,evidence_selection,conflicting_evidence,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00234225
uncued_022_visible,active_verification,conflicting_evidence,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.005882999999999999
uncued_024_visible,packet_judgment,false_consensus,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.003955
uncued_024_hidden,packet_judgment,false_consensus,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00264
uncued_029_visible,evidence_selection,false_consensus,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0058905
uncued_029_hidden,evidence_selection,false_consensus,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00473875
uncued_036_visible,packet_judgment,buried_primary,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0023197499999999998
uncued_041_visible,evidence_selection,buried_primary,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0023235
uncued_041_hidden,evidence_selection,buried_primary,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0032607499999999998
uncued_046_visible,active_verification,buried_primary,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.001781
uncued_048_visible,packet_judgment,generated_lore,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00261625
uncued_048_hidden,packet_judgment,generated_lore,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.002844
uncued_052_visible,evidence_selection,generated_lore,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.00356625
uncued_056_visible,active_verification,generated_lore,gemini-3.1-pro-preview,standard_answer,1.0,0.0,0.0,,json_schema,first_json_object,0.0031562499999999998
uncued_000_visible,packet_judgment,clean,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.0052857500000000005
uncued_000_hidden,packet_judgment,clean,deepseek-v4-pro,standard_answer,0.0,1.0,0.0,empty output,json_object,first_json_object,0.0019039999999999999
uncued_005_visible,evidence_selection,clean,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00446825
uncued_010_visible,active_verification,clean,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00192775
uncued_012_visible,packet_judgment,conflicting_evidence,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.005082499999999999
uncued_017_visible,evidence_selection,conflicting_evidence,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.004098
uncued_017_hidden,evidence_selection,conflicting_evidence,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.0045702500000000005
uncued_022_visible,active_verification,conflicting_evidence,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.0064930000000000005
uncued_024_visible,packet_judgment,false_consensus,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.006546
uncued_024_hidden,packet_judgment,false_consensus,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00362225
uncued_029_visible,evidence_selection,false_consensus,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.003709
uncued_029_hidden,evidence_selection,false_consensus,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00419325
uncued_036_visible,packet_judgment,buried_primary,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00342925
uncued_041_visible,evidence_selection,buried_primary,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.0051265
uncued_041_hidden,evidence_selection,buried_primary,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.0048987499999999995
uncued_046_visible,active_verification,buried_primary,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00399225
uncued_048_visible,packet_judgment,generated_lore,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00538625
uncued_048_hidden,packet_judgment,generated_lore,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.0035145
uncued_052_visible,evidence_selection,generated_lore,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00505975
uncued_056_visible,active_verification,generated_lore,deepseek-v4-pro,standard_answer,1.0,0.0,0.0,,json_object,first_json_object,0.00567475
