task_id,family,condition,difficulty,model,provider,budget_setting,prompt_condition,backend,parse_success,empty_output,schema_missing,attempt_count,visible_output_tokens,answer_word_count,evidence_assessment_word_count,max_action_rationale_word_count,supporting_evidence_count,rejected_evidence_count,overlength_rate,belief_correctness,evidence_cleanliness,uncertainty_discipline,support_empty_rate,evidence_precision,clean_support_recall,rejected_pollutant_rate,dual_role_rate,required_action_recall,primary_seeking_rate,duplicate_avoidance_rate,generated_lore_avoidance_rate,contradiction_seeking_rate,evidence_value_score,primary_action_rate,contradiction_action_rate,generated_lore_trace_rate,epistemic_escape,operational_epistemic_escape,conditional_epistemic_escape,confidence,cost_usd,gold_verdict,predicted_verdict,supporting_evidence,selected_doc_ids,actions,verification_action_score
ert_005,packet_judgment,clean,L0,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"doc_006,doc_008","doc_006,doc_008,doc_004",[],0.0
ert_005,packet_judgment,clean,L0,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"doc_006,doc_008","doc_006,doc_008,doc_004",[],0.0
ert_006,packet_judgment,clean,L0,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"doc_002,doc_007","doc_002,doc_007,doc_004",[],0.0
ert_006,packet_judgment,clean,L0,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"doc_002,doc_007","doc_002,doc_007,doc_004",[],0.0
ert_007,packet_judgment,clean,L0,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"doc_005,doc_001","doc_005,doc_001,doc_008",[],0.0
ert_007,packet_judgment,clean,L0,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"doc_005,doc_001","doc_005,doc_001,doc_008",[],0.0
ert_008,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_001,doc_008","doc_001,doc_008,doc_002",[],0.0
ert_008,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_001,doc_008","doc_001,doc_008,doc_002",[],0.0
ert_009,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_007,doc_003","doc_007,doc_003,doc_002",[],0.0
ert_009,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_007,doc_003","doc_007,doc_003,doc_002",[],0.0
ert_010,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_008,doc_006","doc_008,doc_006,doc_003",[],0.0
ert_010,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_008,doc_006","doc_008,doc_006,doc_003",[],0.0
ert_011,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_003,doc_006","doc_003,doc_006,doc_002",[],0.0
ert_011,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_003,doc_006","doc_003,doc_006,doc_002",[],0.0
ert_012,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_003,doc_001","doc_003,doc_001,doc_002",[],0.0
ert_012,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_003,doc_001","doc_003,doc_001,doc_002",[],0.0
ert_013,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_002,doc_006","doc_002,doc_006,doc_005",[],0.0
ert_013,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_002,doc_006","doc_002,doc_006,doc_005",[],0.0
ert_014,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_005,doc_008","doc_005,doc_008,doc_001",[],0.0
ert_014,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_005,doc_008","doc_005,doc_008,doc_001",[],0.0
ert_015,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_002,doc_008","doc_002,doc_008,doc_006",[],0.0
ert_015,packet_judgment,conflicting_evidence,L2,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,refuted,"doc_002,doc_008","doc_002,doc_008,doc_006",[],0.0
ert_016,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_009,doc_007","doc_009,doc_007,doc_001",[],0.0
ert_016,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_009,doc_007","doc_009,doc_007,doc_001",[],0.0
ert_017,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_003","doc_001,doc_003",[],0.0
ert_017,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_003","doc_001,doc_003",[],0.0
ert_018,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_007,doc_004","doc_007,doc_004",[],0.0
ert_018,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_007,doc_004","doc_007,doc_004",[],0.0
ert_019,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_005,doc_008","doc_005,doc_008,doc_001",[],0.0
ert_019,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_005,doc_008","doc_005,doc_008,doc_001",[],0.0
ert_020,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_009","doc_001,doc_009",[],0.0
ert_020,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_009","doc_001,doc_009",[],0.0
ert_021,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_006,doc_007","doc_006,doc_007",[],0.0
ert_021,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_006,doc_007","doc_006,doc_007",[],0.0
ert_022,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_007,doc_005","doc_007,doc_005,doc_006",[],0.0
ert_022,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_007,doc_005","doc_007,doc_005,doc_006",[],0.0
ert_023,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_009","doc_001,doc_009",[],0.0
ert_023,packet_judgment,false_consensus,L3,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_009","doc_001,doc_009",[],0.0
ert_024,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_002","doc_001,doc_002,doc_011",[],0.0
ert_024,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_001,doc_002","doc_001,doc_002,doc_011",[],0.0
ert_025,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_008,doc_010","doc_008,doc_010",[],0.0
ert_025,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_008,doc_010","doc_008,doc_010",[],0.0
ert_026,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_009,doc_008","doc_009,doc_008",[],0.0
ert_026,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_009,doc_008","doc_009,doc_008",[],0.0
ert_027,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_006,doc_005","doc_006,doc_005,doc_001",[],0.0
ert_027,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_006,doc_005","doc_006,doc_005,doc_001",[],0.0
ert_028,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_010,doc_007","doc_010,doc_007",[],0.0
ert_028,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_010,doc_007","doc_010,doc_007",[],0.0
ert_029,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_009,doc_008","doc_009,doc_008",[],0.0
ert_029,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_009,doc_008","doc_009,doc_008",[],0.0
ert_030,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_002,doc_005","doc_002,doc_005,doc_006",[],0.0
ert_030,packet_judgment,buried_primary,L4,simple_heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"doc_002,doc_005","doc_002,doc_005,doc_006",[],0.0
