task_id,family,condition,model,prompt_condition,parse_success,empty_output,schema_missing,parse_error,response_format_used,json_extractor_used,cost_usd
ert_064,evidence_selection,buried_primary,deepseek-v4-pro,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_object,first_json_object,0.0043805
ert_065,evidence_selection,buried_primary,deepseek-v4-pro,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_object,first_json_object,0.0044625
ert_092,active_verification,buried_primary,deepseek-v4-pro,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_object,first_json_object,0.0038095
ert_032,packet_judgment,generated_lore,deepseek-v4-pro,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_object,first_json_object,0.00386425
ert_033,packet_judgment,generated_lore,deepseek-v4-pro,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_object,first_json_object,0.004088
ert_072,evidence_selection,generated_lore,deepseek-v4-pro,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_object,first_json_object,0.00292
ert_096,active_verification,generated_lore,deepseek-v4-pro,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_object,first_json_object,0.0039275000000000004
ert_000,packet_judgment,clean,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.00806225
ert_001,packet_judgment,clean,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01197
ert_040,evidence_selection,clean,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.010911500000000001
ert_080,active_verification,clean,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.0110625
ert_008,packet_judgment,conflicting_evidence,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01294475
ert_048,evidence_selection,conflicting_evidence,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01339075
ert_049,evidence_selection,conflicting_evidence,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01254075
ert_084,active_verification,conflicting_evidence,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.012365
ert_016,packet_judgment,false_consensus,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.010734249999999999
ert_017,packet_judgment,false_consensus,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01031625
ert_056,evidence_selection,false_consensus,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.009260000000000001
ert_057,evidence_selection,false_consensus,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01135625
ert_024,packet_judgment,buried_primary,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01057025
ert_064,evidence_selection,buried_primary,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.01466225
ert_065,evidence_selection,buried_primary,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.011203000000000001
ert_092,active_verification,buried_primary,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.0082825
ert_032,packet_judgment,generated_lore,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.00795375
ert_033,packet_judgment,generated_lore,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.005914
ert_072,evidence_selection,generated_lore,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.0082965
ert_096,active_verification,generated_lore,kimi-k2.6,epistemic_hygiene_instruction,1.0,0.0,0.0,,json_schema,first_json_object,0.005903
