task_id,family,condition,difficulty,model,provider,budget_setting,prompt_condition,backend,parse_success,empty_output,schema_missing,attempt_count,visible_output_tokens,answer_word_count,evidence_assessment_word_count,max_action_rationale_word_count,supporting_evidence_count,rejected_evidence_count,overlength_rate,belief_correctness,evidence_cleanliness,uncertainty_discipline,primary_seeking_rate,duplicate_avoidance_rate,generated_lore_avoidance_rate,contradiction_seeking_rate,evidence_value_score,primary_action_rate,contradiction_action_rate,generated_lore_trace_rate,epistemic_escape,operational_epistemic_escape,conditional_epistemic_escape,confidence,cost_usd,gold_verdict,predicted_verdict,supporting_evidence,selected_doc_ids,actions,verification_action_score
ert_011,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_051_primary_a,eham_051_primary_b",,[],
ert_012,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_052_primary_a,eham_052_primary_b",,[],
ert_012,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_052_primary_a,eham_052_primary_b",,[],
ert_013,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_053_primary_a,eham_053_primary_b",,[],
ert_013,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_053_primary_a,eham_053_primary_b",,[],
ert_014,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_054_primary_a,eham_054_primary_b",,[],
ert_014,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_054_primary_a,eham_054_primary_b",,[],
ert_015,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_055_primary_a,eham_055_primary_b",,[],
ert_015,packet_judgment,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_055_primary_a,eham_055_primary_b",,[],
ert_016,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_072_primary_a,eham_072_primary_b",,[],
ert_016,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_072_primary_a,eham_072_primary_b",,[],
ert_017,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_073_primary_a,eham_073_primary_b",,[],
ert_017,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_073_primary_a,eham_073_primary_b",,[],
ert_018,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_074_primary_a,eham_074_primary_b",,[],
ert_018,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_074_primary_a,eham_074_primary_b",,[],
ert_019,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_075_primary_a,eham_075_primary_b",,[],
ert_019,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_075_primary_a,eham_075_primary_b",,[],
ert_020,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_076_primary_a,eham_076_primary_b",,[],
ert_020,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_076_primary_a,eham_076_primary_b",,[],
ert_021,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_077_primary_a,eham_077_primary_b",,[],
ert_021,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_077_primary_a,eham_077_primary_b",,[],
ert_022,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_078_primary_a,eham_078_primary_b",,[],
ert_022,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_078_primary_a,eham_078_primary_b",,[],
ert_023,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_079_primary_a,eham_079_primary_b",,[],
ert_023,packet_judgment,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_079_primary_a,eham_079_primary_b",,[],
ert_024,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_096_primary_a,eham_096_primary_b",,[],
ert_024,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_096_primary_a,eham_096_primary_b",,[],
ert_025,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_097_primary_a,eham_097_primary_b",,[],
ert_025,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_097_primary_a,eham_097_primary_b",,[],
ert_026,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_098_primary_a,eham_098_primary_b",,[],
ert_026,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_098_primary_a,eham_098_primary_b",,[],
ert_027,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_099_primary_a,eham_099_primary_b",,[],
ert_027,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_099_primary_a,eham_099_primary_b",,[],
ert_028,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_100_primary_a,eham_100_primary_b",,[],
ert_028,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_100_primary_a,eham_100_primary_b",,[],
ert_029,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_101_primary_a,eham_101_primary_b",,[],
ert_029,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_101_primary_a,eham_101_primary_b",,[],
ert_030,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_102_primary_a,eham_102_primary_b",,[],
ert_030,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_102_primary_a,eham_102_primary_b",,[],
ert_031,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_103_primary_a,eham_103_primary_b",,[],
ert_031,packet_judgment,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,refuted,supported,"eham_103_primary_a,eham_103_primary_b",,[],
ert_032,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_032,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_033,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_033,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_034,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_034,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_035,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_035,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_036,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_036,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_037,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_037,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
