task_id,family,condition,difficulty,model,provider,budget_setting,prompt_condition,backend,parse_success,empty_output,schema_missing,attempt_count,visible_output_tokens,answer_word_count,evidence_assessment_word_count,max_action_rationale_word_count,supporting_evidence_count,rejected_evidence_count,overlength_rate,belief_correctness,evidence_cleanliness,uncertainty_discipline,primary_seeking_rate,duplicate_avoidance_rate,generated_lore_avoidance_rate,contradiction_seeking_rate,evidence_value_score,primary_action_rate,contradiction_action_rate,generated_lore_trace_rate,epistemic_escape,operational_epistemic_escape,conditional_epistemic_escape,confidence,cost_usd,gold_verdict,predicted_verdict,supporting_evidence,selected_doc_ids,actions,verification_action_score
ert_005,packet_judgment,clean,L0,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,,[],
ert_006,packet_judgment,clean,L0,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,,[],
ert_006,packet_judgment,clean,L0,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,,[],
ert_007,packet_judgment,clean,L0,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,,[],
ert_007,packet_judgment,clean,L0,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,,[],
ert_008,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_008,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_009,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_009,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_010,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_010,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_011,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_011,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_012,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_012,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_013,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_013,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_014,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_014,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_015,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_015,packet_judgment,conflicting_evidence,L2,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_016,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_016,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_017,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_017,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_018,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_018,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_019,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_019,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_020,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_020,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_021,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_021,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_022,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_022,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_023,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_023,packet_judgment,false_consensus,L3,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_024,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_024,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_025,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_025,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_026,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_026,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_027,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_027,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_028,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_028,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_029,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_029,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_030,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_030,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_031,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_031,packet_judgment,buried_primary,L4,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,refuted,insufficient,,,[],
ert_032,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_032,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_033,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_033,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_034,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_034,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_035,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_035,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_036,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_036,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_037,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_037,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_038,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_038,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_039,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_039,packet_judgment,generated_lore,L5,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.0,insufficient,insufficient,,,[],
ert_040,evidence_selection,clean,L0,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,"eham_000_context_11,eham_001_context_09,eham_000_context_13",[],
ert_040,evidence_selection,clean,L0,id_only_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,"eham_000_context_11,eham_001_context_09,eham_000_context_13",[],
ert_041,evidence_selection,clean,L0,id_only_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,supported,insufficient,,"eham_002_context_10,eham_002_context_08,eham_002_context_12",[],
